School,School URL,District,District URL,City,CityURL,Zip,County,Phone,Is Title I,Is Charter,Is Magnet,Is Virtual,Number Students,Number Fulltime Teachers,Student/Teacher Ratio,Percent Free/Disc Lunch,Percent Homes Rented,Percent parents with less than High School education,Percent Parents with Masters and above education,Percent Home Incomes less than Median income,Percent using Food stamps,Percent of Crimes,Standard Score
Navasota J H,https://www.schooldigger.com/go/TX/schools/3219006019/school.aspx,Navasota Independent School District,https://www.schooldigger.com/go/TX/district/32190/search.aspx,Navasota,https://www.schooldigger.com/go/TX/city/Navasota/search.aspx,77868,Grimes,(936) 825-4225,Yes,No,No,Yes,663,44,15,0.72,0.25,0,0,0.51,,,13.7
Taft J H,https://www.schooldigger.com/go/TX/schools/4206004792/school.aspx,Taft Independent School District,https://www.schooldigger.com/go/TX/district/42060/search.aspx,Taft,https://www.schooldigger.com/go/TX/city/Taft/search.aspx,78390,San Patricio,(361) 528-2636,Yes,No,No,Yes,247,18,13.7,0.86,0,0,0,0.9,,,13.7
Jean Massieu Academy,https://www.schooldigger.com/go/TX/schools/0009808169/school.aspx,Jean Massieu Academy,https://www.schooldigger.com/go/TX/district/00098/search.aspx,Arlington,https://www.schooldigger.com/go/TX/city/Arlington/search.aspx,76011,Tarrant,(817) 460-0396,Yes,Yes,No,Yes,193,15,12.8,0.94,0.23,0,0,0.64,,,13.6
Big Bend High School,https://www.schooldigger.com/go/TX/schools/4239007193/school.aspx,Terlingua Central School District,https://www.schooldigger.com/go/TX/district/42390/search.aspx,Terlingua,https://www.schooldigger.com/go/TX/city/Terlingua/search.aspx,79852,Brewster,(432) 371-2281,Yes,No,No,No,87,12,7.2,0.78,0,0.02,0,0.78,,,13.6
Academy Of Dallas,https://www.schooldigger.com/go/TX/schools/0009008161/school.aspx,Academy Of Dallas,https://www.schooldigger.com/go/TX/district/00090/search.aspx,Dallas,https://www.schooldigger.com/go/TX/city/Dallas/search.aspx,75232,Dallas,(214) 371-9600,Yes,Yes,No,No,644,31,20.7,0.88,0.79,0,0,0.2,,,13.4
Julius L Matthey Middle,https://www.schooldigger.com/go/TX/schools/4092004653/school.aspx,Southside Independent School District,https://www.schooldigger.com/go/TX/district/40920/search.aspx,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78264,Bexar,(210) 882-1601,Yes,No,No,No,768,54,14.2,0.76,0.02,0,0,0.88,,,13.3
Alan B Shepard Middle,https://www.schooldigger.com/go/TX/schools/4068004605/school.aspx,South San Antonio Independent School District,https://www.schooldigger.com/go/TX/district/40680/search.aspx,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78242,Bexar,(210) 623-1875,Yes,No,No,No,638,40,15.9,0.9,0.04,0,0,0.93,,,13.3
Pearsall J H,https://www.schooldigger.com/go/TX/schools/3447003869/school.aspx,Pearsall Independent School District,https://www.schooldigger.com/go/TX/district/34470/search.aspx,Pearsall,https://www.schooldigger.com/go/TX/city/Pearsall/search.aspx,78061,Frio,(830) 334-8021,Yes,No,No,No,516,34,15.1,0.78,0,0,0,0.92,,,13.3
Cavazos Middle,https://www.schooldigger.com/go/TX/schools/2850010895/school.aspx,Lubbock Independent School District,https://www.schooldigger.com/go/TX/district/28500/search.aspx,Lubbock,https://www.schooldigger.com/go/TX/city/Lubbock/search.aspx,79415,Lubbock,(806) 219-3200,Yes,No,Yes,Yes,544,41,13.2,0.9,0.04,0.01,0,0.9,,,13.3
Boude Storey Middle,https://www.schooldigger.com/go/TX/schools/1623001366/school.aspx,Dallas Independent School District,https://www.schooldigger.com/go/TX/district/16230/search.aspx,Dallas,https://www.schooldigger.com/go/TX/city/Dallas/search.aspx,75216,Dallas,(972) 925-8700,Yes,No,No,No,703,49,14.3,0.92,0.49,0,0,0.5,,,13.2
Southwest Middle School,https://www.schooldigger.com/go/TX/schools/0012511234/school.aspx,Southwest School,https://www.schooldigger.com/go/TX/district/00125/search.aspx,Houston,https://www.schooldigger.com/go/TX/city/Houston/search.aspx,77057,Harris,(713) 954-9528,Yes,Yes,No,No,243,13,18.6,0.87,0.03,0,0,0.96,,,13.1
Leonard Middle,https://www.schooldigger.com/go/TX/schools/1970001874/school.aspx,Fort Worth Independent School District,https://www.schooldigger.com/go/TX/district/19700/search.aspx,Fort Worth,https://www.schooldigger.com/go/TX/city/Fort+Worth/search.aspx,76116,Tarrant,(817) 815-6200,Yes,No,No,No,741,50,14.8,0.63,0.31,0,0.01,0.47,,,13
Edward H Cary Middle,https://www.schooldigger.com/go/TX/schools/1623001231/school.aspx,Dallas Independent School District,https://www.schooldigger.com/go/TX/district/16230/search.aspx,Dallas,https://www.schooldigger.com/go/TX/city/Dallas/search.aspx,75229,Dallas,(972) 502-7600,Yes,No,No,No,587,39,15,0.92,0.04,0,0,0.94,,,13
Daggett Middle,https://www.schooldigger.com/go/TX/schools/1970001847/school.aspx,Fort Worth Independent School District,https://www.schooldigger.com/go/TX/district/19700/search.aspx,Fort Worth,https://www.schooldigger.com/go/TX/city/Fort+Worth/search.aspx,76110,Tarrant,(817) 814-5200,Yes,No,No,Yes,443,36,12.3,0.8,0.15,0,0.03,0.72,,,13
West Orange-Stark Middle,https://www.schooldigger.com/go/TX/schools/4509005142/school.aspx,West Orange-Cove Consolidated Independent School District,https://www.schooldigger.com/go/TX/district/45090/search.aspx,Orange,https://www.schooldigger.com/go/TX/city/Orange/search.aspx,77630,Orange,(409) 882-5520,Yes,No,No,No,480,,15,0.92,0.62,0.01,0.01,0.12,,,12.9
Athlos Leadership Academy,https://www.schooldigger.com/go/TX/schools/0017908438/school.aspx,Jubilee Academic Center,https://www.schooldigger.com/go/TX/district/00179/search.aspx,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78223,Bexar,(210) 333-6227,Yes,Yes,No,No,1283,70,18.3,0.79,0.12,0,0,0.8,,,12.8
Morton School,https://www.schooldigger.com/go/TX/schools/3147003523/school.aspx,Morton Independent School District,https://www.schooldigger.com/go/TX/district/31470/search.aspx,Morton,https://www.schooldigger.com/go/TX/city/Morton/search.aspx,79346,Cochran,(806) 266-5505,Yes,No,No,No,430,40,10.7,0.93,0.03,0,0,0.87,,,12.8
Boulter Middle,https://www.schooldigger.com/go/TX/schools/4347004930/school.aspx,Tyler Independent School District,https://www.schooldigger.com/go/TX/district/43470/search.aspx,Tyler,https://www.schooldigger.com/go/TX/city/Tyler/search.aspx,75702,Smith,(903) 262-1390,Yes,No,No,Yes,,45,14,0.91,0.38,0,0,0.57,,,12.8
Sarah Zumwalt Middle,https://www.schooldigger.com/go/TX/schools/1623005864/school.aspx,Dallas Independent School District,https://www.schooldigger.com/go/TX/district/16230/search.aspx,Dallas,https://www.schooldigger.com/go/TX/city/Dallas/search.aspx,75216,Dallas,(972) 749-3600,Yes,No,No,No,435,37,11.7,0.9,0.77,0,0,0.23,,,12.8
Big Spring J H,https://www.schooldigger.com/go/TX/schools/1020008303/school.aspx,Big Spring Independent School District,https://www.schooldigger.com/go/TX/district/10200/search.aspx,Big Spring,https://www.schooldigger.com/go/TX/city/Big+Spring/search.aspx,79721,Howard,(432) 264-4135,Yes,No,No,Yes,668,49,13.6,0.58,0.04,0,0.01,0.65,,,12.6
Manor Middle,https://www.schooldigger.com/go/TX/schools/2889003264/school.aspx,Manor Independent School District,https://www.schooldigger.com/go/TX/district/28890/search.aspx,Manor,https://www.schooldigger.com/go/TX/city/Manor/search.aspx,78653,Travis,(512) 278-4600,Yes,No,No,No,923,62,14.8,0.76,0.21,0,0.01,0.65,,,12.5
William Hawley Atwell Law Academy,https://www.schooldigger.com/go/TX/schools/1623001211/school.aspx,Dallas Independent School District,https://www.schooldigger.com/go/TX/district/16230/search.aspx,Dallas,https://www.schooldigger.com/go/TX/city/Dallas/search.aspx,75232,Dallas,(972) 794-6400,Yes,No,Yes,No,834,69,12,0.86,0.59,0,0,0.4,,,12.5
Welch Middle,https://www.schooldigger.com/go/TX/schools/2364005501/school.aspx,Houston Independent School District,https://www.schooldigger.com/go/TX/district/23640/search.aspx,Houston,https://www.schooldigger.com/go/TX/city/Houston/search.aspx,77071,Harris,(713) 778-3300,Yes,No,Yes,No,884,54,16.3,0.62,0.57,0,0.02,0.4,,,12.5
Slaton Middle,https://www.schooldigger.com/go/TX/schools/2850010901/school.aspx,Lubbock Independent School District,https://www.schooldigger.com/go/TX/district/28500/search.aspx,Lubbock,https://www.schooldigger.com/go/TX/city/Lubbock/search.aspx,79411,Lubbock,(806) 219-4400,Yes,No,Yes,Yes,585,48,12.1,0.88,0.1,0,0,0.83,,,12.3
Sadler Means Ywla,https://www.schooldigger.com/go/TX/schools/0894013132/school.aspx,Austin Independent School District,https://www.schooldigger.com/go/TX/district/08940/search.aspx,Austin,https://www.schooldigger.com/go/TX/city/Austin/search.aspx,78723,Travis,(512) 414-3234,Yes,No,No,No,341,34,10,0.94,0.24,0.01,0.04,0.68,,,12.2
Connally J H,https://www.schooldigger.com/go/TX/schools/1497000993/school.aspx,Connally Independent School District,https://www.schooldigger.com/go/TX/district/14970/search.aspx,Elm Mott,https://www.schooldigger.com/go/TX/city/Elm+Mott/search.aspx,76640,McLennan,(254) 296-7700,Yes,No,No,Yes,508,37,13.7,0.78,0.32,0.01,0,0.32,,,11.9
Holland Middle,https://www.schooldigger.com/go/TX/schools/2364005494/school.aspx,Houston Independent School District,https://www.schooldigger.com/go/TX/district/23640/search.aspx,Houston,https://www.schooldigger.com/go/TX/city/Houston/search.aspx,77029,Harris,(713) 671-3860,Yes,No,No,No,697,37,18.8,0.78,0.28,0,0.01,0.7,,,11.9
Learning Center,https://www.schooldigger.com/go/TX/schools/2730006744/school.aspx,Lewisville Independent School District,https://www.schooldigger.com/go/TX/district/27300/search.aspx,Lewisville,https://www.schooldigger.com/go/TX/city/Lewisville/search.aspx,75067,Denton,(469) 713-5185,Yes,No,No,Yes,228,52,4.3,0.52,0.15,0,0.04,0.49,,,11.8
Olfen Elementary,https://www.schooldigger.com/go/TX/schools/3357003754/school.aspx,Olfen Independent School District,https://www.schooldigger.com/go/TX/district/33570/search.aspx,Rowena,https://www.schooldigger.com/go/TX/city/Rowena/search.aspx,76875,Runnels,(325) 442-4301,No,No,No,Yes,55,8,6.8,0.69,0.06,0,0,0.62,,,11.8
Indian Spring Middle,https://www.schooldigger.com/go/TX/schools/4428012823/school.aspx,Waco Independent School District,https://www.schooldigger.com/go/TX/district/44280/search.aspx,Waco,https://www.schooldigger.com/go/TX/city/Waco/search.aspx,76701,McLennan,(254) 754-5491,Yes,No,No,Yes,579,37,15.6,0.94,0.27,0,0,0.67,,,11.7
Smylie Wilson Middle,https://www.schooldigger.com/go/TX/schools/2850010902/school.aspx,Lubbock Independent School District,https://www.schooldigger.com/go/TX/district/28500/search.aspx,Lubbock,https://www.schooldigger.com/go/TX/city/Lubbock/search.aspx,79410,Lubbock,(806) 219-4600,Yes,No,No,No,492,35,14,0.77,0.14,0,0.01,0.65,,,11.7
Burnet Middle School,https://www.schooldigger.com/go/TX/schools/0894000306/school.aspx,Austin Independent School District,https://www.schooldigger.com/go/TX/district/08940/search.aspx,Austin,https://www.schooldigger.com/go/TX/city/Austin/search.aspx,78757,Travis,(512) 414-3225,Yes,No,No,No,1138,77,14.7,0.93,0.09,0,0.02,0.84,,,11.7
Buckholts School,https://www.schooldigger.com/go/TX/schools/1185000697/school.aspx,Buckholts Independent School District,https://www.schooldigger.com/go/TX/district/11850/search.aspx,Buckholts,https://www.schooldigger.com/go/TX/city/Buckholts/search.aspx,76518,Milam,(254) 593-2744,Yes,No,No,Yes,176,17,10.3,0.79,0.02,0,0,0.63,,,11.6
Etoile Elementary,https://www.schooldigger.com/go/TX/schools/1866001747/school.aspx,Etoile Independent School District,https://www.schooldigger.com/go/TX/district/18660/search.aspx,Etoile,https://www.schooldigger.com/go/TX/city/Etoile/search.aspx,75944,Nacogdoches,(936) 465-9404,Yes,No,No,Yes,130,14,9.2,0.79,0,0.02,0,0.05,,,11.5
Bonham J H,https://www.schooldigger.com/go/TX/schools/1800001569/school.aspx,Ector County Independent School District,https://www.schooldigger.com/go/TX/district/18000/search.aspx,Odessa,https://www.schooldigger.com/go/TX/city/Odessa/search.aspx,79761,Ector,(432) 456-0429,Yes,No,No,Yes,1270,65,19.5,0.32,0.05,0.01,0.01,0.59,,,11.4
Long Academy,https://www.schooldigger.com/go/TX/schools/2364002522/school.aspx,Houston Independent School District,https://www.schooldigger.com/go/TX/district/23640/search.aspx,Houston,https://www.schooldigger.com/go/TX/city/Houston/search.aspx,77074,Harris,(713) 778-3380,Yes,No,Yes,Yes,1041,63,16.5,0.91,0.11,0,0.06,0.8,,,11.4
Youth Center Of High Plains,https://www.schooldigger.com/go/TX/schools/1281005172/school.aspx,Canyon Independent School District,https://www.schooldigger.com/go/TX/district/12810/search.aspx,Amarillo,https://www.schooldigger.com/go/TX/city/Amarillo/search.aspx,79118,Randall,(806) 677-2450,No,No,No,Yes,53,10,5.3,0.11,0.09,0,0,0.57,,,11.3
M L King Middle,https://www.schooldigger.com/go/TX/schools/0967004641/school.aspx,Beaumont Independent School District,https://www.schooldigger.com/go/TX/district/09670/search.aspx,Beaumont,https://www.schooldigger.com/go/TX/city/Beaumont/search.aspx,77701,Jefferson,(409) 617-5850,Yes,No,No,Yes,500,34,14.7,0.89,0.6,0,0.02,0.33,,,11.3
Gregory-Lincoln Educational Center,https://www.schooldigger.com/go/TX/schools/2364005495/school.aspx,Houston Independent School District,https://www.schooldigger.com/go/TX/district/23640/search.aspx,Houston,https://www.schooldigger.com/go/TX/city/Houston/search.aspx,77019,Harris,(713) 942-1400,Yes,No,Yes,No,650,43,15.1,0.83,0.61,0.01,0.01,0.35,,,11.3
Dunbar Middle,https://www.schooldigger.com/go/TX/schools/1970001854/school.aspx,Fort Worth Independent School District,https://www.schooldigger.com/go/TX/district/19700/search.aspx,Fort Worth,https://www.schooldigger.com/go/TX/city/Fort+Worth/search.aspx,76105,Tarrant,(817) 815-3500,Yes,No,No,Yes,736,55,13.3,0.67,0.71,0,0,0.26,,,11.2
Oliver Wendell Holmes Humanities/Communications,https://www.schooldigger.com/go/TX/schools/1623001279/school.aspx,Dallas Independent School District,https://www.schooldigger.com/go/TX/district/16230/search.aspx,Dallas,https://www.schooldigger.com/go/TX/city/Dallas/search.aspx,75216,Dallas,(214) 925-8500,Yes,No,Yes,Yes,775,62,12.5,0.9,0.6,0,0,0.39,,,11.2
Dobie Middle School,https://www.schooldigger.com/go/TX/schools/0894000313/school.aspx,Austin Independent School District,https://www.schooldigger.com/go/TX/district/08940/search.aspx,Austin,https://www.schooldigger.com/go/TX/city/Austin/search.aspx,78753,Travis,(512) 414-3270,Yes,No,No,Yes,691,55,12.5,0.92,0.11,0,0.03,0.84,,,11.1
Forest Brook Middle,https://www.schooldigger.com/go/TX/schools/2364013060/school.aspx,Houston Independent School District,https://www.schooldigger.com/go/TX/district/23640/search.aspx,Houston,https://www.schooldigger.com/go/TX/city/Houston/search.aspx,77016,Harris,(713) 631-7720,Yes,No,No,Yes,941,55,17.1,0.76,0.67,0.01,0,0.31,,,11
Longfellow Middle,https://www.schooldigger.com/go/TX/schools/3873004371/school.aspx,San Antonio Independent School District,https://www.schooldigger.com/go/TX/district/38730/search.aspx,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78228,Bexar,(210) 438-6520,Yes,No,No,Yes,1029,,17.4,0.88,0.02,0,0,0.96,,,10.9
Thomas A Edison Middle Learning Center,https://www.schooldigger.com/go/TX/schools/1623021020/school.aspx,Dallas Independent School District,https://www.schooldigger.com/go/TX/district/16230/search.aspx,Dallas,https://www.schooldigger.com/go/TX/city/Dallas/search.aspx,75212,Dallas,(972) 794-4100,Yes,No,No,No,532,50,10.6,0.94,0.39,0.01,0,0.58,,,10.9
Central Middle,https://www.schooldigger.com/go/TX/schools/2028001999/school.aspx,Galveston Independent School District,https://www.schooldigger.com/go/TX/district/20280/search.aspx,Galveston,https://www.schooldigger.com/go/TX/city/Galveston/search.aspx,77550,Galveston,(409) 761-6200,Yes,No,No,No,223,17,13.1,0.9,0.4,0,0.01,0.44,,,10.9
Fannindel High School,https://www.schooldigger.com/go/TX/schools/1905001776/school.aspx,Fannindel Independent School District,https://www.schooldigger.com/go/TX/district/19050/search.aspx,Ladonia,https://www.schooldigger.com/go/TX/city/Ladonia/search.aspx,75449,Fannin,(903) 367-7251,Yes,No,No,No,,9,8.7,0.81,0.28,0.03,0.03,0.04,,,10.8
Sam Tasby Middle,https://www.schooldigger.com/go/TX/schools/1623011196/school.aspx,Dallas Independent School District,https://www.schooldigger.com/go/TX/district/16230/search.aspx,Dallas,https://www.schooldigger.com/go/TX/city/Dallas/search.aspx,75231,Dallas,(972) 502-1900,Yes,No,No,Yes,837,56,14.9,0.93,0.17,0,0.19,0.62,,,10.8
Key Middle,https://www.schooldigger.com/go/TX/schools/2364002509/school.aspx,Houston Independent School District,https://www.schooldigger.com/go/TX/district/23640/search.aspx,Houston,https://www.schooldigger.com/go/TX/city/Houston/search.aspx,77026,Harris,(713) 636-6001,Yes,No,No,No,685,46,14.8,0.71,0.63,0.01,0,0.34,,,10.7
Hempstead Middle,https://www.schooldigger.com/go/TX/schools/2292002322/school.aspx,Hempstead Independent School District,https://www.schooldigger.com/go/TX/district/22920/search.aspx,Hempstead,https://www.schooldigger.com/go/TX/city/Hempstead/search.aspx,77445,Waller,(979) 826-2530,Yes,No,No,Yes,348,29,12,0.74,0.27,0,0.01,0.53,,,10.7
Kennedy-Curry Middle,https://www.schooldigger.com/go/TX/schools/1623012455/school.aspx,Dallas Independent School District,https://www.schooldigger.com/go/TX/district/16230/search.aspx,Dallas,https://www.schooldigger.com/go/TX/city/Dallas/search.aspx,75241,Dallas,(972) 925-1600,Yes,No,No,No,785,50,15.7,0.91,0.62,0,0,0.36,,,10.5
Premont High School,https://www.schooldigger.com/go/TX/schools/3576004050/school.aspx,Premont Independent School District,https://www.schooldigger.com/go/TX/district/35760/search.aspx,Premont,https://www.schooldigger.com/go/TX/city/Premont/search.aspx,78375,Jim Wells,(361) 348-3915,Yes,No,No,No,208,19,10.9,0.72,0.01,0,0,0.95,,,10.4
Dogan Middle,https://www.schooldigger.com/go/TX/schools/4347004933/school.aspx,Tyler Independent School District,https://www.schooldigger.com/go/TX/district/43470/search.aspx,Tyler,https://www.schooldigger.com/go/TX/city/Tyler/search.aspx,75702,Smith,(903) 262-1450,Yes,No,No,No,575,40,14.3,0.9,0.16,0,0,0.8,,,10.4
Dowling Middle,https://www.schooldigger.com/go/TX/schools/2364002442/school.aspx,Houston Independent School District,https://www.schooldigger.com/go/TX/district/23640/search.aspx,Houston,https://www.schooldigger.com/go/TX/city/Houston/search.aspx,77045,Harris,(713) 434-5600,Yes,No,No,Yes,1200,68,17.6,0.71,0.37,0,0.01,0.61,,,10.3
Billy Earl Dade Middle,https://www.schooldigger.com/go/TX/schools/1623011195/school.aspx,Dallas Independent School District,https://www.schooldigger.com/go/TX/district/16230/search.aspx,Dallas,https://www.schooldigger.com/go/TX/city/Dallas/search.aspx,75215,Dallas,(972) 749-3800,Yes,No,No,Yes,888,69,12.8,0.89,0.68,0,0,0.31,,,10.3
Smith Middle,https://www.schooldigger.com/go/TX/schools/0967004639/school.aspx,Beaumont Independent School District,https://www.schooldigger.com/go/TX/district/09670/search.aspx,Beaumont,https://www.schooldigger.com/go/TX/city/Beaumont/search.aspx,77703,Jefferson,(409) 617-5825,Yes,No,Yes,No,685,31,22,0.89,0.84,0,0,0.12,,,10.3
