rank,name,founded,Address,city,state,zip,revenue,Growth,Headcount,Industry,Raw_revenue
4308,MacDonald & Owen Lumber Co.,1/1/1970,1900 Riley Rd ,Sparta,WI,54669,64 million,60,114,Manufacturing,63989604
4309,Novarica,1/1/2007,175 Federal Street Suite 510,Boston,MA,2110,7.2 million,60,27,Insurance,7228932
4310,Chandler,1/1/1982,13526 Hudson Road South ,Afton,MN,55001,25.1 million,60,94,Business Products & Services,25117267
4311,Team Driveaway,1/1/2006,23724 W 83RD Terr ,Shawnee,KS,66227,28.4 million,60,33,Logistics & Transportation,28388211
4312,Lewellyn Technology,1/1/1993,6210 Technology Center Drive Suite 200,Indianapolis,IN,46278,10.5 million,60,56,Engineering,10498300
4313,Solomon Group,1/1/2009,825 Girod Street ,New Orleans,LA,70113,21.5 million,60,231,Media,21519311
4314,Elevation Sports,1/1/2005,3112 Lexington Park Dr. ,Elkhart,IN,46514,3.3 million,60,7,Retail,3332929
4315,"Hiller Plumbing, Heating, Cooling & Electrical",1/1/1990,915 Murfreesboro Pike ,Nashville,TN,37217,97.6 million,60,622,Construction,97614163
4316,Diamond Mowers,1/1/2000,350 East 60th Street N. ,Sioux Falls,SD,57104,35.3 million,60,105,Manufacturing,35305266
4317,Innovative Business Solutions,1/1/2008,202 6th Street Suite 402,Castle Rock,CO,80104,5.4 million,60,17,Telecommunications,5437513
4318,RevPart,1/1/2010,129 Bethea Rd STE 402 ,Fayetteville,GA,30214,3.9 million,60,5,Manufacturing,3885472
4319,Summit Wealth Group,1/1/2002,9835 E Bell Road Ste 120 ,Scottsdale,AZ,85260,6.9 million,60,55,Financial Services,6874117
4320,Cipher Tech Solutions,1/1/2006,407 N. Highland Ave. ,Upper Nyack,NY,10960,5.1 million,60,30,Government Services,5102845
4321,InterWorks,1/1/1996,1425 S. SANGRE ROAD ,STILLWATER,OK,74074,34.1 million,60,137,IT Services,34050557
4322,PeerSource,1/1/2011,10303 E. Dry Creek Rd. Suite 400,Englewood,CO,80112,2 million,60,11,IT Services,2006600
4323,Point Recognition,1/1/1985,1015 Industrial Parkway ,Brunswick,OH,44142,8.4 million,60,10,Business Products & Services,8368484
4324,Dynamic Physical Therapy Services,1/1/2003,43 kissena blvd suite 110,Flushing,NY,11355,2.7 million,60,26,Health,2721838
4325,Dial800,1/1/1996,10940 Wilshire Blvd. 17th Floor ,Los Angeles,CA,90024,10.9 million,60,46,Advertising & Marketing,10947086
4326,Intermarkets,1/1/1997,11911 Freedom Dr Suite 1140,Reston,VA,20190,33.9 million,60,47,Advertising & Marketing,33924000
4327,SoftClouds,1/1/2005,16855 West Bernardo Drive Suite #300,San Diego,CA,92127,5.4 million,60,51,IT Services,5396415
4328,CapTech Ventures,1/1/1997,7100 Forest Avenue Suite 100,Richmond,VA,23226,125.8 million,60,675,IT Services,125793984
4329,Adcomm,1/1/2005,2179 W Hwy 98 ,Mary Esther,FL,32569,109.9 million,60,685,Advertising & Marketing,109883403
4330,Scott Brown Media Group,1/1/2005,645 Pressley Road Suite D,Charlotte,NC,28217,5.3 million,60,41,Advertising & Marketing,5280934
4331,Pariveda Solutions,1/1/2003,2811 McKinney Ave Suite #220,Dallas,TX,75204,97.9 million,60,514,IT Services,97854379
4332,Hamilton Capital Management,1/1/1997,5025 Arlington Centre Blvd ,Columbus,OH,43220,13.1 million,60,59,Financial Services,13099313
4333,who-a staffing company,1/1/2011,10721 Birmingham Way Suite B,Woodstock,MD,21163,2.9 million,60,7,Human Resources,2942510
4334,BrightSign,1/1/2010,"16780 Lark Avenue, Ste. B ",Los Gatos,CA,95032,51.5 million,60,66,Computer Hardware,51466245
4335,Peoples Company,1/1/1972,"12119 Stratford Dr, Ste B ",Clive,IA,50325,5.9 million,60,45,Real Estate,5868141
4336,N & L Investment,1/1/1969,1890A Commander Dr ,Lake Havasu City,AZ,86403,8.2 million,60,66,Construction,8167296
4337,TITLE Boxing Club,1/1/2008,"5400 College Blvd, Suite 1 ",Overland Park,KS,66221,65 million,60,25,Health,64993654
4338,Teguar Computers,1/1/2010,4235 South Stream Blvd Suite L-130,Charlotte,NC,28217,6.7 million,60,17,Computer Hardware,6662653
4339,Sullivan,1/1/1990,450 W 14th Street 12th Floor,New York City,NY,10014,17.6 million,60,64,Advertising & Marketing,17608206
4340,NASSAU NATIONAL CABLE,1/1/1950,"505 NORTHERN BLVD, SUITE 209 ",Great Neck,NY,11021,6.9 million,59,5,Business Products & Services,6904634
4341,RTD Financial,1/1/1983,"30 South 17th Street, Suite 1620 ",Philadelphia,PA,19103,6.2 million,59,34,Financial Services,6246811
4342,Integrhythm,1/1/2011,7760 France Av 11th Floor,Bloomington,MN,55435,3.8 million,59,42,IT Services,3758409
4343,Techwood Consulting,1/1/2008,200 Ashford Center North Suite 100,Atlanta,GA,30338,2.2 million,59,17,Advertising & Marketing,2170936
4344,enCOMPASS Advertising Agency,1/1/2006,19410 Jetton Rd. Ste 200,Cornelius,NC,28031,4.6 million,59,13,Advertising & Marketing,4556959
4345,Engineered Solutions of GA,1/1/2006,2260 northwest parkway suite H,Marietta,GA,30067,6.7 million,59,50,Construction,6713042
4346,Total Nutrition Technology (TNT Supplements),1/1/2004,154 park center ,Leesburg,FL,34748,7.9 million,59,36,Health,7863000
4347,Global Facility Management & Construction,1/1/2004,525 BROADHOLLOW RD STE 100,Melville,NY,11747,91.8 million,59,221,Construction,91765145
4348,Platte River Networks,1/1/2002,5700 Washington St. ,Denver,CO,80216,7.3 million,59,37,IT Services,7302054
4349,Forrest Performance Group,1/1/2011,777 Taylor St Suite 830,Fort Worth,TX,76102,2.9 million,59,13,Business Products & Services,2936524
4350,Domain Capital Advisors,1/1/2008,1230 Peachtree Street NE Suite 3500,Atlanta,GA,30309,10 million,59,19,Financial Services,9999291
4351,Certified Languages International,1/1/1996,"4800 SW Macadam Avenue, Ste 400 ",Portland,OR,97239,29.3 million,59,120,Telecommunications,29313189
4352,Purple Land Management,1/1/2010,210 East 8th Street ,Fort Worth,TX,76102,25.2 million,59,353,Energy,25159154
4353,iOFFICE,1/1/2002,1210 W. Clay ,Houston,TX,77019,8.6 million,59,42,Software,8644624
4354,Distinguished Programs,1/1/1999,1180 Avenue of the Americas 16th Fl,New York City,NY,10036,121.6 million,59,2947,Insurance,121608000
4355,Dashed,1/1/2009,56 Roland St #308,Boston,MA,2129,9.6 million,59,684,Food & Beverage,9562745
4356,Staff One HR,1/1/1988,"8111 LBJ Freeway, Suite 1350 ",Dallas,TX,75251,256.1 million,59,60,Human Resources,256125371
4357,GeBBS Healthcare Solutions,1/1/2004,"4640 Admiralty Way, Suite 950 ",Marina del Rey,CA,90292,36.1 million,59,4100,Health,36097723
4358,Idea Grove,1/1/2005,14800 Quorum Dr Suite 320,Dallas,TX,75254,2.4 million,59,20,Advertising & Marketing,2380461
4359,Member Driven Technologies,1/1/2003,30230 Orchard Lake Rd Ofc 260,Farmington Hills,MI,48334,40.5 million,59,138,IT Services,40534846
4360,eMinutes,1/1/1997,12121 Wilshire Blvd. Suite 1201,Los Angeles,CA,90025,4.9 million,59,10,Business Products & Services,4881859
4361,iVision,1/1/2004,1430 West Peachtree Street Suite 425,Atlanta,GA,30309,54.1 million,59,115,IT Services,54146368
4362,Nicolet Plastics,1/1/1986,16685 State Road 32 ,Mountain,WI,54149,14 million,59,85,Manufacturing,13974313
4363,Logiflex,1/1/2010,1440 Renaissance Dr Suite 310,Park Ridge,IL,60068,7.2 million,59,45,Logistics & Transportation,7178940
4364,Masergy Communications,1/1/2001,2740 North Dallas Parkway Suite 260,Plano,TX,75093,292.7 million,59,500,IT Services,292728633
4365,ControlSoft,1/1/1985,5387 Avion Park Drive ,Highland Heights,OH,44143,6 million,59,33,Software,6026285
4366,American Technologies,1/1/1989,210 Baywood Avenue ,Orange,CA,92865,192.5 million,59,890,Construction,192526402
4367,Carolines Cakes,1/1/2000,925 Beaumont Ave. ,Spartanburg,SC,29303,2.7 million,59,14,Food & Beverage,2653376
4368,"BEAULIEU-FAWCETT LAW GROUP, PA",1/1/2006,127 NE 2nd Avenue ,Delray Beach,FL,33444,2.2 million,59,14,Consumer Products & Services,2226591
4369,Market Traders Institute,1/1/1994,3900 Millenia Boulevard ,Orlando,FL,32839,40.6 million,59,185,Education,40592396
4370,Survival Frog,1/1/2009,2488 W 2nd Ave ,Denver,CO,80223,6.1 million,59,21,Consumer Products & Services,6050158
4371,Wilen,1/1/1981,5 Wellwood Avenue ,Farmingdale,NY,11751,74.5 million,59,70,Advertising & Marketing,74541242
4372,Endurance IT Services,1/1/2008,4646 Princess Anne Road Suite 104,Virginia Beach,VA,23462,7.2 million,59,46,IT Services,7203264
4373,Softech Intl Resources,1/1/1995,"3300, Holcomb Bridge Rd, Suite 216 3300, Holcomb Bridge Rd, Suite 216",Peachtree Corners,GA,30092,8.4 million,59,70,IT Services,8409953
4374,TSI Healthcare,1/1/1997,101 Europa Drive Suite 200,Chapel Hill,NC,27517,25 million,59,150,Software,24965000
4375,Angler Construction,1/1/2009,5005 Woodway Dr. Suite 220,Houston,TX,77056,22.6 million,59,14,Construction,22607350
4376,Simpleview,1/1/2001,7458 N La Cholla Blvd ,Tucson,AZ,85741,32.1 million,58,194,Travel & Hospitality,32127000
4377,BSI ENGINEERING,1/1/2007,300 E BUSINESS WAY STE# 300,Cincinnati,OH,45241,22.2 million,58,131,Engineering,22234607
4378,Carver Skateboards,1/1/1996,111 Sierra Street ,El Segundo,CA,90245,4.8 million,58,27,Consumer Products & Services,4803921
4379,Ready Power,1/1/2009,4809 Clio St ,New Orleans,LA,70125,2.6 million,58,11,Construction,2627944
4380,Bat City Awards & Apparel,1/1/2005,1707 Nueces St ,Austin,TX,78701,3.2 million,58,12,Business Products & Services,3223329
4381,Classic Air Care,1/1/1979,2680 Production Road ,Virginia Beach,VA,23454,14.3 million,58,70,Construction,14346443
4382,barrettSF,1/1/2012,250 Sutter St. Suite 200 ,San Francisco,CA,94108,5 million,58,20,Advertising & Marketing,5003138
4383,DiscountMugs.com,1/1/1995,12610 NW 115 Avenue ,Miami,FL,33178,155.5 million,58,854,Business Products & Services,155489198
4384,Aspirion Health Resources,1/1/2012,"1506 6th Avenue, Suite 3 ",Columbus,GA,31901,6.6 million,58,105,Health,6637531
4385,ISHIR,1/1/1999,4100 Midway Road Suite 2120,Carrollton,TX,75007,2.3 million,58,49,IT Services,2259246
4386,TigerFitness.com,1/1/2001,150 Commerce Drive ,Loveland,OH,45140,8.9 million,58,28,Retail,8930581
4387,Mobile One Courier,1/1/1996,1619 DIAMOND SPRINGS RD Suite C,VIRGINIA BEACH,VA,23455,5.5 million,58,100,Logistics & Transportation,5491315
4388,JMF Solutions,1/1/2005,1008 Randall Ave ,Daphne,AL,36526,2 million,58,28,Telecommunications,2008330
4389,Lamination Depot,1/1/2001,1601 Alton Pkwy Ste E,Irvine,CA,92606,6.3 million,58,12,Business Products & Services,6256059
4390,Fox World Travel,1/1/1960,2150 S. Washburn St. ,Oshkosh,WI,54904,28.4 million,58,238,Travel & Hospitality,28369085
4391,Missouri Network Alliance,1/1/1999,"2005 W Broadway Bldg. A, Ste 215",Columbia,MO,65203,46.2 million,58,55,Telecommunications,46211792
4392,Johnson Consulting Group,1/1/2000,8095 North 85th Way ,Scottsdale,AZ,85258,5.7 million,58,29,Business Products & Services,5743254
4393,Centric Consulting,1/1/1999,1215 Lyons Rd Bldg F ,Dayton,OH,45458,123.9 million,58,702,IT Services,123910027
4394,Trumpia,1/1/2008,2544 W. Woodland Dr. ,Anaheim,CA,92801,8 million,58,40,Software,7993294
4395,Accellis Technology Group,1/1/2001,9000 Sweet Valley Drive Suite 4,Valley View,OH,44125,2.8 million,58,16,IT Services,2764698
4396,New Glarus Brewing Co.,1/1/1993,2400 State Highway 69 PO Box 759,New Glarus,WI,53574,58.4 million,58,120,Food & Beverage,58395742
4397,R.J. Allen & Associates,1/1/1984,2088 Old Taylor Rd. ,Oxford,MS,38655,41.4 million,58,48,Construction,41377409
4398,john greene Realtor,1/1/1976,1311 S. Route 59 1311 S. Route 59,Naperville,IL,60564,13 million,58,15,Real Estate,13047835
4399,Double Good,1/1/1998,16w030 83rd street ,Burr Ridge,IL,60527,11.5 million,58,42,Food & Beverage,11522797
4400,Universal Separators,1/1/1998,104 Lincoln Street ,Verona,WI,53593,2.9 million,58,12,Manufacturing,2927892
4401,IT Direct,1/1/2002,"67 Prospect Avenue, Suite 202 ",West Hartford,CT,6106,5.2 million,58,27,IT Services,5174165
4402,Decisiv,1/1/2001,10900 Nuckols Rd #300 ,Glen Allen,VA,23060,10.8 million,58,69,Software,10750692
4403,San Diego Sign Company,1/1/2001,5960 Pascal Ct. ,Carlsbad,CA,92008,28.5 million,58,159,Advertising & Marketing,28514974
4404,e-Builder,1/1/1995,1800 NW 69th Avenue ,Plantation,FL,33313,43.4 million,58,185,Software,43403618
4405,Lightwell,1/1/1998,565 Metro Place S Suite 220,Dublin,OH,43017,39.7 million,58,155,IT Services,39713000
4406,Weld Power Generator,1/1/1951,1529 Grafton Road ,Millbury,MA,1527,6 million,58,35,Energy,6027602
4407,Corporate Web Services,1/1/1996,3014 Allegro Park Ln SW ,Rochester,MN,55902,2.4 million,58,20,Advertising & Marketing,2392665
4408,Integrated Insight,1/1/2009,2465 McLin Lane ,The Villages,FL,32163,4.1 million,58,11,Business Products & Services,4056929
4409,Singlewire Software,1/1/2009,PO Box 46218 ,Madison,WI,53744,20 million,58,72,IT Services,20042000
4410,Green Mountain Technology,1/1/1999,5860 Ridgeway Center Parkway Suite401,Memphis,TN,38120,15.2 million,58,68,Logistics & Transportation,15232693
4411,ABG Capital,1/1/1992,8 Penn Center West Suite 101,Pittsburgh,PA,15276,25.4 million,58,22,Business Products & Services,25444197
4412,Silver Bullet Construction,1/1/2010,4401 Little Road Suite 550-275,Arlington,TX,76016,4.1 million,58,18,Construction,4103620
4413,Merchants Security Services,1/1/1983,4500 York Street Suite 200,Metairie,LA,70001,2.8 million,58,155,Security,2771589
4414,Saylent,1/1/2006,116 Huntington Avenue Suite 502,Boston,MA,2116,9.1 million,58,35,Software,9061416
4415,Insurance Office of America,1/1/1988,1855 W State Road 434 ,Longwood,FL,32750,180.9 million,58,1061,Insurance,180851291
4416,Time After Time,1/1/1994,130 Almshouse Road Suite 600,Richboro,PA,18954,13.2 million,58,160,Consumer Products & Services,13230959
4417,CapitolMac,1/1/1990,The CapitolMac Building 1706 West Main Street,Richmond,VA,23220,2.3 million,57,13,Retail,2251433
4418,National Corporate Housing,1/1/1999,8400 East Crescent Parkway Suite 300,Greenwood Village,CO,80111,145 million,57,196,Travel & Hospitality,144993023
4419,Foundation Supportworks,1/1/2008,12330 Cary Circle ,Omaha,NE,68128,61.6 million,57,68,Manufacturing,61610496
4420,DSYS,1/1/2005,12700 Century Drive Suite C 127,Alpharetta,GA,30009,4.2 million,57,60,IT Services,4214066
4421,Cohen & Company,1/1/1977,1350 Euclid Ave Suite 800,Cleveland,OH,44115,54.9 million,57,380,Financial Services,54852742
4422,Global Sourcing Connection,1/1/2001,2610 Lake Cook Rd Suite 190,Riverwoods,IL,60015,11.1 million,57,24,Advertising & Marketing,11124931
4423,IN10SE Productions,1/1/2008,4120 Avery Pass ,Ft Wayne,IN,46845,2 million,57,2,Consumer Products & Services,2005773
4424,Shields Manufacturing,1/1/1991,12320 SW Cimino Street ,Tualatin,OR,97062,26.4 million,57,114,Manufacturing,26445380
4425,Pivotal Point,1/1/2008,135 N. Fairfax St. ,Falls Church,VA,22046,2.9 million,57,36,Government Services,2856591
4426,West USA Realty,1/1/1986,16807 N Cave Creek Rd ,Phoenix,AZ,85032,68.2 million,57,57,Real Estate,68233708
4427,Infinity Systems Engineering,1/1/1996,13560 Northgate Estates Dr ,Colorado Springs,CO,80921,39.9 million,57,191,Government Services,39865577
4428,THRIVE,1/1/2010,1000 Marietta Street NW Suite 290,Atlanta,GA,30318,3.8 million,57,22,Engineering,3826199
4429,Any Lab Test Now,1/1/1992,5815 Windward Parkway ,Alpharetta,GA,30005,3.1 million,57,21,Health,3052047
4430,Alliance Executive Search,1/1/2012,1950 Old Gallows Rd Suite 410,Vienna,VA,22182,4.1 million,57,10,Human Resources,4059000
4431,Stett Transportation,1/1/1995,224 Grandview Drive ,Ft Mitchell,KY,41017,12.7 million,57,19,Logistics & Transportation,12661045
4432,Dataprise,1/1/1995,9600 Blackwell Road 4th Floor,Rockville,MD,20850,42.7 million,57,293,IT Services,42720023
4433,OC Facial Care Center,1/1/2012,23702 El Toro Rd. S6-B ,Lake Forest,CA,92630,2.1 million,57,8,Retail,2085137
4434,IQ Total Source,1/1/2007,5055 E. Washington St Suite 220,Phoenix,AZ,85034,8.3 million,57,22,Business Products & Services,8250155
4435,Trivantus,1/1/2003,20 Market St Suite 301,Manchester,NH,3101,3.1 million,57,23,Human Resources,3148437
4436,Principle Solutions Group,1/1/2006,5 Concourse Parkway Suite 2700,Atlanta,GA,30328,107.6 million,57,650,IT Services,107601211
4437,DMB Financial,1/1/2003,"500 Cummings Center, Suite 3800 ",Beverly,MA,1915,6.7 million,57,65,Financial Services,6695645
4438,Altair Sign & Light,1/1/2004,6802 Buford Hwy NE ,Atlanta,GA,30340,3.9 million,57,25,Business Products & Services,3943400
4439,Jackson Technical,1/1/1999,427 S Boston Ave Ste 1010 ,Tulsa,OK,74103,5 million,57,17,IT Services,5017429
4440,Just Smiles Dentistry,1/1/2003,1921 Rome Hilliard Rd 1921 Rome Hilliard Rd,Hilliard,OH,43026,4.2 million,57,28,Health,4178625
4441,T&D Metal Products,1/1/1951,602 E. Walnut St. ,Watseka,IL,60970,49.8 million,57,135,Manufacturing,49783337
4442,CivicSource,1/1/2008,"935 Gravier St., Ste. 1700 ",New Orleans,LA,70124,11.7 million,57,59,Government Services,11662673
4443,Doe-Anderson,1/1/2015,620 West Main Street ,Louisville,KY,40202,15.3 million,56,112,Advertising & Marketing,15309362
4444,BCDVideo,1/1/1999,3170 MacArthur Blvd. ,Northbrook,IL,60062,46.4 million,56,51,Computer Hardware,46435428
4445,Proforma Albrecht & Co.,1/1/1999,1040 TechneCenter Drive ,Milford,OH,45150,34.2 million,56,41,Business Products & Services,34221000
4446,Quantum Health,1/1/1999,7450 Huntington Park Drive ,Columbus,OH,43235,62.7 million,56,586,Health,62710315
4447,Precise Systems,1/1/1990,46591 Expedition Drive Suite 200,Lexington Park,MD,20653,40.2 million,56,249,Government Services,40153284
4448,3Pillar Global,1/1/2006,3975 Fair Ridge Drive Suite 200 South,Fairfax,VA,22033,40.7 million,56,727,Software,40678413
4449,Sutherland Global Services,1/1/1986,1600 Pittsford-Victor Road ,Pittsford,NY,14534,1.2 billion,56,38000,Business Products & Services,1205000000
4450,LaSalle Network,1/1/1998,200 N. LaSalle St. Suite 2500,Chicago,IL,60601,55.5 million,56,170,Human Resources,55523197
4451,TOP Step Consulting,1/1/2007,43627 Oleary Lane ,South Riding,VA,20152,2.7 million,56,12,IT Services,2704454
4452,Advantage Communications Group,1/1/2003,"125 Mineola Avenue, Suite 306 ",Roslyn Heights,NY,11577,10 million,56,28,Telecommunications,9968000
4453,TEEMA,1/1/2006,"116N Old Litchfield, Unit 116A ",Litchfield Park,AZ,85340,63.1 million,56,221,Human Resources,63078829
4454,ITech Digital,1/1/1999,6330 East 75th Street Suite 132,Indianapolis,IN,46250,7.3 million,56,37,Security,7328632
4455,Animal Necessity,1/1/2005,45 West 34th Street Suite 1107,New York City,NY,10001,2.9 million,56,12,Health,2880141
4456,American Painting & Renovations,1/1/1991,1325 Satellite Blvd. Ste. 101,Suwanee,GA,30024,18.8 million,56,16,Construction,18845000
4457,HUNTER Technical,1/1/1998,5555 Glenridge Connector Suite 625,Atlanta,GA,30342,31.6 million,56,270,Human Resources,31567635
4458,Phase 3 Marketing and Communications,1/1/2001,60 Walton Street ,Atlanta,GA,30303,28.7 million,56,178,Advertising & Marketing,28666657
4459,Capitol Pest,1/1/1936,5455 Butler Road ,Bethesda,MD,20816,2.5 million,56,26,Environmental Services,2495395
4460,Boostability,1/1/2009,2600 W Executive Parkway Suite 200,Lehi,UT,84043,34.9 million,56,382,Advertising & Marketing,34910250
4461,Improving,1/1/2006,5445 Legacy Dr. Ste. 100,Plano,TX,75024,43.4 million,56,296,IT Services,43384057
