 Number of team members, Deadline in Days, Task complexity, Project type, Skill level, Communication frequency, Number of tasks, Team motivation, Number of stakeholders, Number of meetings, Decision making, Team experience in years, Number of changes, Project duration  in days, Project complexity,Project Completion Time
13,47, Medium, Mobile app, Advanced, Weekly,12, Medium,3,2, Slow,7,2,60, Medium,49
11,47, High, Desktop app, Beginner, Weekly,9, Low,5,2, Moderate,5,0,40, High,35
8,71, Low, Web development, Expert, Daily,6, High,3,2, Fast,8,2,50, Low,35
12,76, Medium, Mobile app, Advanced, Weekly,4, Medium,3,2, Slow,7,2,37, Medium,47
13,30, Low, Web development, Expert, Daily,5, High,4,2, Fast,7,2,59, Low,58
12,35, Medium, Desktop app, Beginner, Weekly,10, Low,3,0, Moderate,9,3,54, Medium,65
14,58, High, Mobile app, Advanced, Daily,13, Medium,3,0, Slow,10,0,31, High,56
8,52, Low, Web development, Expert, Weekly,12, High,2,1, Fast,6,0,44, Low,59
6,50, Medium, Desktop app, Beginner, Daily,8, Low,5,2, Moderate,10,1,58, Medium,57
11,56, Low, Mobile app, Expert, Weekly,8, High,2,2, Fast,10,0,52, Low,40
11,53, High, Web development, Advanced, Daily,12, Medium,2,1, Slow,5,2,60, High,51
5,69, Medium, Mobile app, Beginner, Weekly,5, Low,4,0, Moderate,6,0,52, Medium,60
12,80, High, Desktop app, Expert, Daily,12, High,2,0, Fast,8,0,55, High,33
4,47, Low, Web development, Advanced, Weekly,4, Medium,4,2, Slow,5,3,45, Low,59
5,66, Medium, Desktop app, Beginner, Daily,9, Low,4,2, Moderate,8,3,54, Medium,72
11,37, High, Web development, Expert, Weekly,14, High,2,0, Fast,9,1,43, High,56
7,55, Medium, Desktop app, Beginner, Weekly,12, Low,2,1, Moderate,6,2,55, Medium,36
11,39, High, Mobile app, Advanced, Daily,4, Medium,4,0, Slow,9,1,50, High,35
14,47, Low, Web development, Expert, Weekly,5, High,3,2, Fast,9,3,42, Low,65
9,67, Medium, Desktop app, Beginner, Daily,12, Low,5,1, Moderate,5,1,39, Medium,39
12,68, Low, Mobile app, Expert, Weekly,8, High,5,2, Fast,6,1,42, Low,52
4,56, High, Web development, Advanced, Daily,7, Medium,2,0, Slow,10,1,35, High,46
8,78, Medium, Mobile app, Beginner, Weekly,5, Low,2,0, Moderate,9,2,54, Medium,70
5,63, High, Desktop app, Expert, Daily,12, High,5,2, Fast,6,1,32, High,59
13,43, Low, Web development, Advanced, Weekly,11, Medium,4,1, Slow,10,0,49, Low,67
5,33, Medium, Desktop app, Beginner, Daily,9, Low,5,2, Moderate,7,3,57, Medium,62
10,78, High, Web development, Expert, Weekly,12, High,4,0, Fast,10,2,30, High,44
7,58, Low, Web development, Expert, Daily,7, High,3,2, Fast,8,3,32, Low,33
5,64, High, Mobile app, Advanced, Weekly,11, Medium,4,2, Slow,6,1,56, High,48
4,31, Medium, Desktop app, Beginner, Daily,10, Low,5,2, Moderate,8,3,47, Medium,44
7,33, High, Web development, Expert, Weekly,12, High,5,1, Fast,10,2,39, High,63
14,44, Low, Mobile app, Advanced, Daily,5, Medium,3,1, Slow,10,1,40, Low,72
10,55, High, Desktop app, Beginner, Weekly,13, Low,3,1, Moderate,10,0,43, High,64
11,69, Low, Web development, Expert, Daily,5, High,5,0, Fast,5,0,44, Low,48
4,59, Medium, Mobile app, Advanced, Weekly,12, Medium,4,1, Slow,10,1,50, Medium,38
13,32, Low, Web development, Expert, Daily,13, High,4,2, Fast,5,2,50, Low,40
14,67, High, Mobile app, Advanced, Weekly,10, Medium,2,2, Slow,7,0,57, High,55
14,38, Medium, Desktop app, Beginner, Daily,5, Low,2,0, Moderate,7,0,38, Medium,57
14,68, High, Web development, Expert, Weekly,10, High,2,1, Fast,7,3,44, High,71
9,50, Low, Mobile app, Advanced, Daily,13, Medium,5,2, Slow,9,3,40, Low,53
14,56, High, Desktop app, Beginner, Weekly,12, Low,5,1, Moderate,9,0,40, High,45
8,50, Low, Web development, Expert, Daily,10, High,5,2, Fast,10,3,57, Low,46
8,66, Medium, Mobile app, Advanced, Weekly,6, Medium,3,1, Slow,8,2,47, Medium,57
7,55, Low, Web development, Expert, Daily,8, High,4,1, Fast,5,0,54, Low,34
4,53, Medium, Desktop app, Beginner, Weekly,10, Low,5,1, Moderate,10,2,55, Medium,33
4,58, High, Mobile app, Advanced, Daily,10, Medium,3,1, Slow,5,0,32, High,44
10,50, Low, Web development, Expert, Weekly,4, High,4,1, Fast,7,0,55, Low,38
14,77, Medium, Desktop app, Beginner, Daily,11, Low,5,0, Moderate,5,0,44, Medium,71
9,53, Low, Mobile app, Expert, Weekly,13, High,2,0, Fast,7,3,33, Low,39
7,34, High, Web development, Advanced, Daily,8, Medium,5,0, Slow,7,1,40, High,49
12,70, Medium, Mobile app, Beginner, Weekly,14, Low,5,2, Moderate,5,1,42, Medium,44
4,35, High, Desktop app, Expert, Daily,5, High,3,0, Fast,9,3,60, High,66
7,56, Low, Web development, Advanced, Weekly,4, Medium,2,2, Slow,8,2,49, Low,43
8,65, Medium, Desktop app, Beginner, Daily,8, Low,5,1, Moderate,9,1,48, Medium,33
13,76, High, Web development, Expert, Weekly,11, High,2,1, Fast,9,3,32, High,57
13,34, Low, Web development, Expert, Daily,12, High,4,2, Fast,6,3,41, Low,56
4,56, High, Mobile app, Advanced, Weekly,6, Medium,5,1, Slow,9,0,46, High,63
5,80, Medium, Desktop app, Beginner, Daily,4, Low,2,2, Moderate,7,2,50, Medium,69
9,40, High, Web development, Expert, Weekly,10, High,5,2, Fast,10,1,48, High,71
6,47, Low, Mobile app, Advanced, Daily,5, Medium,5,2, Slow,7,3,59, Low,65
9,46, High, Desktop app, Beginner, Weekly,13, Low,4,2, Moderate,5,2,57, High,34
8,67, Low, Web development, Expert, Daily,8, High,5,2, Fast,6,3,53, Low,66
4,47, Medium, Mobile app, Advanced, Weekly,10, Medium,5,0, Slow,10,0,48, Medium,58
12,36, Low, Web development, Expert, Daily,8, High,2,0, Fast,10,3,60, Low,38
10,76, Medium, Desktop app, Beginner, Weekly,8, Low,2,1, Moderate,9,0,30, Medium,53
10,71, High, Mobile app, Advanced, Daily,7, Medium,4,2, Slow,6,3,48, High,61
9,79, Low, Web development, Expert, Weekly,5, High,4,2, Fast,5,2,60, Low,52
13,74, Medium, Desktop app, Beginner, Daily,14, Low,5,1, Moderate,6,0,58, Medium,64
4,77, Low, Mobile app, Expert, Weekly,10, High,5,2, Fast,8,0,50, Low,67
7,33, High, Web development, Advanced, Daily,8, Medium,4,0, Slow,7,2,54, High,32
10,76, Medium, Mobile app, Beginner, Weekly,14, Low,5,2, Moderate,5,2,39, Medium,60
9,72, High, Desktop app, Expert, Daily,10, High,5,0, Fast,5,1,55, High,71
8,75, Low, Web development, Advanced, Weekly,12, Medium,4,2, Slow,8,3,51, Low,59
4,72, Medium, Desktop app, Beginner, Daily,12, Low,5,0, Moderate,5,2,38, Medium,44
7,57, High, Web development, Expert, Weekly,9, High,3,0, Fast,8,3,50, High,65
13,73, Low, Web development, Expert, Daily,4, High,2,1, Fast,9,3,58, Low,74
6,51, High, Mobile app, Advanced, Weekly,6, Medium,2,0, Slow,5,0,48, High,58
6,57, Medium, Desktop app, Beginner, Daily,14, Low,3,0, Moderate,7,3,34, Medium,48
9,47, High, Web development, Expert, Weekly,6, High,3,2, Fast,8,0,57, High,37
13,79, Low, Mobile app, Advanced, Daily,5, Medium,3,0, Slow,5,0,41, Low,42
6,51, High, Desktop app, Beginner, Weekly,11, Low,5,2, Moderate,5,2,32, High,50
9,74, Low, Web development, Expert, Daily,8, High,4,2, Fast,9,2,45, Low,35
13,48, Medium, Mobile app, Advanced, Weekly,10, Medium,5,1, Slow,10,2,38, Medium,35
9,41, Low, Web development, Expert, Daily,4, High,5,1, Fast,7,0,36, Low,53
14,52, Medium, Desktop app, Beginner, Weekly,9, Low,2,2, Moderate,10,1,30, Medium,37
12,35, High, Mobile app, Advanced, Daily,13, Medium,2,2, Slow,7,3,42, High,39
12,54, Low, Web development, Expert, Weekly,14, High,4,1, Fast,10,1,60, Low,51
9,79, Medium, Desktop app, Beginner, Daily,8, Low,3,1, Moderate,9,3,32, Medium,42
6,78, Low, Mobile app, Expert, Weekly,4, High,5,1, Fast,7,0,48, Low,42
14,37, High, Web development, Advanced, Daily,4, Medium,3,0, Slow,9,2,47, High,42
12,57, Medium, Mobile app, Beginner, Weekly,14, Low,5,2, Moderate,5,2,37, Medium,36
6,74, High, Desktop app, Expert, Daily,12, High,4,2, Fast,5,1,44, High,36
4,43, Low, Web development, Advanced, Weekly,11, Medium,4,2, Slow,9,3,53, Low,47
6,58, Medium, Desktop app, Beginner, Daily,7, Low,3,1, Moderate,8,3,44, Medium,65
13,55, High, Web development, Expert, Weekly,5, High,3,0, Fast,10,3,49, High,74
7,51, Low, Web development, Expert, Daily,12, High,2,0, Fast,6,2,57, Low,35
4,44, High, Mobile app, Advanced, Weekly,9, Medium,4,0, Slow,9,2,54, High,71
9,52, Medium, Desktop app, Beginner, Daily,4, Low,2,2, Moderate,7,3,33, Medium,65
12,30, High, Web development, Expert, Weekly,9, High,2,1, Fast,10,1,44, High,45
7,54, Low, Mobile app, Advanced, Daily,4, Medium,5,2, Slow,8,2,37, Low,36
8,34, High, Desktop app, Beginner, Weekly,13, Low,4,0, Moderate,9,3,47, High,67
14,50, Low, Web development, Expert, Daily,5, High,4,1, Fast,7,3,38, Low,32
12,47, Medium, Mobile app, Advanced, Weekly,12, Medium,4,0, Slow,5,1,38, Medium,44
13,31, Low, Web development, Expert, Daily,8, High,5,2, Fast,8,3,31, Low,39
11,31, Medium, Desktop app, Beginner, Weekly,12, Low,3,0, Moderate,10,3,56, Medium,32
6,77, High, Mobile app, Advanced, Daily,14, Medium,3,0, Slow,5,1,56, High,41
10,68, Low, Web development, Expert, Weekly,7, High,3,1, Fast,9,1,34, Low,53
9,77, Medium, Desktop app, Beginner, Daily,13, Low,3,1, Moderate,7,1,46, Medium,40
13,79, Low, Mobile app, Expert, Weekly,8, High,2,2, Fast,8,2,58, Low,74
14,78, High, Web development, Advanced, Daily,4, Medium,3,2, Slow,5,3,32, High,42
4,34, Medium, Mobile app, Beginner, Weekly,12, Low,5,1, Moderate,8,1,43, Medium,56
9,59, High, Desktop app, Expert, Daily,7, High,2,0, Fast,9,2,36, High,52
6,38, Low, Web development, Advanced, Weekly,7, Medium,4,2, Slow,7,2,39, Low,56
9,41, Medium, Desktop app, Beginner, Daily,4, Low,5,2, Moderate,9,0,43, Medium,57
10,65, High, Web development, Expert, Weekly,9, High,2,1, Fast,6,2,37, High,61
13,40, Low, Web development, Expert, Daily,13, High,3,0, Fast,6,0,46, Low,36
7,74, High, Mobile app, Advanced, Weekly,5, Medium,2,1, Slow,10,3,38, High,44
11,30, Medium, Desktop app, Beginner, Daily,4, Low,3,2, Moderate,10,3,56, Medium,71
6,57, High, Web development, Expert, Weekly,7, High,2,0, Fast,10,1,60, High,43
12,40, Low, Mobile app, Advanced, Daily,14, Medium,3,1, Slow,6,2,41, Low,59
7,39, High, Desktop app, Beginner, Weekly,10, Low,2,2, Moderate,8,3,51, High,40
7,76, Low, Web development, Expert, Daily,4, High,3,2, Fast,8,2,56, Low,42
5,52, Medium, Mobile app, Advanced, Weekly,4, Medium,3,2, Slow,10,0,56, Medium,56
13,73, Low, Web development, Expert, Daily,11, High,2,1, Fast,6,0,54, Low,63
6,50, Medium, Desktop app, Beginner, Weekly,9, Low,2,2, Moderate,6,3,58, Medium,70
8,63, High, Mobile app, Advanced, Daily,11, Medium,4,1, Slow,9,3,30, High,63
7,51, Low, Web development, Expert, Weekly,7, High,2,1, Fast,8,1,35, Low,46
13,34, Medium, Desktop app, Beginner, Daily,7, Low,2,2, Moderate,5,0,50, Medium,35
9,35, Low, Mobile app, Expert, Weekly,11, High,2,1, Fast,10,2,31, Low,38
8,40, High, Web development, Advanced, Daily,9, Medium,3,2, Slow,6,0,44, High,36
10,56, Medium, Mobile app, Beginner, Weekly,5, Low,4,1, Moderate,5,3,35, Medium,37
11,40, High, Desktop app, Expert, Daily,13, High,3,0, Fast,9,1,48, High,32
12,74, Low, Web development, Advanced, Weekly,10, Medium,2,1, Slow,5,0,47, Low,40
5,64, Medium, Desktop app, Beginner, Daily,13, Low,5,0, Moderate,5,3,44, Medium,53
5,62, High, Web development, Expert, Weekly,9, High,3,1, Fast,9,1,46, High,33
13,34, Low, Web development, Expert, Daily,6, High,4,2, Fast,9,3,59, Low,63
11,61, High, Mobile app, Advanced, Weekly,7, Medium,3,0, Slow,7,0,58, High,44
7,45, Medium, Desktop app, Beginner, Daily,7, Low,5,0, Moderate,7,3,55, Medium,55
11,46, High, Web development, Expert, Weekly,10, High,5,0, Fast,8,2,48, High,70
7,67, Low, Mobile app, Advanced, Daily,10, Medium,5,0, Slow,8,1,52, Low,69
10,76, High, Desktop app, Beginner, Weekly,9, Low,4,0, Moderate,10,1,31, High,66
7,67, Low, Web development, Expert, Daily,9, High,4,0, Fast,9,3,60, Low,58
9,55, Medium, Mobile app, Advanced, Weekly,5, Medium,3,1, Slow,8,3,47, Medium,73
5,63, Low, Web development, Expert, Daily,7, High,2,2, Fast,6,3,46, Low,62
7,63, Medium, Desktop app, Beginner, Weekly,12, Low,5,0, Moderate,6,0,44, Medium,73
8,66, High, Mobile app, Advanced, Daily,5, Medium,3,2, Slow,9,2,44, High,52
9,60, Low, Web development, Expert, Weekly,4, High,4,2, Fast,6,0,50, Low,57
12,51, Medium, Desktop app, Beginner, Daily,9, Low,2,1, Moderate,7,2,38, Medium,56
14,58, Low, Mobile app, Expert, Weekly,6, High,2,2, Fast,10,1,57, Low,54
4,42, High, Web development, Advanced, Daily,4, Medium,3,1, Slow,9,1,44, High,57
14,64, Medium, Mobile app, Beginner, Weekly,4, Low,2,0, Moderate,10,0,38, Medium,40
9,31, High, Desktop app, Expert, Daily,13, High,4,1, Fast,8,1,39, High,32
12,51, Low, Web development, Advanced, Weekly,11, Medium,3,1, Slow,7,1,56, Low,72
6,50, Medium, Desktop app, Beginner, Daily,4, Low,2,2, Moderate,10,3,38, Medium,73
9,34, High, Web development, Expert, Weekly,9, High,4,0, Fast,9,3,54, High,40
10,56, Low, Web development, Expert, Daily,7, High,3,2, Fast,5,2,59, Low,48
9,72, High, Mobile app, Advanced, Weekly,8, Medium,4,0, Slow,6,1,40, High,73
10,77, Medium, Desktop app, Beginner, Daily,14, Low,4,2, Moderate,8,0,48, Medium,52
13,78, High, Web development, Expert, Weekly,5, High,5,2, Fast,8,2,52, High,52
9,41, Low, Mobile app, Advanced, Daily,6, Medium,5,1, Slow,8,1,50, Low,34
4,47, High, Desktop app, Beginner, Weekly,8, Low,5,1, Moderate,9,1,47, High,42
11,60, Low, Web development, Expert, Daily,10, High,4,2, Fast,8,1,42, Low,54
8,71, Medium, Mobile app, Advanced, Weekly,6, Medium,3,0, Slow,10,0,44, Medium,50
4,76, Low, Web development, Expert, Daily,14, High,2,2, Fast,8,3,49, Low,54
4,60, Medium, Desktop app, Beginner, Weekly,13, Low,2,1, Moderate,10,0,52, Medium,40
9,49, High, Mobile app, Advanced, Daily,14, Medium,4,0, Slow,6,2,46, High,62
5,59, Low, Web development, Expert, Weekly,8, High,2,2, Fast,5,0,57, Low,35
9,55, Medium, Desktop app, Beginner, Daily,4, Low,4,0, Moderate,5,1,49, Medium,35
14,36, Low, Mobile app, Expert, Weekly,4, High,4,0, Fast,10,3,46, Low,67
10,61, High, Web development, Advanced, Daily,11, Medium,4,0, Slow,10,3,57, High,64
8,73, Medium, Mobile app, Beginner, Weekly,14, Low,2,1, Moderate,6,0,48, Medium,71
7,65, High, Desktop app, Expert, Daily,6, High,4,1, Fast,9,0,37, High,37
5,31, Low, Web development, Advanced, Weekly,9, Medium,3,2, Slow,9,0,37, Low,42
11,73, Medium, Desktop app, Beginner, Daily,7, Low,2,2, Moderate,10,3,44, Medium,71
12,68, High, Web development, Expert, Weekly,8, High,4,1, Fast,6,3,40, High,64
5,39, Low, Web development, Expert, Daily,12, High,3,2, Fast,10,3,53, Low,69
7,36, High, Mobile app, Advanced, Weekly,8, Medium,4,2, Slow,7,0,41, High,60
10,72, Medium, Desktop app, Beginner, Daily,8, Low,3,1, Moderate,5,2,53, Medium,70
14,68, High, Web development, Expert, Weekly,11, High,3,2, Fast,9,0,36, High,40
14,30, Low, Mobile app, Advanced, Daily,10, Medium,3,2, Slow,6,2,52, Low,54
7,61, High, Desktop app, Beginner, Weekly,7, Low,4,0, Moderate,9,0,33, High,74
11,58, Low, Web development, Expert, Daily,12, High,5,0, Fast,5,2,44, Low,73
8,39, Medium, Mobile app, Advanced, Weekly,11, Medium,2,2, Slow,7,2,37, Medium,36
10,54, Low, Web development, Expert, Daily,7, High,2,2, Fast,8,2,30, Low,50
8,54, Medium, Desktop app, Beginner, Weekly,7, Low,5,2, Moderate,7,0,43, Medium,37
9,69, High, Mobile app, Advanced, Daily,4, Medium,3,1, Slow,6,2,46, High,56
6,55, Low, Web development, Expert, Weekly,7, High,2,0, Fast,9,2,47, Low,38
9,51, Medium, Desktop app, Beginner, Daily,9, Low,3,2, Moderate,6,0,52, Medium,74
14,30, Low, Mobile app, Expert, Weekly,7, High,3,2, Fast,5,3,57, Low,42
14,57, High, Web development, Advanced, Daily,5, Medium,4,1, Slow,7,1,47, High,62
6,76, Medium, Mobile app, Beginner, Weekly,5, Low,4,1, Moderate,9,3,49, Medium,44
10,73, High, Desktop app, Expert, Daily,9, High,3,0, Fast,9,0,43, High,46
5,69, Low, Web development, Advanced, Weekly,11, Medium,5,2, Slow,10,1,48, Low,66
9,31, Medium, Desktop app, Beginner, Daily,6, Low,4,0, Moderate,5,3,56, Medium,33
14,52, High, Web development, Expert, Weekly,11, High,3,0, Fast,10,1,44, High,33
10,61, Low, Web development, Expert, Daily,8, High,3,0, Fast,8,2,56, Low,61
11,64, High, Mobile app, Advanced, Weekly,13, Medium,5,1, Slow,6,0,33, High,54
6,62, Medium, Desktop app, Beginner, Daily,12, Low,4,2, Moderate,5,3,46, Medium,43
4,76, High, Web development, Expert, Weekly,14, High,4,2, Fast,6,2,34, High,42
4,60, Low, Mobile app, Advanced, Daily,8, Medium,5,1, Slow,10,2,48, Low,63
11,68, High, Desktop app, Beginner, Weekly,12, Low,3,0, Moderate,5,0,50, High,32
14,30, Low, Web development, Expert, Daily,10, High,3,0, Fast,7,2,45, Low,39
7,47, Medium, Mobile app, Advanced, Weekly,4, Medium,4,0, Slow,10,0,60, Medium,53
13,47, Low, Web development, Expert, Daily,10, High,5,1, Fast,6,0,52, Low,36
10,58, Medium, Desktop app, Beginner, Weekly,8, Low,5,0, Moderate,9,0,59, Medium,46
9,55, High, Mobile app, Advanced, Daily,10, Medium,3,0, Slow,6,0,30, High,34
11,32, Low, Web development, Expert, Weekly,11, High,4,0, Fast,6,0,31, Low,44
10,64, Medium, Desktop app, Beginner, Daily,12, Low,4,0, Moderate,7,3,43, Medium,60
6,52, Low, Mobile app, Expert, Weekly,9, High,3,2, Fast,5,2,51, Low,53
13,55, High, Web development, Advanced, Daily,13, Medium,5,2, Slow,10,2,33, High,57
10,52, Medium, Mobile app, Beginner, Weekly,6, Low,2,0, Moderate,9,2,35, Medium,32
7,74, High, Desktop app, Expert, Daily,6, High,3,1, Fast,10,0,53, High,62
10,39, Low, Web development, Advanced, Weekly,6, Medium,3,2, Slow,7,3,35, Low,71
12,76, Medium, Desktop app, Beginner, Daily,4, Low,4,2, Moderate,10,2,45, Medium,64
8,73, High, Web development, Expert, Weekly,13, High,3,1, Fast,10,2,43, High,54
11,44, Low, Web development, Expert, Daily,5, High,2,2, Fast,7,3,54, Low,36
6,42, High, Mobile app, Advanced, Weekly,9, Medium,2,2, Slow,8,3,35, High,74
9,51, Medium, Desktop app, Beginner, Daily,12, Low,4,2, Moderate,10,0,52, Medium,66
12,56, High, Web development, Expert, Weekly,5, High,3,1, Fast,7,0,35, High,57
6,79, Low, Mobile app, Advanced, Daily,14, Medium,2,2, Slow,8,3,54, Low,42
14,66, High, Desktop app, Beginner, Weekly,7, Low,2,1, Moderate,7,1,41, High,73
7,40, Low, Web development, Expert, Daily,12, High,5,0, Fast,7,0,33, Low,63
12,62, Medium, Mobile app, Advanced, Weekly,5, Medium,5,0, Slow,5,1,53, Medium,65
7,58, Low, Web development, Expert, Daily,7, High,2,2, Fast,10,1,59, Low,72
4,61, Medium, Desktop app, Beginner, Weekly,8, Low,3,1, Moderate,8,2,53, Medium,71
4,50, High, Mobile app, Advanced, Daily,13, Medium,5,2, Slow,9,1,55, High,36
5,60, Low, Web development, Expert, Weekly,8, High,4,0, Fast,10,0,46, Low,73
11,61, Medium, Desktop app, Beginner, Daily,7, Low,5,2, Moderate,6,3,30, Medium,51
4,67, Low, Mobile app, Expert, Weekly,9, High,3,1, Fast,8,3,35, Low,50
5,39, High, Web development, Advanced, Daily,9, Medium,4,2, Slow,8,2,31, High,53
10,54, Medium, Mobile app, Beginner, Weekly,8, Low,4,0, Moderate,6,1,58, Medium,69
9,44, High, Desktop app, Expert, Daily,14, High,3,2, Fast,5,3,55, High,64
10,78, Low, Web development, Advanced, Weekly,6, Medium,2,0, Slow,10,1,60, Low,51
11,57, Medium, Desktop app, Beginner, Daily,9, Low,2,1, Moderate,7,1,49, Medium,53
5,59, High, Web development, Expert, Weekly,14, High,3,1, Fast,7,1,56, High,53
13,64, Medium, Desktop app, Beginner, Weekly,11, Low,4,1, Moderate,10,1,39, Medium,69
5,74, High, Mobile app, Advanced, Daily,7, Medium,4,1, Slow,8,0,37, High,36
10,75, Low, Web development, Expert, Weekly,6, High,4,1, Fast,7,1,36, Low,59
11,37, Medium, Desktop app, Beginner, Daily,5, Low,2,2, Moderate,6,0,53, Medium,54
12,66, Low, Mobile app, Expert, Weekly,10, High,2,2, Fast,9,3,38, Low,71
6,52, High, Web development, Advanced, Daily,4, Medium,5,1, Slow,5,2,54, High,63
9,70, Medium, Mobile app, Beginner, Weekly,13, Low,3,0, Moderate,8,1,48, Medium,35
11,52, High, Desktop app, Expert, Daily,12, High,2,1, Fast,5,3,58, High,65
5,75, Low, Web development, Advanced, Weekly,9, Medium,5,2, Slow,9,2,49, Low,72
13,43, Medium, Desktop app, Beginner, Daily,7, Low,3,2, Moderate,8,1,42, Medium,63
13,80, High, Web development, Expert, Weekly,4, High,3,2, Fast,10,3,55, High,46
11,78, Low, Web development, Expert, Daily,14, High,2,2, Fast,10,2,35, Low,45
13,42, High, Mobile app, Advanced, Weekly,11, Medium,5,2, Slow,10,1,39, High,67
14,70, Medium, Desktop app, Beginner, Daily,10, Low,2,0, Moderate,6,3,37, Medium,70
12,60, High, Web development, Expert, Weekly,11, High,3,0, Fast,7,3,39, High,42
12,68, Low, Mobile app, Advanced, Daily,14, Medium,4,1, Slow,6,2,57, Low,40
8,46, High, Desktop app, Beginner, Weekly,6, Low,5,1, Moderate,8,2,32, High,65
8,50, Low, Web development, Expert, Daily,4, High,4,0, Fast,8,2,60, Low,57
7,59, Medium, Mobile app, Advanced, Weekly,7, Medium,3,1, Slow,9,2,49, Medium,41
10,56, High, Desktop app, Beginner, Weekly,5, Low,4,0, Moderate,10,1,59, High,61
6,79, Low, Web development, Expert, Daily,11, High,3,0, Fast,6,3,36, Low,46
5,35, Medium, Mobile app, Advanced, Weekly,7, Medium,3,1, Slow,8,1,52, Medium,58
