School,Standard Score,District,City,Zip,County,Is Title I,Is Charter,Is Magnet,Is Virtual,Number Students,Number Fulltime Teachers,Student/Teacher Ratio,Percent Free/Disc Lunch,Percent Homes Rented,Percent parents with less than High School education,Percent Parents with Masters and above education,Percent Home Incomes less than Median income,Percent using Food stamps,Percent of Crimes
Whitman Continuation,16.4,Los Angeles Unified,Los Angeles,90036,Los Angeles County,Yes,No,No,No,70,3,23.3,0.66,0.13,0,0.09,0.74,0,0
Shery (Kurt T.) High (Continuation),16.4,Torrance Unified,Torrance,90501,Los Angeles County,No,No,No,No,119,7.1,16.5,0.6,0.08,0.01,0.05,0.63,0,0.09
Crescent View South II,16.4,Crescent View South II District,Fresno,93706,Fresno County,(n/a),Yes,No,No,724,23.7,30.4,0.83,0.06,0.01,0.02,0.71,0,0.04
Alta Vista Innovation High,16.4,Alta Vista Innovation High District,Hesperia,92345,San Bernardino County,(n/a),Yes,No,No,1522,64.9,23.4,0.89,0.19,0.01,0.01,0.63,0,0.03
W.E.B. DuBois Public Charter,16.4,W.E.B. DuBois Public Charter District,Fresno,93706,Fresno County,Yes,Yes,No,No,352,17.2,20.4,0.99,0.14,0.01,0.03,0.79,0,0.01
Marshall (Thurgood) High,16.3,San Francisco Unified,San Francisco,94124,San Francisco County,No,No,No,No,452,27.3,16.5,0.62,0.1,0.01,0.24,0.54,0.02,0.09
Aurora High (Continuation),16.3,Calexico Unified,Calexico,92231,Imperial County,Yes,No,No,No,164,11,14.9,0.95,0,0,0,1,0,0
R. Rex Parris High,16.2,Antelope Valley Union High,Palmdale,93550,Los Angeles County,Yes,No,No,No,683,22.7,30,0.56,0.14,0,0.01,0.77,0,0.03
Leadership Military Academy - Indio,16.2,Leadership Military Academy - Indio District,Indio,92201,Riverside County,Yes,Yes,No,No,93,7,13.2,0.85,0,0.01,0,0.97,0,0
Antelope Valley High,16.2,Antelope Valley Union High,Lancaster,93535,Los Angeles County,Yes,No,Yes,No,1664,78.4,21.2,0.73,0.31,0,0.01,0.6,0,0.04
Valley Vista High (Continuation),16.1,Huntington Beach Union High,Fountain Valley,92708,Orange County,Yes,No,No,No,315,14,22.5,0.63,0.01,0,0.05,0.6,0.01,0.02
Bidwell Continuation High,16,Antioch Unified,Antioch,94509,Contra Costa County,No,No,No,No,151,10.2,14.8,0.67,0.41,0,0.03,0.44,0,0.05
Placer County Community Schools,16,Placer County Office of Education,Auburn,95603,Placer County,Yes,No,No,No,37,2.5,14.8,0.92,0.05,0,0,0.54,0,0
Rite of Passage,16,El Dorado County Office of Education,Yerington,89447,Fresno County,Yes,Yes,No,No,121,7.7,15.6,0.98,0.22,0.03,0.02,0.46,0.02,0.03
Alta Vista High (Continuation),16,Vista Unified,Vista,92084,San Diego County,Yes,No,No,No,113,12.3,9.1,0.97,0.02,0.01,0,0.89,0.01,0.04
Taft High,16,Sanger Unified,Sanger,93657,Fresno County,Yes,No,No,No,63,3.5,17.7,0.78,0,0,0,0.95,0,0
Rio Cazadero High (Continuation),16,Elk Grove Unified,Sacramento,95823,Sacramento County,Yes,No,No,No,138,10,13.8,0.7,0.24,0.01,0.05,0.51,0.02,0.12
Folsom Lake High,16,Folsom-Cordova Unified,Folsom,95630,Sacramento County,No,No,No,No,97,8.6,11.2,0.38,0.02,0,0.09,0.27,0,0.06
SIATech,15.9,SIATech District,Oceanside,92056,San Diego County,Yes,Yes,No,No,1137,38,29.8,0.86,0.14,0.01,0.03,0.68,0,0.07
Del Mar High,15.9,San Gabriel Unified,San Gabriel,91776,Los Angeles County,Yes,No,No,No,51,4,12.7,0.86,0,0,0.02,0.9,0,0.02
Independent Study Sojourner Truth,15.9,Oakland Unified,Oakland,94605,Alameda County,Yes,No,No,No,166,12.7,13,0.65,0.34,0,0.05,0.45,0.01,0.07
Thornton High,15.9,Jefferson Union High,Daly City,94014,San Mateo County,No,No,No,No,124,9.2,13.4,0.36,0.04,0,0.19,0.52,0.01,0.09
Placer County Pathways Charter,15.9,Placer County Office of Education,Auburn,95603,Placer County,Yes,Yes,No,No,257,14.6,17.5,0.2,0.02,0.01,0.02,0.15,0,0.06
San Diego Business/Leadership,15.9,San Diego Unified,San Diego,92101,San Diego County,Yes,No,Yes,No,531,28.1,18.8,0.82,0.06,0,0.01,0.86,0,0.02
Ellington (Duke) High (Continuation),15.8,Los Angeles Unified,Los Angeles,90047,Los Angeles County,Yes,No,No,No,74,4.5,16.4,0.95,0.54,0.01,0.01,0.43,0,0
Kings Valley Academy II,15.8,Kings Valley Academy II District,Hanford,93280,Kings County,(n/a),Yes,No,No,849,35.2,24,0.88,0.03,0.01,0.01,0.75,0,0.03
Valley Merced Community,15.8,Merced County Office of Education,Merced,95341,Merced County,Yes,No,No,No,196,7,27.8,0.77,0.06,0,0.01,0.72,0.01,0.03
Opportunity Program,15.7,Riverside Unified,Riverside,92506,Riverside County,Yes,No,No,No,42,3.4,12.3,0.79,0.14,0,0,0.6,0,0.05
Alain Leroy Locke College Preparatory Academy,15.7,Alain Leroy Locke College Preparatory Academy District,Los Angeles,90061,Los Angeles County,Yes,Yes,No,No,1393,76,18.3,0.96,0.24,0,0,0.76,0,0
Independence Continuation,15.7,Los Angeles Unified,Lake Balboa,91406,Los Angeles County,Yes,No,No,No,112,6.5,17.2,0.73,0.06,0.01,0.01,0.86,0,0
Sentinel High,15.7,Waterford Unified,Waterford,95386,Stanislaus County,Yes,No,No,No,33,2,16.5,0.88,0,0,0,0.58,0,0
El Camino Real Continuation High,15.7,Placentia-Yorba Linda Unified,Placentia,92870,Orange County,Yes,No,No,No,151,11.5,13.1,0.8,0.02,0.01,0.03,0.68,0,0.01
Butte View High,15.7,Sutter Union High,Sutter,95982,Sutter County,Yes,No,No,No,36,1.9,18,0.56,0,0.08,0,0.39,0,0
CIS Academy,15.6,Pasadena Unified,Pasadena,91107,Los Angeles County,Yes,No,No,No,205,9.2,22.2,0.52,0.09,0,0.03,0.71,0,0.03
Jamison (Donald C.) High (Continuation),15.6,Lemoore Union High,Lemoore,93245,Kings County,Yes,No,No,No,100,7,14.2,0.79,0.04,0.07,0,0.75,0,0
Central High (Continuation),15.6,Barstow Unified,Barstow,92311,San Bernardino County,Yes,No,No,No,151,8.8,17.1,0.89,0.3,0.01,0,0.47,0,0.02
Liberty (Alternative),15.6,San Jose Unified,San Jose,95136,Santa Clara County,Yes,No,No,No,334,16,20.8,0.48,0.02,0.01,0.05,0.72,0,0.03
Ronald Reagan Academy,15.5,Dinuba Unified,Dinuba,93618,Tulare County,Yes,No,No,No,141,4.5,31.1,0.89,0,0.01,0.03,0.91,0,0
Aggeler Community Day,15.5,Los Angeles Unified,Chatsworth,91311,Los Angeles County,Yes,No,No,No,70,5.5,12.7,0.96,0.21,0,0,0.67,0,0.01
Monterey Continuation,15.5,Los Angeles Unified,Los Angeles,90022,Los Angeles County,Yes,No,No,No,59,3.5,16.8,0.9,0,0,0,1,0,0
Oak Glen High,15.4,Valley Center-Pauma Unified,Valley Center,92082,San Diego County,Yes,No,No,No,67,5.4,12.4,0.67,0,0.13,0,0.7,0,0.02
Abraxas Continuation High,15.4,Poway Unified,Poway,92064,San Diego County,No,No,No,No,199,18.7,10.6,0.36,0.06,0.02,0.17,0.23,0,0.07
Chaparral High,15.4,Ojai Unified,Ojai,93023,Ventura County,Yes,No,No,No,58,2.9,19.8,0.66,0,0,0,0.29,0,0
North Star Independent Study,15.3,Amador County Unified,Sutter Creek,95685,Amador County,Yes,No,No,No,53,0.6,88.3,0.51,0,0.15,0,0.21,0,0.08
Learning Works,15.2,Learning Works District,Pasadena,91107,Los Angeles County,Yes,Yes,No,No,204,,,0.88,0.11,0,0.02,0.84,0,0.01
Val Verde High,15.2,Val Verde Unified,Perris,92571,Riverside County,Yes,No,No,No,270,25,10.8,0.84,0.18,0.01,0.03,0.74,0,0.01
California School for the Deaf-Fremont,15.2,California School for the Deaf-Fremont (State Special Schl),Fremont,94538,Alameda County,(n/a),No,No,No,372,73.3,5,0.99,0.07,0,0.11,0.52,0.01,0.07
Tranquillity High,15.2,Golden Plains Unified,Tranquillity,93668,Fresno County,Yes,No,No,No,533,26,20.5,0.93,0,0,0,0.99,0,0
Crescent Valley Public Charter II,15.1,Crescent Valley Public Charter II District,Visalia,92391,Tulare County,(n/a),Yes,No,No,451,17.7,25.4,0.88,0.01,0.01,0.03,0.74,0,0.03
Escuela Popular/Center for Training and Careers Family Learning,15.1,Escuela Popular/Center for TRN and Careers FAM Learning Dis,San Jose,95127,Santa Clara County,(n/a),Yes,No,No,643,9.2,69.8,0.59,0,0,0,0.99,0,0.01
Sierra High (Continuation),15.1,Tahoe-Truckee Unified,Truckee,96161,Nevada County,Yes,No,No,No,50,3.6,13.8,0.58,0,0,0,0.66,0,0
School of Unlimited Learning,15.1,School of Unlimited Learning District,Fresno,93721,Fresno County,Yes,Yes,No,No,159,10.6,15,0.94,0.06,0.01,0.03,0.78,0,0.01
Desert Valley High (Continuation),15.1,Brawley Union High,Brawley,92227,Imperial County,Yes,No,No,No,161,8.3,19.3,0.78,0.01,0,0,0.94,0,0.01
Pacific Career and Technology High,15.1,Twin Rivers Unified,North Highlands,95660,Sacramento County,Yes,No,No,No,124,10.3,12,0.89,0.26,0,0.01,0.45,0.02,0.05
Condor High,15,Oxnard Union High,Oxnard,93030,Ventura County,Yes,No,No,No,510,19.3,26.4,0.77,0.01,0,0.01,0.88,0,0.01
Chaparral High,15,Snowline Joint Unified,Phelan,92329,San Bernardino County,Yes,No,No,No,159,7.8,20.1,0.71,0.04,0,0.01,0.47,0,0.14
Monterey High (Continuation),14.9,Burbank Unified,Burbank,91506,Los Angeles County,No,No,No,No,141,9,15.6,0.49,0.02,0,0.02,0.59,0,0.03
Learning for Life Charter,14.9,Learning for Life Charter District,Marina,93933,Monterey County,(n/a),Yes,No,No,128,4.4,28.7,0.45,0.02,0.02,0.01,0.48,0.02,0.16
Coronado High (Continuation),14.9,West Covina Unified,West Covina,91791,Los Angeles County,Yes,No,No,No,239,15.1,15.8,0.74,0.06,0,0.03,0.82,0,0
Mesquite Continuation High,14.9,Sierra Sands Unified,Ridgecrest,93555,Kern County,Yes,No,No,No,69,5.3,13,0.9,0.09,0,0.01,0.39,0.01,0
Independence Continuation,14.9,El Dorado Union High,Diamond Springs,95619,El Dorado County,Yes,No,No,No,100,7,14.2,0.64,0.01,0.04,0,0.14,0.03,0.03
Afflerbaugh-Paige Camp,14.8,Los Angeles County Office of Education,La Verne,91750,Los Angeles County,Yes,No,No,No,47,10.3,4.5,0.94,0.26,0,0,0.72,0,0
Buena Vista High (Continuation),14.8,Taft Union High,Taft,93268,Kern County,Yes,No,No,No,75,5.3,14.1,0.77,0,0,0.01,0.51,0,0.01
America's Finest Charter,14.8,America's Finest Charter District,San Diego,92102,San Diego County,Yes,Yes,No,No,446,25,17.8,0.96,0.2,0,0.04,0.7,0.01,0
Esperanza High (Continuation),14.8,Gridley Unified,Gridley,95948,Butte County,Yes,No,No,No,33,1.9,17.3,0.64,0,0,0,0.39,0,0.09
San Andreas Continuation High,14.7,San Benito High,Hollister,95023,San Benito County,Yes,No,No,No,103,3.9,26,0.79,0.01,0,0.01,0.87,0,0.01
Jane Addams Continuation,14.7,Los Angeles Unified,Granada Hills,91344,Los Angeles County,Yes,No,No,No,127,6,21.1,0.8,0.03,0,0.06,0.84,0,0
Mt. Tallac High,14.7,Lake Tahoe Unified,South Lake Tahoe,96150,El Dorado County,Yes,No,No,No,65,4,15.9,0.77,0.02,0.03,0.06,0.45,0,0.02
Daylor (William) High (Continuation),14.6,Elk Grove Unified,Sacramento,95823,Sacramento County,Yes,No,No,Yes,108,8.9,12.1,0.82,0.45,0.01,0.07,0.35,0.01,0.08
Goodwill Independent Study,14.6,Victor Valley Union High,Victorville,92395,San Bernardino County,Yes,No,No,No,111,0.5,222,0.86,0.25,0.01,0.01,0.56,0,0.07
Matrix for Success Academy,14.6,Matrix for Success Academy District,Los Angeles,90011,Los Angeles County,Yes,Yes,No,No,26,6,4.3,0.89,0.08,0,0,0.92,0,0
Mojave River Academy - Oro Grande,14.5,Mojave River Academy - Oro Grande District,Victorville,92392,San Bernardino County,(n/a),Yes,No,No,552,22.4,24.6,0.89,0.09,0,0.02,0.59,0.01,0.04
Plaza Robles Continuation High,14.5,Lodi Unified,Stockton,95209,San Joaquin County,No,No,No,No,154,10.8,14.2,0.65,0.24,0.01,0.23,0.35,0.02,0.05
Metropolitan Continuation,14.5,Los Angeles Unified,Los Angeles,90021,Los Angeles County,Yes,No,No,No,58,4,14.5,0.95,0.05,0,0,0.95,0,0
Augustus F. Hawkins High B Community Health Advocates,14.5,Los Angeles Unified,Los Angeles,90044,Los Angeles County,Yes,No,No,No,406,25.1,16.1,0.91,0.11,0,0,0.86,0,0.01
Creekside High,14.5,Irvine Unified,Irvine,92606,Orange County,No,No,No,No,103,8.9,11.4,0.6,0.08,0,0.1,0.37,0,0.05
Come Back Kids,14.4,Riverside County Office of Education,Riverside,92501,Riverside County,No,Yes,No,No,581,27,21.5,0.87,0.08,0.01,0.02,0.74,0,0.02
Carter G. Woodson Public Charter,14.4,Carter G. Woodson Public Charter District,Fresno,93726,Fresno County,Yes,Yes,No,No,430,18.1,23.7,0.97,0.15,0.01,0.01,0.74,0,0.01
Access County Community,14.4,Orange County Department of Education,Costa Mesa,92628,Orange County,No,No,No,No,1566,75,20.8,0.85,0.02,0.01,0.02,0.77,0.01,0.04
Daily (Allan F.) High (Continuation),14.3,Glendale Unified,Glendale,91206,Los Angeles County,Yes,No,No,No,163,15.3,10.6,0.79,0,0,0.06,0.52,0,0.01
Rancho Learning Center (Alternative),14.2,Arcadia Unified,Arcadia,91006,Los Angeles County,No,No,No,No,87,4,21.2,0.29,0.05,0.01,0.46,0.21,0,0.01
Eureka Community,14.2,Humboldt County Office of Education,Eureka,95501,Humboldt County,Yes,No,No,No,80,2,40,1,0.06,0.13,0,0.08,0,0.16
Mountain View High,14.2,San Jacinto Unified,San Jacinto,92582,Riverside County,Yes,No,No,No,250,11,22.7,0.79,0.12,0.02,0,0.73,0,0.03
Oak View High School & Education Center,14.2,Yucaipa-Calimesa Joint Unified,Yucaipa,92399,San Bernardino County,Yes,No,No,No,82,7.2,11.3,0.92,0.05,0.01,0.01,0.62,0,0.01
Rare Earth High (Continuation),14.2,Southern Kern Unified,Rosamond,93560,Kern County,No,No,No,No,49,3,16,0.71,0.12,0,0,0.51,0,0.04
Salisbury High (Continuation),14.1,Red Bluff Joint Union High,Red Bluff,96080,Tehama County,No,No,No,No,110,4.2,26.1,0.88,0.03,0.05,0,0.4,0,0.09
Bravo Lake High,14.1,Woodlake Unified,Visalia,93292,Tulare County,Yes,No,No,No,22,1.6,13.7,0.86,0,0,0,0.96,0,0
The Education Corps,14.1,The Education Corps District,Long Beach,90807,Los Angeles County,Yes,Yes,No,No,235,8.1,29,0.92,0.1,0,0,0.86,0,0.03
Paloma Creek High,14.1,Atascadero Unified,Atascadero,93422,San Luis Obispo County,Yes,No,No,No,72,3,23.3,0.6,0,0,0,0.36,0,0.01
Opportunity Youth Academy,14.1,Santa Clara County Office of Education,San Jose,95131,Santa Clara County,Yes,Yes,No,No,291,9,32.3,0.81,0.05,0.01,0.01,0.87,0.01,0.01
Central High (Continuation),14.1,Morgan Hill Unified,Morgan Hill,95037,Santa Clara County,Yes,No,No,No,137,9,15.2,0.45,0.02,0.02,0.02,0.67,0.01,0.04
Big Picture Educational Academy,14,Big Picture Educational Academy District,Fresno,93706,Fresno County,Yes,Yes,No,No,376,22,17,0.71,0.07,0.01,0.02,0.76,0,0.04
Central High,14,Los Angeles Unified,Los Angeles,90021,Los Angeles County,Yes,No,No,No,559,27,20.7,0.86,0.1,0.01,0.01,0.85,0,0
Leadership Military Academy,14,Leadership Military Academy District,Moreno Valley,92553,Riverside County,Yes,Yes,No,No,278,13.8,20,0.87,0.27,0,0,0.62,0,0.03
Harvest High,14,Ripon Unified,Ripon,95366,San Joaquin County,Yes,No,No,No,26,2.1,12.3,0.42,0,0,0,0.62,0,0
Orangewood High (Continuation),14,Redlands Unified,Redlands,92374,San Bernardino County,Yes,No,No,No,208,18.5,11.2,0.89,0.07,0.01,0.02,0.71,0.01,0.03
Fair View High (Continuation),14,Chico Unified,Chico,95926,Butte County,Yes,No,No,No,165,11.1,14.8,0.79,0.03,0.05,0.01,0.36,0.01,0.07
Orange County Special Education,14,Orange County Department of Education,Costa Mesa,92628,Orange County,No,No,No,No,376,41,9.1,0.31,0.05,0.02,0.17,0.51,0.01,0.01
Grizzly ChalleNGe Charter,13.9,San Luis Obispo County Office of Education,San Luis Obispo,93405,San Luis Obispo County,Yes,Yes,No,No,227,13.1,17.3,0.76,0.01,0.01,0.03,0.82,0,0.02
Calero High,13.8,East Side Union High,San Jose,95123,Santa Clara County,Yes,No,No,No,366,20.3,18,0.52,0.04,0,0.25,0.62,0.01,0.03
Mojave River Academy - Route 66,13.8,Mojave River Academy - Route 66 District,Victorville,92595,San Bernardino County,(n/a),Yes,No,No,330,16.2,20.3,0.86,0.08,0,0.01,0.72,0.01,0.06
Roselawn High,13.8,Turlock Unified,Turlock,95380,Stanislaus County,Yes,No,No,No,166,10.3,16,0.93,0.05,0,0.01,0.75,0,0.01
Baden High (Continuation),13.8,South San Francisco Unified,South San Francisco,94080,San Mateo County,No,No,No,No,107,6.7,15.9,0.5,0.04,0,0.12,0.74,0.04,0.02
Boynton High,13.8,Campbell Union High,San Jose,95117,Santa Clara County,Yes,No,No,No,209,14.3,14.6,0.53,0.01,0.01,0.02,0.7,0,0.03
Kinney High (Continuation),13.7,Folsom-Cordova Unified,Rancho Cordova,95670,Sacramento County,Yes,No,No,No,119,8.8,13.5,0.81,0.15,0.01,0.01,0.4,0.02,0.15
John F. Kennedy High,13.7,West Contra Costa Unified,Richmond,94804,Contra Costa County,Yes,No,No,No,851,42.6,19.9,0.94,0.25,0,0.06,0.65,0.01,0.01
San Diego County Court,13.7,San Diego County Office of Education,San Diego,92123,San Diego County,Yes,No,No,No,316,36.2,8.7,0.99,0.18,0.01,0.04,0.64,0.01,0.01
New Vision High,13.7,Manteca Unified,Stockton,95206,San Joaquin County,Yes,No,No,No,84,8,10.5,0.76,0.13,0.01,0.1,0.63,0,0.01
Mojave River Academy - Rockview Park,13.7,Mojave River Academy - Rockview Park District,Hesperia,92345,San Bernardino County,(n/a),Yes,No,No,111,10.4,10.6,0.87,0.09,0,0,0.67,0,0.04
George S. Patton Continuation,13.6,Los Angeles Unified,Harbor City,90710,Los Angeles County,Yes,No,No,No,69,3,23,0.73,0.29,0,0.01,0.61,0.03,0
Royal Sunset (Continuation),13.6,San Lorenzo Unified,Hayward,94541,Alameda County,No,No,No,No,105,7.8,13.4,0.59,0.25,0.01,0.05,0.63,0,0.02
Pride Continuation,13.6,Linden Unified,Stockton,95215,San Joaquin County,No,No,No,No,45,2.3,19.3,0.73,0.04,0,0.04,0.73,0,0
Eric Birch High (Continuation),13.6,Fontana Unified,Fontana,92336,San Bernardino County,Yes,No,No,No,242,17.2,14,0.89,0.07,0.01,0.01,0.86,0,0
Hillview High (Continuation),13.6,Tustin Unified,Tustin,92780,Orange County,Yes,No,No,No,258,12,21.4,0.54,0.02,0,0.02,0.82,0,0.02
Century High,13.5,Alhambra Unified,Alhambra,91801,Los Angeles County,Yes,No,No,No,133,7.4,17.9,0.64,0.02,0,0.16,0.78,0.01,0.04
Owensmouth Continuation,13.5,Los Angeles Unified,Canoga Park,91303,Los Angeles County,Yes,No,No,No,106,6.5,16.3,0.93,0.01,0,0.02,0.93,0,0
Mt. Lukens Continuation,13.5,Los Angeles Unified,Tujunga,91042,Los Angeles County,Yes,No,No,No,47,2.5,18.8,0.81,0.04,0.02,0.02,0.75,0,0
Discovery High,13.5,Natomas Unified,Sacramento,95834,Sacramento County,No,No,No,No,114,10.4,10.9,0.74,0.28,0.02,0.1,0.4,0,0.11
School of Extended Educational Options,13.4,Pomona Unified,Pomona,91767,Los Angeles County,Yes,Yes,No,No,398,15.7,25.2,0.93,0.06,0,0,0.84,0,0.04
Community School/Independent Alternative Education,13.4,San Bernardino County Office of Education,San Bernardino,92415,San Bernardino County,Yes,No,No,No,539,33,16.3,0.93,0.19,0,0,0.69,0,0.02
Enterprise High,13.3,Kerman Unified,Kerman,93630,Fresno County,Yes,No,No,No,61,5.2,11.7,0.77,0,0,0.03,0.89,0,0
California Heritage Youthbuild Academy II,13.3,California Heritage Youthbuild Academy II District,Redding,96002,Shasta County,Yes,Yes,No,No,95,4.1,22.8,0.86,0.02,0.06,0,0.26,0.01,0.13
Buena Vista High,13.3,Paramount Unified,Lakewood,90712,Los Angeles County,Yes,No,No,No,197,16,12.2,0.95,0.12,0,0,0.84,0,0.02
Cuyama Valley High,13.3,Cuyama Joint Unified,New Cuyama,93254,Santa Barbara County,Yes,No,No,No,47,6.2,7.5,0.81,0,0,0,0.87,0,0.02
Petersen Alternative Center for Education,13.2,Stanislaus County Office of Education,Modesto,95358,Stanislaus County,Yes,No,No,No,169,8,21.1,0.93,0.08,0.01,0.01,0.65,0,0.05
La Sierra High (Alternative),13.2,Fullerton Joint Union High,Fullerton,92831,Orange County,Yes,No,No,No,457,25.6,17.8,0.71,0.05,0,0.1,0.72,0,0
Pinnacle Academy Charter - Independent Study,13.1,South Monterey County Joint Union High,King City,93930,Monterey County,No,Yes,No,No,77,2.5,30.8,0.7,0,0.01,0,0.95,0,0
Monarch,13.1,San Diego County Office of Education,San Diego,92113,San Diego County,Yes,No,No,No,241,15,16,0.99,0.08,0,0.01,0.82,0,0.03
San Joaquin County Community,13.1,San Joaquin County Office of Education,Stockton,95206,San Joaquin County,Yes,No,No,No,1164,55.3,21,0.82,0.15,0.01,0.05,0.59,0.01,0.07
Heartland High (Continuation),13.1,Selma Unified,Selma,93662,Fresno County,Yes,No,No,No,63,5.6,11.1,0.84,0.02,0,0,0.95,0,0
Napa County Community,13.1,Napa County Office of Education,Napa,94559,Napa County,Yes,No,No,No,98,6,16.3,0.75,0.01,0,0,0.8,0,0.03
Thompson Peak Charter,13.1,Thompson Peak Charter District,Susanville,96130,Lassen County,Yes,Yes,No,No,140,7.2,19.3,0.61,0,0.03,0,0.19,0,0.07
Stanislaus Military Academy at Teel,13.1,Stanislaus County Office of Education,Empire,95319,Stanislaus County,Yes,No,No,No,113,10,11.3,0.92,0.04,0,0,0.74,0,0.03
Salinas Community,13.1,Monterey County Office of Education,Salinas,93906,Monterey County,Yes,No,No,No,143,8,17.7,0.86,0,0,0.01,0.9,0,0.04
Desert Winds Continuation High,13.1,Antelope Valley Union High,Lancaster,93535,Los Angeles County,Yes,No,No,No,638,31.4,20.3,0.65,0.32,0.01,0.01,0.55,0,0.05
Del Valle Continuation High,13,Livermore Valley Joint Unified,Livermore,94550,Alameda County,No,No,No,No,111,11.5,9.6,0.67,0.02,0.01,0.01,0.54,0.01,0.03
Garfield High,13,San Diego Unified,San Diego,92101,San Diego County,Yes,No,No,No,268,23.8,11.2,0.94,0.04,0,0,0.9,0,0.03
Redwood Continuation High,13,Castro Valley Unified,Castro Valley,94546,Alameda County,No,No,No,No,125,7.6,16.4,0.4,0.11,0.02,0.06,0.41,0.02,0.12
Mountain View (Alternative),13,Kings Canyon Joint Unified,Reedley,93654,Fresno County,Yes,No,No,No,146,2,73,0.84,0,0.01,0.01,0.89,0,0.01
John J. Cairns Continuation,13,Lindsay Unified,Lindsay,93247,Tulare County,Yes,No,No,No,66,4.1,16,0.94,0,0,0,0.96,0,0.02
John Finney High (Continuation),13,Vallejo City Unified,Vallejo,94590,Solano County,No,No,No,No,126,11.1,11.3,0.64,0.42,0.01,0.06,0.41,0.02,0.01
Adelante High,12.9,Riverbank Unified,Riverbank,95367,Stanislaus County,Yes,No,No,No,62,3,20.6,0.79,0,0,0.02,0.82,0,0.02
Palomar High,12.9,Sweetwater Union High,Chula Vista,91911,San Diego County,Yes,No,No,No,265,23.7,11.1,0.82,0.02,0,0.01,0.94,0,0.01
Valley High,12.9,Delano Joint Union High,Delano,93215,Kern County,Yes,No,No,No,97,8.4,11.5,0.95,0.01,0,0.04,0.95,0,0
Maple High,12.9,Lompoc Unified,Lompoc,93436,Santa Barbara County,Yes,No,No,No,120,9.5,12.6,0.75,0.04,0.02,0.01,0.74,0,0.02
Foothill High,12.9,East Side Union High,San Jose,95127,Santa Clara County,Yes,No,No,No,274,18.7,14.6,0.74,0.03,0,0.06,0.87,0.01,0
La Vista High (Continuation),12.9,Fullerton Joint Union High,Fullerton,92831,Orange County,Yes,No,No,No,395,17.4,22.7,0.81,0.02,0,0.05,0.85,0,0
Tulare County Court,12.8,Tulare County Office of Education,Visalia,93277,Tulare County,Yes,No,No,No,89,7,12.7,0.97,0.06,0.01,0.01,0.75,0,0.02
Marie L. Hare High,12.8,Garden Grove Unified,Garden Grove,92841,Orange County,Yes,No,No,No,238,14,17,0.78,0,0,0.06,0.83,0.02,0.01
Live Oak High (Continuation),12.8,Antioch Unified,Antioch,94509,Contra Costa County,Yes,No,No,No,152,9,16.8,0.7,0.35,0,0.02,0.49,0.02,0.03
Eagle Tree Continuation,12.8,Los Angeles Unified,Carson,90745,Los Angeles County,Yes,No,No,No,69,4,17.2,0.78,0.15,0,0.04,0.73,0.09,0
North Bay Met Academy,12.8,Windsor Unified,Windsor,95492,Sonoma County,Yes,No,No,No,87,9.8,8.8,0.41,0,0.03,0,0.52,0,0.02
