Order Priority,Discount,Unit Price,Shipping Cost,Ship Mode,Customer Segment,Product Category,Product Sub-Category,Product Container,Region,State or Province,City,Postal Code,Order Date,Ship Date,Profit,Sales
High,0.03,896.99,19.99,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,West,Washington,Edmonds,98026,1/8/2015,1/10/2015,3602.1312,5220.48
High,0.01,125.99,8.99,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,West,Washington,Edmonds,98026,4/17/2015,4/18/2015,-582.648,113.44
Not Specified,0.08,15.99,13.18,Express Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,West,Washington,Edmonds,98026,5/25/2015,5/27/2015,-66.585,66.02
Medium,0.07,2.89,0.5,Regular Air,Small Business,Office Supplies,Labels,Small Box,South,Florida,Hialeah,33012,1/22/2015,1/24/2015,441.594,33.02
Medium,0,217.85,29.1,Delivery Truck,Small Business,Furniture,Tables,Jumbo Box,South,Florida,Hialeah,33012,1/22/2015,1/23/2015,394.17,2273.1
Low,0.05,4.84,0.71,Regular Air,Home Office,Office Supplies,Pens & Art Supplies,Wrap Bag,Central,Nebraska,La Vista,68128,4/6/2015,4/15/2015,13.4481,19.49
Critical,0.03,304.99,19.99,Regular Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,Central,Nebraska,La Vista,68128,6/22/2015,6/24/2015,4033.6089,5845.81
Critical,0.09,65.99,8.99,Regular Air,Home Office,Technology,Telephones and Communication,Small Box,Central,Nebraska,La Vista,68128,6/22/2015,6/24/2015,141.7824,633.85
Not Specified,0,8.33,1.99,Express Air,Consumer,Technology,Computer Peripherals,Small Pack,East,Ohio,North Olmsted,44070,3/2/2015,3/4/2015,74.1819,107.51
Not Specified,0,8.33,1.99,Express Air,Consumer,Technology,Computer Peripherals,Small Pack,West,Washington,Seattle,98107,3/2/2015,3/4/2015,82.31,421.08
Medium,0.05,6.68,6.93,Regular Air,Small Business,Office Supplies,Paper,Small Box,South,Florida,North Miami Beach,33160,3/28/2015,3/29/2015,-2.352,77.2
Low,0.09,243.98,43.32,Delivery Truck,Small Business,Furniture,Chairs & Chairmats,Jumbo Drum,South,Florida,North Miami Beach,33160,5/8/2015,5/13/2015,1059.288,5587.89
High,0.03,4.06,6.89,Regular Air,Consumer,Office Supplies,Appliances,Small Box,South,North Carolina,Charlotte,28206,2/20/2015,2/22/2015,-246.2761,159.89
High,0.01,3.75,0.5,Regular Air,Consumer,Office Supplies,Labels,Small Box,South,North Carolina,Charlotte,28206,2/20/2015,2/21/2015,55.1946,180.48
High,0.02,10.68,13.04,Regular Air,Consumer,Furniture,Office Furnishings,Large Box,South,North Carolina,Charlotte,28206,2/20/2015,2/22/2015,-307.2965,350.48
High,0.07,28.99,8.59,Regular Air,Consumer,Technology,Telephones and Communication,Medium Box,South,North Carolina,Charlotte,28206,3/19/2015,3/19/2015,-16.06374,936.8
Critical,0.05,6.48,8.73,Regular Air,Consumer,Office Supplies,Paper,Small Box,South,North Carolina,Charlotte,28206,5/9/2015,5/9/2015,-160.3847,232.5
High,0.09,363.25,19.99,Regular Air,Consumer,Office Supplies,Appliances,Small Box,South,North Carolina,Charlotte,28206,6/5/2015,6/6/2015,732.2698,7497.05
Low,0.05,63.94,14.48,Express Air,Consumer,Furniture,Office Furnishings,Small Box,South,North Carolina,Charlotte,28206,6/30/2015,7/7/2015,270.8743,1336.35
Low,0.02,43.98,1.99,Regular Air,Consumer,Technology,Computer Peripherals,Small Pack,South,North Carolina,Charlotte,28206,1/21/2015,1/25/2015,333.7605,1724.01
Critical,0.05,6.48,8.73,Regular Air,Consumer,Office Supplies,Paper,Small Box,East,Ohio,North Olmsted,44070,5/9/2015,5/9/2015,-120.59,59.79
High,0.07,28.99,8.59,Regular Air,Consumer,Technology,Telephones and Communication,Medium Box,East,Ohio,North Ridgeville,44039,3/19/2015,3/19/2015,-12.078,240.21
High,0.09,363.25,19.99,Regular Air,Consumer,Office Supplies,Appliances,Small Box,East,Ohio,North Ridgeville,44039,6/5/2015,6/6/2015,1231.6569,1785.01
Low,0.05,63.94,14.48,Express Air,Consumer,Furniture,Office Furnishings,Small Box,East,Ohio,North Royalton,44133,6/30/2015,7/7/2015,219.5442,318.18
High,0.03,4.06,6.89,Regular Air,Consumer,Office Supplies,Appliances,Small Box,East,Ohio,Parma,44134,2/20/2015,2/22/2015,-185.17,38.89
High,0.01,3.75,0.5,Regular Air,Consumer,Office Supplies,Labels,Small Box,East,Ohio,Parma,44134,2/20/2015,2/21/2015,31.1328,45.12
High,0.02,10.68,13.04,Regular Air,Consumer,Furniture,Office Furnishings,Large Box,East,Ohio,Parma,44134,2/20/2015,2/22/2015,-231.05,90.45
High,0.1,209.37,69,Regular Air,Consumer,Furniture,Tables,Large Box,Central,Michigan,Livonia,48154,2/23/2015,2/25/2015,-165.5949204,2125.12
High,0.07,4.98,4.7,Regular Air,Consumer,Office Supplies,Paper,Small Box,Central,Michigan,Madison Heights,48071,2/23/2015,2/24/2015,-21.684,45.05
Low,0.02,880.98,44.55,Delivery Truck,Home Office,Furniture,Bookcases,Jumbo Box,Central,Minnesota,Mankato,56001,1/22/2015,1/26/2015,4861.0638,7045.02
Critical,0,22.84,16.92,Regular Air,Home Office,Office Supplies,Paper,Small Box,Central,Minnesota,Mankato,56001,3/12/2015,3/14/2015,-83.75,370.62
High,0.05,80.97,30.06,Delivery Truck,Home Office,Technology,Office Machines,Jumbo Box,Central,Minnesota,Maple Grove,55369,2/13/2015,2/14/2015,565.18,904.25
High,0,6.48,10.05,Regular Air,Home Office,Office Supplies,Paper,Small Box,Central,Minnesota,Maple Grove,55369,2/13/2015,2/15/2015,-38.72,16.31
Not Specified,0.06,70.89,89.3,Delivery Truck,Small Business,Furniture,Tables,Jumbo Box,East,Ohio,Reynoldsburg,43068,6/25/2015,6/25/2015,65.07702,364.26
High,0.07,4.13,0.99,Regular Air,Home Office,Office Supplies,Labels,Small Box,East,Ohio,Garfield Heights,44125,1/8/2015,1/8/2015,10.9592,16.07
High,0.03,22.72,8.99,Regular Air,Home Office,Furniture,Office Furnishings,Small Pack,East,Ohio,Garfield Heights,44125,1/8/2015,1/8/2015,17.4294,25.26
Not Specified,0.05,34.98,7.53,Express Air,Home Office,Technology,Computer Peripherals,Small Box,East,Ohio,Garfield Heights,44125,2/28/2015,3/3/2015,-32.6664,581.08
Not Specified,0,3.14,1.92,Regular Air,Home Office,Office Supplies,"Scissors, Rulers and Trimmers",Wrap Bag,East,Ohio,Garfield Heights,44125,2/28/2015,3/2/2015,-13.1352,27.53
High,0.04,4.13,0.99,Express Air,Home Office,Office Supplies,Labels,Small Box,Central,North Dakota,Grand Forks,58201,4/28/2015,4/30/2015,22.3077,32.33
High,0.06,55.48,14.3,Regular Air,Home Office,Office Supplies,Paper,Small Box,Central,North Dakota,Grand Forks,58201,4/28/2015,4/30/2015,443.0214,642.06
Medium,0.05,535.64,14.7,Delivery Truck,Home Office,Technology,Office Machines,Jumbo Drum,Central,Illinois,Chicago,60603,6/7/2015,6/9/2015,-1220.9145,1068.6
Medium,0,6.37,5.19,Regular Air,Consumer,Office Supplies,Binders and Binder Accessories,Small Box,East,Maryland,Hagerstown,21740,2/28/2015,3/2/2015,-27.1492,99.75
Critical,0.02,110.98,13.99,Regular Air,Consumer,Furniture,Office Furnishings,Medium Box,East,Maryland,Laurel,20707,1/16/2015,1/18/2015,-106.3424,226.53
Critical,0.01,8.01,2.87,Regular Air,Consumer,Office Supplies,Paper,Wrap Bag,East,Maryland,Laurel,20707,1/16/2015,1/18/2015,44.9768,68.65
Critical,0.02,5.58,2.99,Regular Air,Consumer,Office Supplies,Binders and Binder Accessories,Small Box,South,South Carolina,Charleston,29418,5/26/2015,5/28/2015,689.328,236.83
Critical,0.02,54.1,19.99,Regular Air,Consumer,Office Supplies,Storage & Organization,Small Box,South,South Carolina,Charleston,29418,5/26/2015,5/27/2015,-33.586,1944.87
Not Specified,0.1,11.55,2.36,Regular Air,Small Business,Office Supplies,Pens & Art Supplies,Wrap Bag,West,California,El Dorado Hills,95630,2/28/2015,2/28/2015,69.7672,135.77
High,0.01,35.44,19.99,Regular Air,Small Business,Office Supplies,Paper,Small Box,East,Connecticut,Stratford,6614,4/22/2015,4/23/2015,-52.8228,55.43
Low,0.02,3.8,1.49,Regular Air,Small Business,Office Supplies,Binders and Binder Accessories,Small Box,East,Massachusetts,Boston,2215,5/11/2015,5/15/2015,7.31,20.46
High,0.03,47.9,5.86,Regular Air,Small Business,Office Supplies,Paper,Small Box,East,Massachusetts,Stoneham,2180,4/22/2015,4/25/2015,642.9903,931.87
Critical,0.05,2.62,0.8,Regular Air,Small Business,Office Supplies,Rubber Bands,Wrap Bag,East,New Jersey,Morristown,7960,5/26/2015,5/27/2015,12.71,21.41
Low,0.04,4.55,1.49,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,Central,Michigan,Midland,48640,3/5/2015,3/7/2015,28.288,59.75
Not Specified,0.01,7.64,1.39,Regular Air,Consumer,Office Supplies,Envelopes,Small Box,East,New York,Depew,14043,2/4/2015,2/7/2015,112.1181,162.49
Medium,0.07,42.98,4.62,Express Air,Corporate,Office Supplies,Appliances,Small Box,Central,Kansas,Hays,67601,2/15/2015,2/17/2015,565.386,819.4
Medium,0.03,89.99,42,Delivery Truck,Corporate,Furniture,Chairs & Chairmats,Jumbo Drum,Central,Kansas,Hays,67601,2/15/2015,2/18/2015,-230.9528,1809.75
Medium,0.08,5.74,5.01,Express Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,East,Ohio,Grove City,43123,4/15/2015,4/17/2015,-61.62804,70.03
Low,0.09,12.22,2.85,Regular Air,Consumer,Furniture,Office Furnishings,Small Pack,Central,Minnesota,Maplewood,55119,6/18/2015,6/25/2015,70.6767,102.43
Medium,0.1,37.94,5.08,Express Air,Corporate,Office Supplies,Paper,Wrap Bag,Central,Wisconsin,Milwaukee,53209,4/2/2015,4/4/2015,95.0544,137.76
Low,0.06,20.99,0.99,Regular Air,Corporate,Technology,Telephones and Communication,Wrap Bag,Central,Wisconsin,Neenah,54956,3/23/2015,3/28/2015,224.9607,326.03
Not Specified,0.1,36.55,13.89,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,South,Arkansas,Van Buren,72956,4/5/2015,4/7/2015,-89.572,379.72
High,0.07,4.76,0.88,Express Air,Consumer,Office Supplies,Paper,Wrap Bag,West,Colorado,Louisville,80027,5/7/2015,5/9/2015,33.3477,48.33
Critical,0.01,7.98,6.5,Regular Air,Consumer,Office Supplies,Storage & Organization,Medium Box,East,Maryland,Middle River,21220,6/22/2015,6/23/2015,-34.592,34.91
High,0.06,42.98,4.62,Regular Air,Consumer,Office Supplies,Appliances,Small Box,East,Ohio,Mount Vernon,43050,4/21/2015,4/23/2015,-24.63,47.04
Not Specified,0.08,9.68,2.03,Regular Air,Small Business,Office Supplies,Paper,Wrap Bag,South,Florida,Hollywood,33021,2/22/2015,2/24/2015,-536.242,10.94
Not Specified,0.04,150.98,16.01,Delivery Truck,Small Business,Furniture,Tables,Jumbo Box,South,Florida,Hollywood,33021,2/22/2015,2/23/2015,-125.86,731.38
High,0.06,363.25,19.99,Regular Air,Small Business,Office Supplies,Appliances,Small Box,South,Florida,Hollywood,33021,3/28/2015,3/30/2015,36.1641,344.87
High,0.01,30.97,4,Regular Air,Home Office,Technology,Computer Peripherals,Small Box,Central,Wisconsin,New Berlin,53151,4/13/2015,4/15/2015,17.1028,523.06
High,0.08,125.99,7.69,Regular Air,Home Office,Technology,Telephones and Communication,Small Box,Central,Wisconsin,New Berlin,53151,4/13/2015,4/15/2015,1269.38196,2424.68
Critical,0.1,442.14,14.7,Delivery Truck,Home Office,Technology,Office Machines,Jumbo Drum,Central,Wisconsin,New Berlin,53151,5/20/2015,5/21/2015,137.68794,2411.43
Medium,0.01,35.99,0.99,Regular Air,Small Business,Technology,Telephones and Communication,Small Pack,Central,Wisconsin,Oak Creek,53154,5/22/2015,5/23/2015,882.4824,1278.96
Critical,0.09,2.94,0.7,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,Central,North Dakota,Dickinson,58601,1/27/2015,1/28/2015,6.384,25.22
Critical,0.02,5.34,2.99,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,Central,North Dakota,Dickinson,58601,2/26/2015,2/28/2015,5.2955,34.73
Critical,0.03,40.98,7.47,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,Central,North Dakota,Dickinson,58601,2/26/2015,2/27/2015,170.7957,247.53
Not Specified,0.01,5.84,0.83,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,Central,North Dakota,Dickinson,58601,6/14/2015,6/16/2015,16.092,23.89
Critical,0.03,43.98,8.99,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Small Pack,East,Ohio,Sandusky,44870,1/27/2015,1/29/2015,274.0788,454.4
Critical,0.06,1.14,0.7,Regular Air,Corporate,Office Supplies,Rubber Bands,Wrap Bag,East,Ohio,Sandusky,44870,1/27/2015,1/30/2015,-3.782,14.53
Medium,0.07,2.61,0.5,Regular Air,Corporate,Office Supplies,Labels,Small Box,East,Ohio,Sandusky,44870,2/25/2015,2/27/2015,10.7985,15.65
Low,0.04,2.88,1.01,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,East,Ohio,Sandusky,44870,5/30/2015,6/4/2015,15.246,111.92
Critical,0.09,100.98,35.84,Delivery Truck,Home Office,Furniture,Bookcases,Jumbo Box,Central,Iowa,West Des Moines,50265,6/28/2015,6/28/2015,-103.624,1700.38
Critical,0.1,5.78,7.96,Regular Air,Home Office,Office Supplies,Paper,Small Box,Central,Iowa,West Des Moines,50265,6/28/2015,6/28/2015,-57.824,35.96
Low,0.05,70.97,3.5,Regular Air,Home Office,Office Supplies,Appliances,Small Box,Central,Wisconsin,Racine,53402,5/8/2015,5/13/2015,18.218,141.59
Low,0,5.28,6.26,Regular Air,Home Office,Office Supplies,Paper,Small Box,Central,Wisconsin,Sheboygan,53081,5/8/2015,5/15/2015,25.058,203.05
Not Specified,0.03,10.98,3.37,Regular Air,Consumer,Office Supplies,"Scissors, Rulers and Trimmers",Small Pack,Central,Michigan,Oak Park,48237,4/10/2015,4/11/2015,11.82,56.19
Low,0.01,10.14,2.27,Regular Air,Consumer,Office Supplies,Paper,Wrap Bag,Central,Michigan,Pontiac,48342,1/26/2015,1/28/2015,28.152,40.8
Not Specified,0.03,5.4,7.78,Regular Air,Consumer,Office Supplies,Binders and Binder Accessories,Small Box,Central,Michigan,Port Huron,48060,3/17/2015,3/19/2015,-237.544,117.87
Medium,0.03,85.99,0.99,Regular Air,Home Office,Technology,Telephones and Communication,Wrap Bag,West,Idaho,Coeur D Alene,83814,3/5/2015,3/6/2015,1037.1045,1503.05
Low,0.08,6.48,6.81,Regular Air,Corporate,Office Supplies,Paper,Small Box,West,California,Los Angeles,90049,2/10/2015,2/15/2015,-94.59,382.33
Low,0.09,20.98,53.03,Delivery Truck,Corporate,Office Supplies,Storage & Organization,Jumbo Drum,West,California,Los Angeles,90049,2/10/2015,2/17/2015,-293.74,356.61
Critical,0.05,122.99,19.99,Express Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,West,Idaho,Coeur D Alene,83814,6/8/2015,6/11/2015,1039.7541,1506.89
Low,0.08,6.48,6.81,Regular Air,Corporate,Office Supplies,Paper,Small Box,West,Idaho,Idaho Falls,83402,2/10/2015,2/15/2015,-49.1868,92.29
Low,0.09,20.98,53.03,Delivery Truck,Corporate,Office Supplies,Storage & Organization,Jumbo Drum,West,Idaho,Idaho Falls,83402,2/10/2015,2/17/2015,-152.7448,82.29
Critical,0.05,9.99,4.78,Regular Air,Home Office,Office Supplies,Paper,Small Box,Central,Minnesota,Minnetonka Mills,55343,3/6/2015,3/7/2015,41.3,203.37
High,0.01,12.28,6.47,Regular Air,Home Office,Office Supplies,Paper,Small Box,Central,Minnesota,Minnetonka Mills,55343,6/11/2015,6/12/2015,47.61,160.66
Critical,0.03,5.98,5.35,Regular Air,Corporate,Office Supplies,Paper,Small Box,East,Massachusetts,Boston,2113,5/28/2015,5/29/2015,-23.5,107.08
Critical,0.03,300.65,24.49,Regular Air,Corporate,Office Supplies,Appliances,Large Box,East,Massachusetts,Boston,2113,4/28/2015,4/30/2015,1282.496,9705.46
Critical,0.06,49.99,19.99,Regular Air,Corporate,Technology,Computer Peripherals,Small Box,East,Massachusetts,Boston,2113,4/28/2015,4/30/2015,17.2,3247.54
Critical,0.1,104.85,4.65,Regular Air,Corporate,Office Supplies,Paper,Small Box,East,Massachusetts,Boston,2113,4/28/2015,4/29/2015,1184.12,5582.63
Critical,0.03,300.65,24.49,Regular Air,Corporate,Office Supplies,Appliances,Large Box,East,New York,Rochester,14609,4/28/2015,4/30/2015,1474.8704,2426.36
Critical,0.06,49.99,19.99,Regular Air,Corporate,Technology,Computer Peripherals,Small Box,East,New York,Rochester,14609,4/28/2015,4/30/2015,19.78,824
Critical,0.1,104.85,4.65,Regular Air,Corporate,Office Supplies,Paper,Small Box,East,New York,Rochester,14609,4/28/2015,4/29/2015,929.7957,1347.53
Critical,0.01,5.58,5.3,Regular Air,Corporate,Office Supplies,Envelopes,Small Box,West,California,Encinitas,92024,1/9/2015,1/10/2015,-7.25,11.16
Critical,0.03,3.98,0.7,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,West,California,Encinitas,92024,1/9/2015,1/10/2015,31.2018,45.22
Low,0.01,4.98,4.75,Regular Air,Home Office,Office Supplies,Paper,Small Box,Central,Illinois,Lombard,60148,1/15/2015,1/20/2015,-75.9004,52.93
Low,0.04,6.35,1.02,Regular Air,Home Office,Office Supplies,Paper,Wrap Bag,Central,Illinois,Lombard,60148,1/15/2015,1/20/2015,52.1709,75.61
Not Specified,0.02,12.99,14.37,Regular Air,Home Office,Furniture,Office Furnishings,Large Box,Central,North Dakota,Mandan,58554,1/16/2015,1/18/2015,-159.86,67.64
Not Specified,0.05,35.44,7.5,Regular Air,Home Office,Office Supplies,Paper,Small Box,Central,North Dakota,Mandan,58554,1/16/2015,1/18/2015,165.8898,240.42
Not Specified,0.02,12.98,3.14,Regular Air,Home Office,Office Supplies,"Scissors, Rulers and Trimmers",Small Pack,Central,North Dakota,Mandan,58554,1/16/2015,1/19/2015,75.01,184.4
Critical,0.08,178.47,19.99,Regular Air,Home Office,Office Supplies,Storage & Organization,Small Box,Central,North Dakota,Mandan,58554,3/13/2015,3/16/2015,2267.22,3802.01
Not Specified,0.08,73.98,4,Regular Air,Corporate,Technology,Computer Peripherals,Small Box,Central,Kansas,Garden City,67846,5/15/2015,5/18/2015,97.16,1181.67
Not Specified,0.02,3.68,1.32,Regular Air,Corporate,Office Supplies,"Scissors, Rulers and Trimmers",Wrap Bag,Central,Kansas,Garden City,67846,5/15/2015,5/17/2015,-20.65,29.93
Medium,0.07,14.48,6.46,Regular Air,Small Business,Office Supplies,Binders and Binder Accessories,Small Box,Central,Kansas,Hutchinson,67501,2/4/2015,2/5/2015,67.864,171.33
High,0,6.48,5.19,Regular Air,Small Business,Office Supplies,Paper,Small Box,Central,Kansas,Leavenworth,66048,6/6/2015,6/7/2015,-14.075,84.04
High,0.05,120.98,30,Delivery Truck,Small Business,Furniture,Chairs & Chairmats,Jumbo Drum,Central,Kansas,Leawood,66209,2/12/2015,2/14/2015,-78.7592,251.06
High,0.06,276.2,24.49,Express Air,Corporate,Furniture,Chairs & Chairmats,Large Box,West,California,Berkeley,94704,3/5/2015,3/7/2015,1167.38,2610.56
Medium,0.06,125.99,2.5,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,South,Kentucky,Murray,42071,2/3/2015,2/5/2015,402.066,1173.76
Medium,0.07,8.33,1.99,Regular Air,Consumer,Technology,Computer Peripherals,Small Pack,West,Washington,Kirkland,98034,2/26/2015,2/28/2015,11.95,50.28
Medium,0.03,499.99,24.49,Regular Air,Consumer,Technology,Copiers and Fax,Large Box,West,Washington,Kirkland,98034,2/26/2015,2/27/2015,1773.6105,2570.45
Not Specified,0.03,20.99,0.99,Regular Air,Consumer,Technology,Telephones and Communication,Wrap Bag,West,Washington,Kirkland,98034,5/24/2015,5/26/2015,4.1822,158.87
Low,0.03,6.45,1.34,Regular Air,Consumer,Office Supplies,Paper,Wrap Bag,West,Washington,Lacey,98503,1/14/2015,1/19/2015,39.1299,56.71
Not Specified,0.06,355.98,58.92,Delivery Truck,Consumer,Furniture,Chairs & Chairmats,Jumbo Drum,East,Ohio,Austintown,44515,3/2/2015,3/3/2015,1660.92,5086.08
High,0.03,120.98,30,Delivery Truck,Consumer,Furniture,Chairs & Chairmats,Jumbo Drum,Central,Minnesota,Oakdale,55128,6/1/2015,6/3/2015,638.028,1894.45
High,0.01,15.68,3.73,Regular Air,Consumer,Furniture,Office Furnishings,Small Pack,Central,Minnesota,Oakdale,55128,6/1/2015,6/3/2015,138.4968,200.72
Critical,0.09,1.82,0.83,Regular Air,Consumer,Office Supplies,Pens & Art Supplies,Wrap Bag,Central,Minnesota,Oakdale,55128,2/14/2015,2/15/2015,-6.734,36.82
Low,0.06,19.23,6.15,Regular Air,Corporate,Furniture,Office Furnishings,Small Pack,West,California,Los Angeles,90061,2/28/2015,2/28/2015,-25.38,84.6
Medium,0,137.48,32.18,Delivery Truck,Small Business,Furniture,Bookcases,Jumbo Box,East,Ohio,Stow,44224,1/7/2015,1/8/2015,-203.27,296.75
Medium,0.07,300.97,7.18,Regular Air,Small Business,Technology,Computer Peripherals,Small Box,East,Ohio,Strongsville,44136,5/7/2015,5/9/2015,-807.59,582.2
Not Specified,0.04,35.44,5.09,Regular Air,Small Business,Office Supplies,Paper,Small Box,East,Ohio,Toledo,43615,6/11/2015,6/11/2015,118.6317,171.93
Not Specified,0.08,3.98,0.7,Regular Air,Small Business,Office Supplies,Pens & Art Supplies,Wrap Bag,East,Ohio,Toledo,43615,6/11/2015,6/14/2015,23.304,35.19
Medium,0.07,300.97,7.18,Regular Air,Small Business,Technology,Computer Peripherals,Small Box,East,Pennsylvania,Philadelphia,19112,5/7/2015,5/9/2015,-807.59,2037.69
