Monthly Hours,Department,Salary,Number_of_Projects,Tenure,Filed Complaint,Recently_Promoted,Last_Evaluation,Employee_Satisfaction,Status
239,It,Low,4,6,0,0,0.87,0.71,Left
246,Sales,Low,5,5,0,0,0.97,0.95,Left
247,Product,Medium,5,4,0,0,0.5,0.83,Employed
157,Support,Low,2,3,0,0,0.58,0.35,Left
131,Temp,Low,2,,0,0,,,Employed
145,It,High,2,3,0,0,,0.52,Left
205,Engineering,High,6,5,0,0,0.96,0.51,Employed
224,Support,Low,3,2,1,0,0.65,0.99,Employed
129,Engineering,Medium,2,3,0,0,0.51,0.41,Left
157,It,Low,2,3,0,0,0.49,0.44,Left
222,Product,Medium,6,5,0,0,0.65,0.18,Employed
188,It,Low,5,2,0,0,0.5,0.59,Employed
252,Admin,Low,5,3,1,0,,0.83,Employed
278,It,Low,7,4,0,0,0.88,0.16,Left
181,Engineering,Low,3,2,0,0,0.7,0.98,Employed
108,Engineering,Low,4,4,0,0,0.43,0.3,Employed
226,Marketing,Medium,5,2,1,0,0.94,0.7,Employed
151,Engineering,Low,2,3,0,0,0.44,0.39,Left
269,Marketing,Medium,5,6,1,0,0.35,0.76,Employed
165,Sales,Medium,4,3,0,0,0.61,0.81,Employed
269,Sales,Medium,5,3,0,0,0.44,0.61,Employed
127,Support,Medium,2,3,0,0,0.55,0.4,Left
238,Marketing,Medium,3,3,0,0,0.76,0.74,Employed
143,Support,Low,2,3,0,0,0.51,0.33,Left
161,Sales,Low,3,2,1,0,0.98,0.88,Employed
132,Engineering,Medium,5,3,0,0,0.73,0.76,Employed
257,It,Low,3,3,1,0,0.55,0.75,Employed
169,It,Medium,3,10,0,0,0.64,0.51,Employed
160,Engineering,Medium,5,3,0,0,0.58,0.62,Employed
154,Sales,Medium,2,3,0,0,0.48,0.44,Left
300,Support,Low,6,5,1,0,0.85,0.07,Left
163,Support,Medium,4,2,0,0,0.89,0.86,Employed
215,Engineering,Medium,3,7,1,0,0.57,0.73,Employed
231,Sales,Medium,5,6,0,0,0.88,0.92,Left
280,It,Medium,5,6,1,0,0.56,0.53,Employed
227,Finance,Low,4,5,0,0,0.88,0.88,Left
179,Support,High,5,2,0,0,0.92,0.91,Employed
113,Engineering,Low,4,3,0,0,0.62,0.88,Employed
177,,Medium,3,4,0,0,0.88,0.72,Left
233,Sales,Low,4,3,0,0,0.96,1,Employed
198,Engineering,Medium,4,2,1,0,0.61,0.53,Employed
295,Product,Low,7,4,0,0,0.86,0.05,Left
123,Sales,Low,5,5,1,0,0.45,0.26,Employed
233,It,Low,4,3,0,0,0.97,0.74,Employed
257,It,Low,4,3,0,0,1,0.97,Employed
138,Engineering,Low,4,5,0,0,0.86,0.45,Employed
214,Support,Medium,3,2,0,0,0.84,0.09,Left
238,Management,Medium,2,3,0,0,0.79,0.77,Employed
296,,Low,4,3,0,0,,0.81,Left
214,Support,Medium,3,2,0,0,0.86,0.11,Left
212,Support,Low,5,2,0,0,0.88,0.52,Employed
179,Finance,Low,4,3,0,0,0.76,0.66,Employed
174,,Low,3,3,0,0,,0.52,Employed
201,It,Medium,3,2,0,0,0.58,0.69,Employed
148,,Low,2,3,0,0,0.43,0.4,Left
127,,Medium,2,3,0,0,0.47,0.36,Left
159,Engineering,Medium,3,3,1,0,0.68,0.55,Employed
148,Management,Medium,2,3,1,0,0.48,0.39,Left
150,Sales,High,4,3,0,1,,0.83,Employed
223,Marketing,Low,3,10,0,0,0.97,0.6,Employed
243,Sales,Medium,6,3,0,0,0.72,0.91,Employed
175,Sales,Low,3,3,0,0,,0.57,Employed
271,Sales,Low,3,4,0,0,0.67,0.45,Left
186,Support,Medium,3,3,1,0,0.63,0.83,Employed
201,Management,High,3,10,0,0,0.78,0.77,Employed
173,Engineering,Low,3,3,0,0,,0.6,Employed
202,Support,Medium,4,4,0,0,0.73,0.81,Employed
234,It,Low,5,2,0,0,0.63,0.82,Employed
109,Engineering,Low,3,5,1,0,0.69,0.69,Employed
308,It,Low,6,4,1,0,0.9,0.12,Left
193,Sales,Low,5,3,0,0,,0.72,Employed
212,Support,Medium,2,3,0,0,0.58,0.85,Employed
310,,Low,7,4,0,0,0.78,0.08,Left
201,,Low,3,2,0,0,0.88,0.57,Employed
192,Engineering,Low,3,2,0,0,,0.75,Employed
215,Support,Low,4,4,1,0,0.39,0.21,Employed
210,Sales,Medium,3,3,0,0,0.9,0.57,Employed
308,Sales,Medium,6,5,0,0,0.84,0.11,Left
278,Sales,Medium,2,2,0,0,0.74,0.91,Employed
130,Sales,Medium,2,3,0,0,0.53,0.48,Left
180,Support,Medium,5,5,0,0,0.65,0.81,Left
142,,Medium,2,3,0,0,0.56,0.49,Left
262,Information_Technology,Medium,4,3,0,0,0.61,0.78,Employed
139,,Low,3,2,0,0,0.86,0.72,Employed
249,Sales,Low,4,5,0,0,0.76,0.25,Employed
237,Sales,Medium,5,3,0,0,0.91,0.51,Employed
284,Sales,Low,3,10,0,0,0.79,0.49,Employed
292,Sales,Medium,6,4,0,0,0.95,0.11,Left
167,Engineering,Low,5,3,1,0,0.95,0.38,Employed
173,Marketing,Low,3,3,0,0,0.84,0.93,Employed
180,Sales,Low,4,2,0,0,0.57,0.84,Employed
235,,Low,5,5,0,0,0.98,0.72,Left
144,,Low,5,2,0,0,0.66,0.89,Employed
255,It,Medium,4,3,0,0,0.94,0.66,Employed
230,Support,Low,5,5,0,0,0.93,0.86,Left
225,Support,Low,3,4,0,0,0.59,0.77,Employed
171,Sales,Low,4,3,0,0,0.62,0.66,Employed
272,Product,High,4,3,0,0,0.74,0.98,Employed
183,Support,Low,3,5,0,0,0.87,0.69,Left
273,Sales,Medium,4,3,0,0,0.69,0.73,Employed
271,Engineering,Medium,5,3,0,0,0.56,0.65,Employed
199,,Medium,6,4,0,0,0.98,0.2,Employed
181,It,Medium,4,3,0,0,0.9,0.56,Employed
256,Procurement,Medium,5,3,0,0,0.54,0.51,Employed
148,Product,Medium,3,2,0,0,0.95,0.71,Employed
274,It,Low,4,5,0,0,0.92,0.9,Left
88,Temp,Medium,1,,0,0,,,Employed
225,Sales,Medium,4,3,0,0,0.48,0.97,Employed
199,Sales,Medium,3,3,0,0,1,0.46,Employed
253,Finance,Low,3,4,0,0,0.76,0.91,Employed
217,Sales,Medium,5,2,0,0,,0.78,Employed
233,Finance,Medium,4,3,0,0,0.7,0.88,Employed
135,Sales,Low,4,2,1,0,0.68,0.99,Employed
210,Product,Medium,4,2,0,0,0.81,0.54,Employed
282,Engineering,Low,7,5,0,0,0.68,0.15,Left
157,Information_Technology,Low,3,3,0,0,0.77,0.5,Employed
166,Support,Medium,2,3,0,0,0.5,0.35,Employed
194,Sales,Low,3,4,1,0,0.78,0.63,Employed
163,Sales,Medium,3,3,1,0,0.71,0.73,Employed
179,Sales,Low,3,2,0,0,0.63,0.86,Employed
298,Sales,Low,6,4,0,0,0.85,0.13,Left
136,Engineering,Medium,2,3,0,0,0.46,0.4,Left
148,Engineering,Medium,2,3,0,0,0.58,0.36,Left
157,Sales,Medium,2,2,1,0,0.72,0.55,Employed
187,It,Low,4,2,0,0,0.66,0.94,Employed
146,Information_Technology,Low,2,3,0,0,,0.43,Left
176,Product,High,4,6,1,0,0.8,0.27,Employed
271,Sales,Low,4,3,0,0,0.68,0.73,Employed
245,Sales,Low,5,5,0,0,0.83,0.75,Left
127,Management,Medium,2,3,0,0,0.54,0.42,Left
244,Finance,Low,6,4,0,0,0.83,0.11,Left
255,Sales,Low,4,5,0,0,0.67,0.7,Employed
151,It,Low,2,3,0,0,0.58,0.4,Left
169,Sales,Low,4,2,0,0,0.79,0.51,Employed
224,Support,Medium,3,4,0,0,0.48,1,Employed
159,Sales,Low,2,3,0,0,0.5,0.44,Left
170,Product,Medium,5,3,1,0,,0.85,Employed
239,Sales,Low,4,5,0,0,0.89,0.87,Left
196,Sales,Medium,5,4,0,0,0.98,0.47,Employed
123,Sales,Medium,3,2,0,0,0.35,0.44,Employed
130,Support,Medium,2,3,0,0,0.51,0.45,Left
158,Engineering,Medium,5,3,0,0,0.54,0.66,Employed
200,Engineering,High,3,3,0,0,0.92,0.62,Employed
153,Finance,Low,2,3,0,0,0.45,0.41,Left
153,Marketing,Medium,4,2,0,0,0.72,0.81,Employed
242,Sales,High,3,10,0,0,0.89,0.67,Employed
257,Sales,Low,6,4,0,0,0.92,0.12,Left
155,Sales,Low,2,5,0,0,1,0.65,Left
271,Sales,Low,6,4,0,0,0.92,0.09,Left
261,Engineering,Low,7,5,0,0,0.85,0.13,Left
190,Sales,Medium,5,2,0,0,0.68,0.74,Employed
196,Sales,Low,4,2,0,0,0.51,0.9,Employed
133,Support,Medium,4,6,0,0,0.89,0.28,Employed
151,,Medium,2,3,0,0,0.55,0.38,Left
266,Marketing,Medium,4,3,0,0,0.79,0.53,Employed
251,Procurement,Medium,3,2,0,0,0.59,0.66,Employed
252,Management,Medium,4,3,0,0,0.86,0.74,Employed
253,Marketing,Low,4,5,0,0,1,0.74,Left
266,Support,Medium,6,4,0,0,0.89,0.11,Left
196,Sales,Low,2,3,0,0,0.52,0.72,Employed
305,Finance,Medium,6,4,0,0,0.83,0.08,Left
152,Sales,High,2,3,0,0,0.49,0.41,Left
215,Sales,Medium,5,2,1,0,0.62,0.81,Employed
160,Support,Low,2,3,0,0,,0.39,Left
239,Sales,Low,3,6,0,0,0.76,0.14,Employed
226,Sales,Medium,5,3,0,0,0.81,0.16,Employed
220,Support,Low,3,3,0,0,0.9,0.95,Employed
135,It,High,4,2,0,0,0.67,0.44,Employed
226,Engineering,Low,2,3,0,0,0.5,0.42,Employed
226,It,Medium,5,3,0,0,0.65,0.5,Employed
152,Engineering,Low,2,3,0,0,0.56,0.4,Left
195,Engineering,Low,5,3,0,0,,0.86,Employed
212,Sales,Medium,3,3,0,0,0.77,0.98,Employed
171,,Medium,4,2,0,0,0.97,0.73,Employed
165,Engineering,Medium,4,4,1,0,0.71,0.57,Employed
163,Support,Medium,3,3,0,0,0.49,0.83,Employed
238,,Low,4,3,0,0,,0.62,Left
264,Sales,Medium,3,2,0,0,0.6,0.97,Employed
274,,Low,5,5,0,0,1,0.83,Left
161,It,Low,4,3,0,0,0.61,0.91,Employed
234,It,Medium,4,2,1,0,,0.62,Employed
157,Admin,Medium,3,2,0,0,0.62,0.75,Employed
98,Sales,Low,6,3,0,0,,0.86,Employed
129,Support,Low,2,3,0,0,0.52,0.41,Left
153,Engineering,Low,3,3,0,0,0.67,0.53,Employed
231,Support,Medium,3,2,0,0,,0.77,Employed
145,Engineering,Medium,2,5,0,0,0.51,0.55,Employed
166,Engineering,Low,2,3,0,0,0.74,0.74,Employed
264,Support,Low,4,6,0,0,0.85,0.93,Left
161,Sales,Medium,3,2,1,0,,0.72,Employed
183,Procurement,Low,4,3,0,0,0.57,0.54,Employed
68,Temp,Low,1,,1,0,,,Left
170,Engineering,Low,6,3,0,0,0.75,0.11,Employed
232,Product,Low,3,3,1,0,0.48,0.78,Employed
164,Finance,Medium,3,2,0,0,0.8,0.97,Employed
250,Marketing,Medium,6,2,0,0,0.88,0.79,Employed
180,Support,Medium,3,2,0,0,0.89,0.85,Employed
247,Admin,Medium,4,3,0,0,0.44,0.44,Employed
203,Support,Medium,3,3,0,0,0.81,0.8,Employed
117,Sales,Medium,6,7,0,0,0.95,0.14,Employed
137,Support,Medium,4,2,0,0,0.6,0.91,Employed
177,Finance,Low,4,3,0,0,0.73,0.7,Employed
174,Finance,High,5,3,0,0,0.74,0.53,Employed
263,Support,Medium,4,3,0,0,0.8,0.89,Employed
143,Support,Low,2,3,0,0,0.55,0.43,Left
252,Sales,Medium,4,3,1,0,0.68,0.6,Employed
265,Product,Medium,3,3,0,0,0.66,0.73,Employed
146,Sales,Medium,4,3,1,0,0.48,0.4,Employed
256,,Low,4,5,0,0,0.43,0.22,Employed
233,Engineering,High,5,3,0,0,0.75,0.72,Employed
238,,Low,4,5,1,0,0.74,0.62,Employed
244,Sales,Medium,5,4,0,0,0.51,0.69,Employed
135,Sales,Medium,2,3,0,0,,0.4,Left
270,Sales,Medium,3,3,0,0,,0.96,Employed
135,Sales,Low,2,3,0,0,0.54,0.48,Left
189,Support,Medium,4,2,0,0,,0.67,Employed
225,Finance,Medium,5,3,0,0,0.65,0.72,Employed
191,Engineering,Low,3,3,0,0,0.67,0.64,Employed
237,Marketing,Medium,4,3,1,0,0.97,0.72,Employed
227,Sales,Medium,5,3,1,0,0.73,0.68,Employed
248,Sales,Low,3,4,0,0,0.51,0.78,Employed
218,Sales,Medium,6,6,0,0,0.7,0.4,Employed
271,Product,Low,5,4,0,0,0.82,0.69,Employed
262,It,Low,4,2,0,0,0.73,0.88,Employed
179,Marketing,Low,4,3,0,0,0.45,0.63,Employed
253,Support,Low,6,4,0,0,0.85,0.07,Left
237,Sales,Medium,5,5,0,0,0.91,0.89,Left
254,Engineering,Low,6,4,0,0,0.91,0.09,Left
272,Finance,Low,7,4,0,0,0.85,0.13,Left
256,Marketing,Medium,7,4,0,0,0.94,0.11,Left
134,Support,Low,3,3,1,0,0.74,0.68,Employed
221,Product,Low,5,5,0,0,1,0.77,Left
125,Management,Medium,3,3,0,0,0.69,0.32,Employed
220,Sales,Low,5,4,0,0,0.43,0.57,Left
236,It,Medium,2,3,0,0,,0.84,Employed
158,Sales,Low,2,3,0,0,,0.43,Left
141,Support,Medium,4,3,0,0,0.5,0.78,Employed
242,Support,Low,4,4,0,0,0.62,0.89,Employed
205,Sales,Medium,4,2,0,1,1,0.88,Employed
246,Support,Medium,4,2,0,0,0.65,0.93,Employed
144,Engineering,Medium,4,4,0,0,0.8,0.95,Employed
178,It,Medium,4,8,0,0,0.69,0.55,Employed
229,Sales,Medium,4,3,0,0,0.72,0.69,Employed
135,,Low,4,2,0,0,0.8,0.67,Employed
249,It,Low,4,5,0,0,0.96,0.76,Left
219,Engineering,Low,2,2,0,0,,0.39,Employed
152,Sales,Low,4,7,0,0,0.83,0.85,Employed
174,Support,Low,3,6,0,0,0.97,0.28,Employed
272,Product,Low,3,2,0,0,0.74,0.63,Employed
146,Engineering,Medium,3,6,1,0,0.6,0.12,Employed
194,Engineering,Low,6,3,0,0,0.67,0.2,Employed
173,Sales,Low,6,4,0,0,0.58,0.15,Employed
239,,High,4,2,0,1,,0.59,Employed
264,Procurement,Low,3,3,0,0,0.79,0.97,Employed
218,Engineering,Medium,5,5,0,0,1,0.88,Left
156,Engineering,Medium,2,3,0,0,0.72,0.65,Employed
180,Engineering,Low,3,2,1,0,0.63,0.52,Employed
194,Procurement,Low,4,3,1,0,0.81,0.87,Employed
139,Support,Medium,5,4,0,0,0.35,0.35,Employed
280,Information_Technology,High,5,3,1,0,0.83,0.1,Employed
249,Product,Medium,4,10,0,0,0.8,0.59,Employed
193,Support,Medium,4,3,0,0,0.56,0.74,Employed
262,Support,Medium,5,3,0,0,0.57,0.57,Employed
246,,Low,4,6,0,0,0.9,0.79,Left
247,,Medium,3,4,0,0,0.37,0.19,Employed
159,It,Medium,2,3,0,0,0.51,0.4,Left
148,Sales,Low,4,2,0,0,0.91,0.71,Employed
249,Marketing,Low,4,6,0,0,0.84,0.86,Left
168,Sales,Low,3,3,0,0,0.64,0.49,Employed
140,Marketing,Medium,4,8,0,0,0.83,0.87,Employed
252,Support,Medium,4,2,0,0,0.61,0.99,Employed
104,Engineering,Low,6,6,0,0,0.45,1,Employed
236,Product,Medium,3,4,0,0,0.72,0.75,Employed
226,,Medium,4,3,0,0,0.92,0.75,Employed
153,Marketing,High,3,4,0,0,0.94,0.98,Employed
283,It,Low,6,5,0,0,0.91,0.15,Left
181,Support,Low,4,3,0,0,0.55,0.51,Employed
202,Support,Low,3,3,0,0,,0.64,Employed
224,Support,Low,3,3,0,0,0.89,0.61,Employed
199,Engineering,Medium,3,10,0,0,0.48,1,Employed
301,Finance,Low,6,4,0,0,0.92,0.18,Left
219,Engineering,Low,2,2,0,0,0.34,0.46,Employed
172,Engineering,Medium,6,6,1,0,0.86,0.26,Employed
137,Marketing,Low,3,4,1,0,1,0.99,Employed
174,Finance,Medium,3,2,0,0,0.6,0.64,Employed
166,Product,Medium,4,3,0,0,0.75,0.95,Employed
153,Finance,Low,2,3,0,0,0.5,0.44,Left
268,Sales,Medium,3,2,0,0,,0.84,Left
134,Sales,Medium,5,2,0,0,0.64,0.77,Employed
174,Sales,Medium,5,3,0,0,0.69,0.73,Employed
181,Sales,Low,4,3,1,0,0.49,0.64,Employed
168,Management,Medium,4,4,0,0,0.68,0.59,Employed
167,,Low,2,2,0,0,0.67,0.65,Employed
217,Sales,Low,4,3,0,0,,0.89,Employed
219,Engineering,Medium,4,3,0,0,0.8,0.94,Employed
197,Support,Medium,3,3,1,0,,0.71,Employed
258,Support,Low,5,5,0,0,0.86,0.89,Left
187,Admin,Low,4,2,0,0,,0.63,Employed
225,Engineering,Low,4,2,0,0,0.71,0.66,Employed
255,Finance,Low,2,4,0,0,0.62,0.9,Employed
129,Marketing,Low,2,3,0,0,0.45,0.38,Left
274,Sales,Low,5,2,1,0,0.82,0.66,Employed
121,Sales,Low,5,3,1,0,0.58,0.25,Employed
156,Finance,High,2,3,0,0,0.44,0.39,Left
155,Sales,Low,3,2,0,0,0.71,1,Employed
132,Support,Medium,3,2,0,0,,0.74,Employed
266,Engineering,High,3,2,0,0,0.6,0.75,Employed
158,Product,Medium,5,4,1,0,0.42,0.99,Employed
160,Support,Low,2,3,0,0,0.6,0.38,Left
132,Engineering,Low,2,3,0,0,0.48,0.43,Left
244,Product,Low,3,2,0,0,,0.75,Employed
157,Product,Low,5,2,0,0,0.67,0.68,Employed
162,Sales,Medium,3,3,0,0,0.85,0.81,Employed
223,Support,Low,4,3,0,0,,0.93,Employed
187,Sales,Low,5,3,0,0,0.64,0.92,Employed
123,It,Low,5,5,0,0,0.92,0.86,Employed
208,Sales,High,4,5,0,0,0.52,0.57,Employed
255,Support,Medium,5,3,0,0,0.51,0.63,Employed
209,,Medium,3,5,0,0,0.62,0.25,Employed
233,Sales,Low,4,3,0,0,0.55,0.93,Employed
189,Sales,Medium,4,3,0,0,0.8,0.56,Employed
241,Marketing,Medium,3,3,0,0,0.64,0.62,Employed
161,Engineering,Low,3,3,0,0,0.98,0.85,Employed
157,Engineering,Low,4,2,0,0,0.58,0.53,Employed
146,Sales,Low,2,3,0,0,0.56,0.44,Left
274,Admin,High,4,3,0,0,0.81,0.87,Employed
163,Sales,Medium,4,4,0,1,0.75,0.48,Employed
181,Sales,Low,4,3,0,0,0.8,0.91,Employed
116,Engineering,High,5,5,1,0,0.67,0.34,Employed
203,Engineering,Low,4,4,0,0,0.63,0.2,Employed
225,Procurement,Medium,4,2,0,1,0.93,0.95,Employed
259,Sales,Low,4,5,0,0,1,0.77,Left
143,Engineering,Medium,4,2,0,0,0.79,0.84,Employed
124,Temp,Medium,1,,0,0,,,Employed
135,Sales,Medium,3,7,0,0,0.77,0.83,Employed
148,Engineering,Medium,2,3,0,0,0.59,0.44,Left
194,Sales,Medium,2,2,0,0,0.43,0.6,Employed
142,Sales,Medium,3,2,0,0,0.54,0.58,Employed
159,Sales,Low,2,3,0,0,0.49,0.43,Left
271,Engineering,Medium,3,3,1,0,0.96,0.57,Employed
127,Engineering,Low,2,3,0,0,0.45,0.37,Left
143,Admin,Low,3,3,0,0,,0.74,Employed
163,Procurement,Low,5,6,0,0,0.8,0.18,Employed
168,Support,Low,2,3,0,0,0.75,0.87,Employed
259,Product,Low,5,6,0,0,1,0.8,Left
233,It,Medium,4,6,0,0,0.96,1,Employed
233,Support,Low,2,3,0,0,0.9,0.93,Employed
276,Support,Low,5,4,0,0,0.77,0.08,Left
259,Support,Low,6,4,0,0,0.94,0.11,Left
294,,Low,3,4,0,0,0.63,0.79,Left
185,Support,Low,3,3,0,0,0.5,0.66,Employed
155,Product,Low,4,5,0,0,0.82,0.31,Employed
200,Information_Technology,Medium,3,2,0,0,0.62,0.99,Employed
246,Sales,Low,4,5,0,0,0.91,0.77,Left
157,It,Low,3,3,0,0,0.87,0.5,Employed
269,Sales,Medium,3,3,1,0,0.8,0.77,Employed
177,Sales,Medium,5,2,1,0,0.74,0.64,Employed
140,Support,Medium,2,3,0,0,0.46,0.43,Left
273,Product,Low,4,2,0,0,0.75,1,Employed
163,Marketing,Medium,5,3,0,0,0.81,0.86,Employed
149,Engineering,Medium,2,3,0,0,0.44,0.36,Left
157,Product,Medium,2,3,0,0,0.43,0.5,Left
286,Sales,Medium,2,6,0,0,0.8,0.51,Employed
214,Engineering,Low,4,3,1,0,,0.52,Employed
146,Sales,Low,4,4,1,0,0.59,0.63,Employed
155,Product,Low,3,4,1,0,0.75,0.66,Employed
229,Sales,Low,3,3,0,0,0.9,0.94,Employed
169,Support,High,3,3,0,0,0.68,1,Employed
217,Support,Medium,5,6,0,0,0.99,0.72,Left
129,Support,Medium,4,5,0,0,0.89,1,Employed
63,Temp,Medium,1,,0,0,,,Left
304,Sales,Low,6,4,0,0,0.92,0.14,Left
214,Engineering,Medium,4,3,0,0,0.68,0.48,Employed
219,Engineering,Low,5,4,0,0,0.79,0.13,Employed
143,Engineering,Medium,2,3,0,0,,0.45,Left
181,,Low,3,3,0,0,,0.84,Employed
278,Management,Medium,4,3,0,0,0.48,0.84,Employed
234,Marketing,Medium,3,2,1,0,0.73,0.48,Employed
163,Engineering,Low,4,3,0,0,0.61,0.64,Employed
109,It,High,5,2,0,0,0.65,0.85,Employed
139,Product,High,4,2,0,0,0.87,0.98,Employed
154,Engineering,Medium,5,2,0,0,0.86,0.73,Employed
159,Finance,Medium,3,2,0,0,0.96,0.74,Employed
148,Support,Low,2,3,0,0,0.51,0.36,Left
199,Sales,Medium,5,4,0,0,0.82,0.73,Employed
167,Marketing,Medium,5,7,0,0,0.63,0.17,Employed
236,,Low,5,5,0,0,0.95,0.81,Left
184,It,Low,5,3,0,0,0.86,0.77,Employed
244,Sales,Low,4,2,0,0,0.65,0.79,Employed
130,Marketing,Low,2,3,0,0,0.48,0.45,Left
151,Product,Medium,5,3,0,0,,1,Employed
111,Sales,Low,6,6,0,0,0.57,0.85,Employed
245,Product,Low,5,5,0,0,0.87,0.83,Left
267,Sales,Medium,4,5,0,0,0.86,0.81,Left
287,Finance,Medium,6,4,0,0,0.87,0.07,Left
228,It,High,4,4,0,0,0.81,0.95,Employed
219,Engineering,Medium,2,2,1,0,0.86,0.61,Employed
158,Finance,Medium,3,3,0,0,0.84,0.66,Employed
229,Product,Medium,4,4,0,0,0.83,0.19,Employed
147,Sales,Low,4,10,0,0,0.52,0.63,Employed
212,Sales,High,3,3,0,0,0.62,0.84,Employed
208,Finance,Low,4,5,0,0,0.7,0.48,Employed
259,Engineering,Medium,5,3,0,0,,0.69,Employed
141,Engineering,Low,2,3,1,0,0.45,0.41,Left
239,Engineering,Low,5,4,0,0,0.63,0.71,Employed
157,Support,Low,5,4,0,0,0.68,0.58,Employed
271,Support,Low,5,5,0,0,0.84,0.09,Left
207,Engineering,Medium,4,2,1,0,1,0.75,Employed
141,Engineering,Medium,2,3,0,0,0.47,0.33,Left
270,Sales,Low,4,5,0,0,0.78,0.84,Left
259,Sales,Low,5,3,0,0,0.61,0.76,Employed
233,Marketing,High,4,2,0,0,,0.8,Employed
269,Engineering,Low,5,3,0,0,0.74,0.66,Employed
168,Sales,High,6,5,1,0,0.6,1,Employed
154,Support,Medium,2,3,0,1,0.6,0.4,Left
184,Sales,Medium,2,3,0,0,0.58,0.65,Employed
140,Sales,Medium,2,3,0,0,0.52,0.42,Left
192,Engineering,Low,4,3,0,0,0.55,0.62,Employed
121,Engineering,Low,4,5,1,0,0.77,0.49,Employed
168,Engineering,Medium,3,2,0,0,0.54,0.75,Employed
127,Sales,Low,4,8,0,0,0.6,0.14,Employed
183,It,Low,4,3,0,0,0.54,0.52,Employed
259,Support,Low,5,5,0,0,0.81,0.88,Left
144,Product,Low,2,3,1,0,0.47,0.38,Left
258,It,Low,3,3,1,0,0.83,0.61,Employed
158,Engineering,Low,2,3,0,0,0.53,0.47,Left
121,,Low,2,5,0,0,0.55,0.47,Employed
210,Engineering,Low,4,3,1,0,0.96,0.55,Employed
242,Sales,Low,3,6,0,0,0.81,0.88,Employed
273,Product,Low,4,4,0,0,0.79,0.73,Employed
256,Support,Low,5,5,0,0,0.91,0.78,Left
273,Management,Low,7,4,0,0,0.73,0.17,Left
145,Sales,Medium,2,3,0,0,0.53,0.38,Left
243,Engineering,Medium,3,2,0,0,0.59,0.31,Employed
192,Finance,Medium,3,3,0,0,0.55,0.6,Employed
138,Sales,Low,4,4,0,0,0.4,0.29,Employed
138,Sales,High,4,3,1,0,,0.1,Employed
258,,Medium,4,2,0,0,0.77,0.92,Employed
260,Sales,Medium,4,2,0,0,0.9,0.57,Employed
137,Sales,Medium,4,3,0,0,0.65,0.93,Employed
280,Engineering,High,4,6,0,0,0.82,0.18,Employed
217,Support,Medium,4,6,0,0,0.88,0.77,Left
253,Management,High,3,3,0,0,0.75,0.71,Employed
206,Engineering,Medium,6,6,0,0,0.84,0.59,Employed
191,Marketing,Medium,4,2,0,0,,0.38,Employed
162,It,High,3,2,0,0,0.77,0.6,Employed
182,Sales,Low,3,2,0,0,,0.6,Employed
223,Sales,Low,5,3,0,0,0.6,0.86,Employed
292,Sales,Medium,6,4,0,0,0.76,0.15,Left
168,Engineering,Low,4,3,0,0,,0.71,Employed
215,Sales,Low,4,2,0,0,0.59,0.59,Employed
193,Engineering,High,5,4,0,0,0.8,0.92,Employed
178,Engineering,Low,3,3,1,0,0.74,0.19,Employed
143,Support,Medium,5,5,0,0,0.78,0.54,Employed
236,Engineering,Medium,3,3,0,0,0.98,0.17,Employed
191,Engineering,Low,3,4,0,0,0.88,0.71,Employed
212,Engineering,Medium,2,2,0,0,0.6,0.81,Employed
255,It,Low,3,3,0,0,0.98,0.95,Employed
259,Engineering,Medium,6,4,0,0,0.88,0.08,Left
272,Sales,Low,5,2,0,0,0.8,0.21,Employed
192,Marketing,Low,3,3,1,0,0.76,0.62,Employed
151,Sales,Low,2,3,0,0,0.52,0.36,Left
181,Sales,Medium,4,2,0,0,0.58,0.83,Employed
167,,Low,3,3,0,0,,0.93,Employed
239,Sales,Low,5,5,0,0,0.86,0.81,Left
277,Engineering,Low,6,5,0,0,0.98,0.15,Left
212,Sales,Medium,6,2,0,0,0.6,0.9,Employed
191,It,High,3,3,0,0,0.62,0.54,Employed
168,Support,Low,4,8,0,0,0.53,0.51,Employed
160,Product,Medium,3,3,0,0,0.49,0.52,Employed
244,Engineering,Low,5,2,0,0,0.69,0.88,Employed
277,It,Medium,2,3,0,0,0.96,0.77,Left
239,Sales,Medium,2,6,1,0,0.88,1,Employed
114,Support,High,6,4,0,0,0.85,0.74,Employed
183,Marketing,Low,4,3,0,0,0.58,1,Employed
137,,Medium,3,3,0,0,0.57,0.71,Employed
230,Engineering,Medium,4,3,0,0,0.52,0.7,Employed
260,Engineering,Medium,6,3,0,0,0.88,0.41,Employed
100,Sales,Medium,6,4,0,0,0.68,0.28,Employed
243,Engineering,Low,5,2,0,0,0.71,0.83,Employed
222,Product,Low,5,6,0,0,0.94,0.81,Left
128,Engineering,Medium,2,3,0,0,0.5,0.45,Left
235,Engineering,Low,3,10,0,0,0.66,0.84,Employed
273,Support,Low,2,3,0,0,0.53,0.95,Employed
142,Engineering,High,4,10,0,0,0.84,0.98,Employed
157,Sales,Low,2,3,0,0,,0.44,Left
244,Support,Low,7,4,0,0,0.93,0.12,Left
226,Sales,Medium,4,5,0,0,0.86,0.79,Left
134,Engineering,Medium,2,3,0,0,0.41,0.44,Left
179,,Low,5,5,0,0,0.59,0.41,Employed
235,Sales,Medium,4,6,0,0,0.76,0.92,Employed
129,Sales,Low,2,3,0,0,0.55,0.45,Left
