School,School URL,District,District URL,Address,City,City URL,Zip,County,Phone,Low Grade,High Grade,Is Title I,Is Charter,Is Magnet,Is Virtual,Number Students,Number Full-time Teachers,Student/Teacher Ratio,Percent Free/Disc Lunch,Percent African American,Percent American Indian,Percent Asian,Percent Hispanic,Percent Pacific Islander,Percent Two or More Races,Percent White,Standard Score
Robert Frost Elementary,https://www.schooldigger.com/go/WA/schools/0657000970/school.aspx,Pasco School District,https://www.schooldigger.com/go/WA/district/06570/search.aspx,1915 North 22nd Avenue,Pasco,https://www.schooldigger.com/go/WA/city/Pasco/search.aspx,99301,Franklin County,(509) 543-6795,PK,5,Yes,No,No,No,558,32.5,17.1,94.1,1.1,0,0.2,91.9,0.7,0.7,5.4,13.9
Robertson Elementary,https://www.schooldigger.com/go/WA/schools/1011001703/school.aspx,Yakima School District,https://www.schooldigger.com/go/WA/district/10110/search.aspx,2807 W Lincoln Ave,Yakima,https://www.schooldigger.com/go/WA/city/Yakima/search.aspx,98902,Yakima County,(509) 573-1600,KG,5,Yes,No,No,No,487,28.9,16.8,75.8,0.2,0.6,0.2,71.9,0,3.7,23.4,13.8
Wenatchee Internet Academy,https://www.schooldigger.com/go/WA/schools/0966003727/school.aspx,Wenatchee School District,https://www.schooldigger.com/go/WA/district/09660/search.aspx,235 Sunset Ave,Wenatchee,https://www.schooldigger.com/go/WA/city/Wenatchee/search.aspx,98801,Chelan County,(509) 663-8161,KG,12,No,No,No,Yes,317,10.8,29.3,46.4,0.3,0.3,1.9,36,0,4.7,56.8,13.7
Tillicum Elementary School,https://www.schooldigger.com/go/WA/schools/0141000158/school.aspx,Clover Park School District,https://www.schooldigger.com/go/WA/district/01410/search.aspx,8514 Maple ST SW,Lakewood,https://www.schooldigger.com/go/WA/city/Lakewood/search.aspx,98498,Pierce County,(253) 583-5370,PK,5,Yes,No,No,No,294,18.7,15.6,81.3,5.8,0.7,2.7,37.8,7.5,17,28.6,13.5
Cedar Valley Community School,https://www.schooldigger.com/go/WA/schools/0240000333/school.aspx,Edmonds School District,https://www.schooldigger.com/go/WA/district/02400/search.aspx,19200 56th Ave W,Lynnwood,https://www.schooldigger.com/go/WA/city/Lynnwood/search.aspx,98036,Snohomish County,(425) 431-7390,KG,6,Yes,No,No,No,430,34.5,12.4,72.1,14,0.7,7.9,47.7,0.5,8.4,20.9,13.3
Stanley,https://www.schooldigger.com/go/WA/schools/0870002174/school.aspx,Tacoma School District,https://www.schooldigger.com/go/WA/district/08700/search.aspx,1712 S 17th St,Tacoma,https://www.schooldigger.com/go/WA/city/Tacoma/search.aspx,98405,Pierce County,(253) 571-4500,PK,5,Yes,No,No,No,379,25.3,14.9,62.8,21.9,0.5,4.2,18.5,4.2,25.9,24.8,13.1
Arlington Elementary,https://www.schooldigger.com/go/WA/schools/0825001362/school.aspx,Spokane School District,https://www.schooldigger.com/go/WA/district/08250/search.aspx,6363 N Smith St,Spokane,https://www.schooldigger.com/go/WA/city/Spokane/search.aspx,99217,Spokane County,(509) 354-2100,PK,6,Yes,No,No,No,553,37.6,14.6,75.6,3.4,1.1,5.2,16.1,4.5,14.1,55.5,13.1
Lucille Umbarger Elementary,https://www.schooldigger.com/go/WA/schools/0078000157/school.aspx,Burlington-Edison School District,https://www.schooldigger.com/go/WA/district/00780/search.aspx,820 S Skagit St,Burlington,https://www.schooldigger.com/go/WA/city/Burlington/search.aspx,98233,Skagit County,(360) 757-3366,1,8,Yes,No,No,No,576,40.6,14.1,69.1,0.3,1.4,1,60.1,0.3,5.4,31.4,13.1
Stevens Elementary School,https://www.schooldigger.com/go/WA/schools/0003000011/school.aspx,Aberdeen School District,https://www.schooldigger.com/go/WA/district/00030/search.aspx,301 S. Farragut,Aberdeen,https://www.schooldigger.com/go/WA/city/Aberdeen/search.aspx,98520,Grays Harbor County,(360) 538-2150,PK,5,Yes,No,No,No,348,20.5,16.9,86.2,1.7,2.6,0.9,40.8,0,10.6,43.4,13.1
Parkside Elementary,https://www.schooldigger.com/go/WA/schools/0354000544/school.aspx,Highline School District,https://www.schooldigger.com/go/WA/district/03540/search.aspx,2104 S 247th St,Des Moines,https://www.schooldigger.com/go/WA/city/Des+Moines/search.aspx,98198,King County,(206) 631-4700,PK,5,Yes,No,No,No,416,21.3,19.4,74.8,18,0.5,13.9,38.9,3.8,8.4,16.3,13
Rainier View Elementary School,https://www.schooldigger.com/go/WA/schools/0282002440/school.aspx,Federal Way School District,https://www.schooldigger.com/go/WA/district/02820/search.aspx,3015 S 368th St,Federal Way,https://www.schooldigger.com/go/WA/city/Federal+Way/search.aspx,98003,King County,(253) 945-3700,PK,5,Yes,No,No,No,487,29.9,16.2,66.7,20.7,0,7.6,29.6,6.8,13.6,21.6,12.9
Jefferson Lincoln Elementary,https://www.schooldigger.com/go/WA/schools/0114000209/school.aspx,Centralia School District,https://www.schooldigger.com/go/WA/district/01140/search.aspx,400 West Summa,Centralia,https://www.schooldigger.com/go/WA/city/Centralia/search.aspx,98531,Lewis County,(360) 330-7636,KG,6,Yes,No,No,No,422,24.7,17,84.6,0.5,0,0.2,50.5,0.7,4.7,43.4,12.9
Parent Assisted Learning,https://www.schooldigger.com/go/WA/schools/0576002653/school.aspx,North Kitsap School District,https://www.schooldigger.com/go/WA/district/05760/search.aspx,25800 Siyaya Ave NE,Kingston,https://www.schooldigger.com/go/WA/city/Kingston/search.aspx,98346,Kitsap County,(360) 396-3575,KG,12,No,No,No,No,59,2,29.5,28.8,0,0,6.8,8.5,0,13.6,71.2,12.9
Christensen Elementary,https://www.schooldigger.com/go/WA/schools/0294000472/school.aspx,Franklin Pierce School District,https://www.schooldigger.com/go/WA/district/02940/search.aspx,10232 Barnes Lane,Tacoma,https://www.schooldigger.com/go/WA/city/Tacoma/search.aspx,98444,Pierce County,(253) 298-3305,PK,5,No,No,No,No,403,25.9,15.5,72,15.6,1,3.2,29,12.7,15.9,22.6,12.7
Lutacaga Elementary,https://www.schooldigger.com/go/WA/schools/0648000955/school.aspx,Othello School District,https://www.schooldigger.com/go/WA/district/06480/search.aspx,795 S 7th Ave,Othello,https://www.schooldigger.com/go/WA/city/Othello/search.aspx,99344,Adams County,(509) 488-9669,KG,6,Yes,No,No,No,611,38.8,15.7,77.7,0,0,0.2,96.4,0.2,0.5,2.8,12.6
West View Elementary,https://www.schooldigger.com/go/WA/schools/0078000159/school.aspx,Burlington-Edison School District,https://www.schooldigger.com/go/WA/district/00780/search.aspx,515 W Victoria Ave,Burlington,https://www.schooldigger.com/go/WA/city/Burlington/search.aspx,98233,Skagit County,(360) 757-3391,KG,6,Yes,No,Yes,No,379,24.5,15.4,56.5,0.5,0.3,0.5,73.4,0,2.6,22.7,12.6
Puyallup Parent Partnership Program,https://www.schooldigger.com/go/WA/schools/0696003449/school.aspx,Puyallup School District,https://www.schooldigger.com/go/WA/district/06960/search.aspx,716 South Hill Park Drive,Puyallup,https://www.schooldigger.com/go/WA/city/Puyallup/search.aspx,98373,Pierce County,(253) 841-8630,KG,8,No,No,No,No,22,1,22,18.2,9.1,4.5,4.5,31.8,0,13.6,36.4,12.5
Wildwood Elementary School,https://www.schooldigger.com/go/WA/schools/0282000455/school.aspx,Federal Way School District,https://www.schooldigger.com/go/WA/district/02820/search.aspx,2405 S 300th St,Federal Way,https://www.schooldigger.com/go/WA/city/Federal+Way/search.aspx,98003,King County,(253) 945-4400,PK,5,Yes,No,No,No,487,32.8,14.8,73.1,13.3,0.6,9.7,52.6,4.9,8,10.7,12.2
Lake Quinault School,https://www.schooldigger.com/go/WA/schools/0705001050/school.aspx,Lake Quinault School District,https://www.schooldigger.com/go/WA/district/07050/search.aspx,6130 Us Highway 101,Amanda Park,https://www.schooldigger.com/go/WA/city/Amanda+Park/search.aspx,98526,Grays Harbor County,(360) 288-2414,PK,12,Yes,No,No,No,208,13.9,14.8,99.5,0,18.8,0,42.8,0,2.9,35.6,12.1
Burton Elementary School,https://www.schooldigger.com/go/WA/schools/0270000413/school.aspx,Evergreen School District (Clark),https://www.schooldigger.com/go/WA/district/02700/search.aspx,14015 NE 28th Street,Vancouver,https://www.schooldigger.com/go/WA/city/Vancouver/search.aspx,98682,Clark County,(360) 604-4975,PK,5,Yes,No,No,No,353,32.3,10.9,64,3.1,0.8,1.4,28.9,4.5,6.8,54.4,12.1
Mount View Elementary,https://www.schooldigger.com/go/WA/schools/0354000539/school.aspx,Highline School District,https://www.schooldigger.com/go/WA/district/03540/search.aspx,10811 12th Ave SW,Seattle,https://www.schooldigger.com/go/WA/city/Seattle/search.aspx,98146,King County,(206) 631-4500,PK,5,Yes,No,No,No,486,28.5,17,50.8,8.8,0,11.7,63.8,1.4,5.3,8.8,12
Boistfort Elementary,https://www.schooldigger.com/go/WA/schools/0063000133/school.aspx,Boistfort School District,https://www.schooldigger.com/go/WA/district/00630/search.aspx,983 Boistfort Road,Curtis,https://www.schooldigger.com/go/WA/city/Curtis/search.aspx,98538,Lewis County,(360) 245-3343,PK,8,Yes,No,No,No,91,8,11.2,49.5,1.1,0,1.1,14.3,0,4.4,78,12
Neely O Brien Elementary School,https://www.schooldigger.com/go/WA/schools/0396002309/school.aspx,Kent School District,https://www.schooldigger.com/go/WA/district/03960/search.aspx,6300 S 236th ST,Kent,https://www.schooldigger.com/go/WA/city/Kent/search.aspx,98032,King County,(253) 373-7434,KG,6,Yes,No,No,No,721,45.5,15.8,74.3,29.3,0.8,13,32.5,7.4,6.5,10.5,11.9
Morris Schott Elementary,https://www.schooldigger.com/go/WA/schools/0936001890/school.aspx,Wahluke School District,https://www.schooldigger.com/go/WA/district/09360/search.aspx,500 N Boundary,Mattawa,https://www.schooldigger.com/go/WA/city/Mattawa/search.aspx,99349,Grant County,(509) 932-3877,KG,5,Yes,No,No,No,235,18,13,96.6,0,1.3,0,97,0,0,1.7,11.9
Helen B. Stafford Elementary,https://www.schooldigger.com/go/WA/schools/0870003064/school.aspx,Tacoma School District,https://www.schooldigger.com/go/WA/district/08700/search.aspx,1615 South 92nd St,Tacoma,https://www.schooldigger.com/go/WA/city/Tacoma/search.aspx,98444,Pierce County,(253) 571-4300,PK,5,Yes,No,No,No,460,26.5,17.3,75,15.2,1.5,18.9,26.1,7.2,13.3,17.8,11.9
Lakeview Hope Academy,https://www.schooldigger.com/go/WA/schools/0141000262/school.aspx,Clover Park School District,https://www.schooldigger.com/go/WA/district/01410/search.aspx,10501 47th AVE SW,Lakewood,https://www.schooldigger.com/go/WA/city/Lakewood/search.aspx,98499,Pierce County,(253) 583-5320,PK,5,Yes,No,No,No,595,39.3,15.1,80.5,9.1,0.2,3.4,53.9,8.9,14.1,10.4,11.9
Arlington,https://www.schooldigger.com/go/WA/schools/0870001453/school.aspx,Tacoma School District,https://www.schooldigger.com/go/WA/district/08700/search.aspx,3002 S 72nd St,Tacoma,https://www.schooldigger.com/go/WA/city/Tacoma/search.aspx,98409,Pierce County,(253) 571-3200,PK,5,Yes,No,No,No,383,25.8,14.7,72.1,15.1,0.5,8.4,25.8,5.2,17.2,27.7,11.9
Boze,https://www.schooldigger.com/go/WA/schools/0870001456/school.aspx,Tacoma School District,https://www.schooldigger.com/go/WA/district/08700/search.aspx,1140 E 65th St,Tacoma,https://www.schooldigger.com/go/WA/city/Tacoma/search.aspx,98404,Pierce County,(253) 571-4688,PK,5,Yes,No,No,No,445,27.9,15.9,72.4,11.9,1.3,13.9,36.9,10.1,15.5,10.3,11.9
Eastgate Elementary School,https://www.schooldigger.com/go/WA/schools/0393000599/school.aspx,Kennewick School District,https://www.schooldigger.com/go/WA/district/03930/search.aspx,910 East 10th Avenue,Kennewick,https://www.schooldigger.com/go/WA/city/Kennewick/search.aspx,99336,Benton County,(509) 585-3360,PK,5,Yes,No,No,No,493,32,15.4,85,0.2,0.2,0.4,71.6,0.2,3.2,24.1,11.8
Rising Star Elementary School,https://www.schooldigger.com/go/WA/schools/0771001255/school.aspx,Seattle School District No. 1,https://www.schooldigger.com/go/WA/district/07710/search.aspx,8311 Beacon Av S,Seattle,https://www.schooldigger.com/go/WA/city/Seattle/search.aspx,98108,King County,(206) 252-7500,PK,5,Yes,No,No,No,382,38.5,9.9,70.7,37.2,1,34.6,8.6,0.3,9.9,7.9,11.8
Larson Heights Elementary,https://www.schooldigger.com/go/WA/schools/0522000790/school.aspx,Moses Lake School District,https://www.schooldigger.com/go/WA/district/05220/search.aspx,700 Lindberg Lane,Moses Lake,https://www.schooldigger.com/go/WA/city/Moses+Lake/search.aspx,98837,Grant County,(509) 766-2655,PK,5,Yes,No,No,No,283,19.1,14.7,87.6,2.8,0.7,0.4,51.6,0,2.8,41.7,11.8
Opportunity Elementary,https://www.schooldigger.com/go/WA/schools/0111000199/school.aspx,Central Valley School District,https://www.schooldigger.com/go/WA/district/01110/search.aspx,1109 S Wilbur Rd,Spokane Valley,https://www.schooldigger.com/go/WA/city/Spokane+Valley/search.aspx,99206,Spokane County,(509) 558-3550,PK,5,Yes,No,No,No,632,42,15,58.1,5.1,3.8,0.5,7.8,0.9,7.6,74.4,11.7
Northwest Allprep,https://www.schooldigger.com/go/WA/schools/0897003385/school.aspx,Toppenish School District,https://www.schooldigger.com/go/WA/district/08970/search.aspx,237 Chkalov Ste 108,Vancouver,https://www.schooldigger.com/go/WA/city/Vancouver/search.aspx,98684,Clark County,(360) 828-0205,KG,12,No,No,No,No,537,,,55.9,1.7,1.1,0.9,8.9,0,2.2,81.2,11.7
Valley View Elementary,https://www.schooldigger.com/go/WA/schools/0897003027/school.aspx,Toppenish School District,https://www.schooldigger.com/go/WA/district/08970/search.aspx,515 Zillah Ave,Toppenish,https://www.schooldigger.com/go/WA/city/Toppenish/search.aspx,98948,Yakima County,(509) 865-8240,KG,5,Yes,No,No,No,525,30.9,16.9,85.1,0,8.4,0,87.4,0.2,0.6,3.4,11.7
Home Choice Academy,https://www.schooldigger.com/go/WA/schools/0270003101/school.aspx,Evergreen School District (Clark),https://www.schooldigger.com/go/WA/district/02700/search.aspx,13501 NE 28th Street,Vancouver,https://www.schooldigger.com/go/WA/city/Vancouver/search.aspx,98682,Clark County,(360) 604-4032,KG,12,No,No,No,No,242,9.7,24.7,40.9,1.2,0.8,4.1,12.4,0.8,11.2,68.2,11.6
Blix Elementary,https://www.schooldigger.com/go/WA/schools/0870001496/school.aspx,Tacoma School District,https://www.schooldigger.com/go/WA/district/08700/search.aspx,1302 E 38th St,Tacoma,https://www.schooldigger.com/go/WA/city/Tacoma/search.aspx,98404,Pierce County,(253) 571-7400,PK,5,Yes,No,No,No,498,33,15,73.5,12.4,0.6,11.4,36.5,4.8,16.1,18.1,11.5
Lydia Hawk Elementary,https://www.schooldigger.com/go/WA/schools/0585000866/school.aspx,North Thurston Public Schools,https://www.schooldigger.com/go/WA/district/05850/search.aspx,7600 5th Ave SE,Lacey,https://www.schooldigger.com/go/WA/city/Lacey/search.aspx,98503,Thurston County,(360) 412-4610,KG,5,Yes,No,No,No,495,35.4,13.9,63.8,4.2,1,3.8,38.4,2.8,12.7,37,11.5
Reed,https://www.schooldigger.com/go/WA/schools/0870001494/school.aspx,Tacoma School District,https://www.schooldigger.com/go/WA/district/08700/search.aspx,1802 S 36th St,Tacoma,https://www.schooldigger.com/go/WA/city/Tacoma/search.aspx,98418,Pierce County,(253) 571-6464,PK,5,Yes,No,No,No,392,29.3,13.3,76.8,20.9,0.5,4.1,31.1,4.1,23.7,15.6,11.5
Mountain View Elementary,https://www.schooldigger.com/go/WA/schools/0708001053/school.aspx,Quincy School District,https://www.schooldigger.com/go/WA/district/07080/search.aspx,119 D St NW,Quincy,https://www.schooldigger.com/go/WA/city/Quincy/search.aspx,98848,Grant County,(509) 787-4548,KG,5,Yes,No,No,No,308,21.8,14,75,0.6,0,1,90.3,0,0,8.1,11.5
Lincoln Elementary School,https://www.schooldigger.com/go/WA/schools/0897001532/school.aspx,Toppenish School District,https://www.schooldigger.com/go/WA/district/08970/search.aspx,309 North Alder Street,Toppenish,https://www.schooldigger.com/go/WA/city/Toppenish/search.aspx,98948,Yakima County,(509) 865-4555,KG,5,Yes,No,No,No,334,20,16.6,86.8,0,11.4,0,86.5,0,0.6,1.5,11.4
Pioneer Elementary,https://www.schooldigger.com/go/WA/schools/0708001054/school.aspx,Quincy School District,https://www.schooldigger.com/go/WA/district/07080/search.aspx,224 J St SE,Quincy,https://www.schooldigger.com/go/WA/city/Quincy/search.aspx,98848,Grant County,(509) 787-1595,KG,5,Yes,No,No,No,302,19.5,15.4,82.1,0,0,0,91.1,0,0.3,8.3,11.4
Concord International School,https://www.schooldigger.com/go/WA/schools/0771001154/school.aspx,Seattle School District No. 1,https://www.schooldigger.com/go/WA/district/07710/search.aspx,723 S Concord St,Seattle,https://www.schooldigger.com/go/WA/city/Seattle/search.aspx,98108,King County,(206) 252-8100,PK,5,Yes,No,No,No,329,25.2,13,66,8.5,1.5,12.2,51.7,1.5,9.7,14.9,11.4
Fern Hill,https://www.schooldigger.com/go/WA/schools/0870001465/school.aspx,Tacoma School District,https://www.schooldigger.com/go/WA/district/08700/search.aspx,8442 S Park Ave,Tacoma,https://www.schooldigger.com/go/WA/city/Tacoma/search.aspx,98444,Pierce County,(253) 571-3888,PK,5,Yes,No,No,No,326,20.4,15.9,69,11,2.1,10.1,27.9,6.7,21.5,20.6,11.3
Knolls Vista Elementary,https://www.schooldigger.com/go/WA/schools/0522000788/school.aspx,Moses Lake School District,https://www.schooldigger.com/go/WA/district/05220/search.aspx,454 W Ridge Road,Moses Lake,https://www.schooldigger.com/go/WA/city/Moses+Lake/search.aspx,98837,Grant County,(509) 766-2652,PK,5,Yes,No,No,No,340,24,14.1,78.2,0.6,0,0,59.1,0,2.6,37.6,11.3
Whitman,https://www.schooldigger.com/go/WA/schools/0870001510/school.aspx,Tacoma School District,https://www.schooldigger.com/go/WA/district/08700/search.aspx,1120 S 39th St,Tacoma,https://www.schooldigger.com/go/WA/city/Tacoma/search.aspx,98408,Pierce County,(253) 571-7272,PK,5,Yes,No,No,No,344,21.7,15.8,68,14.5,0.3,7.8,22.7,6.4,23.3,25,11
Cordata Elementary School,https://www.schooldigger.com/go/WA/schools/0042003358/school.aspx,Bellingham School District,https://www.schooldigger.com/go/WA/district/00420/search.aspx,4420 Aldrich Rd,Bellingham,https://www.schooldigger.com/go/WA/city/Bellingham/search.aspx,98226,Whatcom County,(360) 676-6461,PK,5,Yes,No,No,No,333,30,11,59.8,3.3,1.5,16.5,35.7,0.3,11.1,31.5,11
Seahurst Elementary School,https://www.schooldigger.com/go/WA/schools/0354000549/school.aspx,Highline School District,https://www.schooldigger.com/go/WA/district/03540/search.aspx,14603 14th Ave SW,Burien,https://www.schooldigger.com/go/WA/city/Burien/search.aspx,98166,King County,(206) 631-4800,PK,5,Yes,No,No,No,363,20.9,17.2,62.8,7.7,0.8,11,53.2,2.5,9.6,15.2,11
Hilltop Elementary,https://www.schooldigger.com/go/WA/schools/0354000532/school.aspx,Highline School District,https://www.schooldigger.com/go/WA/district/03540/search.aspx,12250 24th Ave S,Seattle,https://www.schooldigger.com/go/WA/city/Seattle/search.aspx,98168,King County,(206) 631-4000,PK,5,Yes,No,No,No,493,26.8,18.3,72.2,7.5,0,14.8,61.5,2.4,7.3,6.5,10.9
Roosevelt Elementary School,https://www.schooldigger.com/go/WA/schools/0927000638/school.aspx,Vancouver School District,https://www.schooldigger.com/go/WA/district/09270/search.aspx,2921 Falk Rd,Vancouver,https://www.schooldigger.com/go/WA/city/Vancouver/search.aspx,98661,Clark County,(360) 313-2600,KG,5,Yes,No,No,No,559,38.2,14.6,79.2,6.1,0.2,1.6,47,8.8,7.9,28.4,10.9
North Elementary,https://www.schooldigger.com/go/WA/schools/0522000793/school.aspx,Moses Lake School District,https://www.schooldigger.com/go/WA/district/05220/search.aspx,1200 West Craig Street,Moses Lake,https://www.schooldigger.com/go/WA/city/Moses+Lake/search.aspx,98837,Grant County,(509) 766-2654,KG,5,Yes,No,No,No,261,20.6,12.6,90.8,1.5,0.4,2.3,67,0,2.3,26.4,10.8
Southern Heights Elementary,https://www.schooldigger.com/go/WA/schools/0354000551/school.aspx,Highline School District,https://www.schooldigger.com/go/WA/district/03540/search.aspx,11249 14th Ave S,Seattle,https://www.schooldigger.com/go/WA/city/Seattle/search.aspx,98168,King County,(206) 631-5000,PK,5,Yes,No,No,No,240,15.2,15.7,66.7,3.3,2.5,22.9,44.2,6.3,7.5,12.9,10.8
Olympic View Elementary School,https://www.schooldigger.com/go/WA/schools/0282000447/school.aspx,Federal Way School District,https://www.schooldigger.com/go/WA/district/02820/search.aspx,2626 SW 327th St,Federal Way,https://www.schooldigger.com/go/WA/city/Federal+Way/search.aspx,98023,King County,(253) 945-3500,PK,5,Yes,No,No,No,448,30,14.9,79.7,13.2,0.4,7.1,45.8,10,10.9,12.5,10.6
Renton Online School,https://www.schooldigger.com/go/WA/schools/0723003743/school.aspx,Renton School District,https://www.schooldigger.com/go/WA/district/07230/search.aspx,300 SW 7th St,Renton,https://www.schooldigger.com/go/WA/city/Renton/search.aspx,98057,King County,(425) 204-2333,KG,12,No,No,No,No,0,0,,,,,,,,,,10.6
