School,School URL,District,District URL,City,City URL,Zip,County,Phone,Is Title I,Is Charter,Is Magnet,Is Virtual,Number Students,Number Fulltime Teachers,Student/Teacher Ratio,Percent Free/Disc Lunch,Percent African American,Percent American Indian,Percent Asian,Percent Hispanic,Percent Pacific Islander,Percent Two or More Races,Percent White,Average Standard Score (2016-17)
J T Brackenridge Elementary,https://www.schooldigger.com/go/TX/schools/3873004366/school.aspx,San Antonio Independent School District,https://www.schooldigger.com/go/TX/district/38730/search.aspx,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78207,Bexar,(210) 978-7950,Yes,No,No,(n/a),741,41,18,99,5,0,0,94,0,0,1,16.1
Burks Elementary,https://www.schooldigger.com/go/TX/schools/2985003356/school.aspx,McKinney Independent School District,https://www.schooldigger.com/go/TX/district/29850/search.aspx,McKinney,https://www.schooldigger.com/go/TX/city/McKinney/search.aspx,75069,Collin,(469) 302-6200,Yes,No,No,(n/a),539,38,14.1,77,18,0,1,59,0,4,18,16
Energized For Excellence Academy Elementary,https://www.schooldigger.com/go/TX/schools/2364007943/school.aspx,Houston Independent School District,https://www.schooldigger.com/go/TX/district/23640/search.aspx,Houston,https://www.schooldigger.com/go/TX/city/Houston/search.aspx,77081,Harris,(713) 773-3600,Yes,Yes,No,(n/a),1659,,,93,9,0,0,90,0,0,0,16
Kashmere Gardens Elementary,https://www.schooldigger.com/go/TX/schools/2364002505/school.aspx,Houston Independent School District,https://www.schooldigger.com/go/TX/district/23640/search.aspx,Houston,https://www.schooldigger.com/go/TX/city/Houston/search.aspx,77026,Harris,(713) 671-4160,Yes,No,No,(n/a),417,23,18.1,94,86,0,0,13,0,0,1,16
Rogers Elementary,https://www.schooldigger.com/go/TX/schools/0813000175/school.aspx,Amarillo Independent School District,https://www.schooldigger.com/go/TX/district/08130/search.aspx,Amarillo,https://www.schooldigger.com/go/TX/city/Amarillo/search.aspx,79107,Potter,(806) 326-5150,Yes,No,No,(n/a),567,44,12.8,93,8,1,8,69,0,1,13,15.9
Zavala Elementary,https://www.schooldigger.com/go/TX/schools/1527001096/school.aspx,Corpus Christi Independent School District,https://www.schooldigger.com/go/TX/district/15270/search.aspx,Corpus Christi,https://www.schooldigger.com/go/TX/city/Corpus+Christi/search.aspx,78405,Nueces,(361) 878-2720,Yes,No,No,(n/a),789,42,18.7,96,2,0,0,91,0,0,7,15.9
Oak Park Special Emphasis School,https://www.schooldigger.com/go/TX/schools/1527001077/school.aspx,Corpus Christi Independent School District,https://www.schooldigger.com/go/TX/district/15270/search.aspx,Corpus Christi,https://www.schooldigger.com/go/TX/city/Corpus+Christi/search.aspx,78408,Nueces,(361) 878-2120,Yes,No,No,(n/a),804,44,18.2,95,8,0,0,85,0,1,6,15.9
Oak Meadows Elementary,https://www.schooldigger.com/go/TX/schools/2889011390/school.aspx,Manor Independent School District,https://www.schooldigger.com/go/TX/district/28890/search.aspx,Austin,https://www.schooldigger.com/go/TX/city/Austin/search.aspx,78724,Travis,(512) 278-4175,Yes,No,No,(n/a),589,36,16.3,99,19,0,0,77,0,2,3,15.9
OConnor Elementary,https://www.schooldigger.com/go/TX/schools/4415005011/school.aspx,Victoria Independent School District,https://www.schooldigger.com/go/TX/district/44150/search.aspx,Victoria,https://www.schooldigger.com/go/TX/city/Victoria/search.aspx,77901,Victoria,(361) 788-9572,Yes,No,No,(n/a),452,27,16.7,87,14,0,0,78,0,1,7,15.8
Thurgood Marshall Elementary,https://www.schooldigger.com/go/TX/schools/3702011202/school.aspx,Richardson Independent School District,https://www.schooldigger.com/go/TX/district/37020/search.aspx,Dallas,https://www.schooldigger.com/go/TX/city/Dallas/search.aspx,75243,Dallas,(469) 593-6800,Yes,No,No,(n/a),709,43,16.4,92,63,1,0,31,0,3,3,15.8
East Fort Worth Montessori Academy,https://www.schooldigger.com/go/TX/schools/0025509603/school.aspx,East Fort Worth Montessori Academy,https://www.schooldigger.com/go/TX/district/00255/search.aspx,Fort Worth,https://www.schooldigger.com/go/TX/city/Fort+Worth/search.aspx,76103,Tarrant,(817) 496-3003,Yes,Yes,No,(n/a),329,25,13.1,85,47,0,2,43,0,1,7,15.8
Foerster Elementary,https://www.schooldigger.com/go/TX/schools/2364002455/school.aspx,Houston Independent School District,https://www.schooldigger.com/go/TX/district/23640/search.aspx,Houston,https://www.schooldigger.com/go/TX/city/Houston/search.aspx,77035,Harris,(713) 726-3604,Yes,No,No,(n/a),776,45,17.2,86,58,0,13,27,0,1,1,15.7
Mendel Elementary,https://www.schooldigger.com/go/TX/schools/0771000078/school.aspx,Aldine Independent School District,https://www.schooldigger.com/go/TX/district/07710/search.aspx,Houston,https://www.schooldigger.com/go/TX/city/Houston/search.aspx,77093,Harris,(713) 694-8002,Yes,No,No,(n/a),369,24,15.3,93,3,0,0,96,0,0,1,15.7
Texas Virtual Academy,https://www.schooldigger.com/go/TX/schools/0016309583/school.aspx,Texas College Preparatory Academies,https://www.schooldigger.com/go/TX/district/00163/search.aspx,Lewisville,https://www.schooldigger.com/go/TX/city/Lewisville/search.aspx,75057,Denton,(888) 644-4789,Yes,Yes,No,(n/a),6477,,,44,11,1,3,29,0,4,52,15.6
Gross Elementary,https://www.schooldigger.com/go/TX/schools/2364008612/school.aspx,Houston Independent School District,https://www.schooldigger.com/go/TX/district/23640/search.aspx,Houston,https://www.schooldigger.com/go/TX/city/Houston/search.aspx,77071,Harris,(713) 778-8450,Yes,No,No,(n/a),728,39,18.6,83,50,0,4,44,1,0,2,15.6
Frost Elementary,https://www.schooldigger.com/go/TX/schools/2060006263/school.aspx,Georgetown Independent School District,https://www.schooldigger.com/go/TX/district/20600/search.aspx,Georgetown,https://www.schooldigger.com/go/TX/city/Georgetown/search.aspx,78628,Williamson,(512) 943-5020,Yes,No,No,(n/a),431,34,12.6,60,5,0,2,42,0,4,48,15.6
Glen Park Elementary,https://www.schooldigger.com/go/TX/schools/1970001862/school.aspx,Fort Worth Independent School District,https://www.schooldigger.com/go/TX/district/19700/search.aspx,Fort Worth,https://www.schooldigger.com/go/TX/city/Fort+Worth/search.aspx,76119,Tarrant,(817) 815-8800,Yes,No,No,(n/a),789,40,19.7,91,9,0,0,89,0,0,2,15.5
Rosemont Park Elementary,https://www.schooldigger.com/go/TX/schools/1970012330/school.aspx,Fort Worth Independent School District,https://www.schooldigger.com/go/TX/district/19700/search.aspx,Fort Worth,https://www.schooldigger.com/go/TX/city/Fort+Worth/search.aspx,76115,Tarrant,(817) 815-5200,Yes,No,No,(n/a),621,34,18.2,93,1,0,7,89,0,0,4,15.5
Stewart Elementary,https://www.schooldigger.com/go/TX/schools/2850010931/school.aspx,Lubbock Independent School District,https://www.schooldigger.com/go/TX/district/28500/search.aspx,Lubbock,https://www.schooldigger.com/go/TX/city/Lubbock/search.aspx,79414,Lubbock,(806) 219-6900,Yes,No,No,(n/a),377,25,15,82,11,0,0,61,0,2,26,15.5
Varnett Charter School,https://www.schooldigger.com/go/TX/schools/0007307913/school.aspx,The Varnett Public School,https://www.schooldigger.com/go/TX/district/00073/search.aspx,Houston,https://www.schooldigger.com/go/TX/city/Houston/search.aspx,77035,Harris,(713) 723-4699,Yes,Yes,No,(n/a),734,36,20.3,99,73,0,0,25,0,0,2,15.5
John W Carpenter Elementary,https://www.schooldigger.com/go/TX/schools/1623001227/school.aspx,Dallas Independent School District,https://www.schooldigger.com/go/TX/district/16230/search.aspx,Dallas,https://www.schooldigger.com/go/TX/city/Dallas/search.aspx,75224,Dallas,(972) 794-6000,Yes,No,No,(n/a),341,29,11.7,94,55,0,0,44,0,0,1,15.5
Rodriguez Elementary,https://www.schooldigger.com/go/TX/schools/0894008392/school.aspx,Austin Independent School District,https://www.schooldigger.com/go/TX/district/08940/search.aspx,Austin,https://www.schooldigger.com/go/TX/city/Austin/search.aspx,78744,Travis,(512) 841-7200,Yes,No,No,(n/a),793,51,15.5,97,8,0,0,91,0,1,1,15.5
The Rhodes School - Northshore,https://www.schooldigger.com/go/TX/schools/0028313010/school.aspx,The Rhodes School,https://www.schooldigger.com/go/TX/district/00283/search.aspx,Houston,https://www.schooldigger.com/go/TX/city/Houston/search.aspx,77044,Harris,(281) 459-9797,Yes,Yes,No,(n/a),323,29,11.1,62,74,0,1,23,0,1,0,15.5
Rufus C Burleson Elementary,https://www.schooldigger.com/go/TX/schools/1623001222/school.aspx,Dallas Independent School District,https://www.schooldigger.com/go/TX/district/16230/search.aspx,Dallas,https://www.schooldigger.com/go/TX/city/Dallas/search.aspx,75217,Dallas,(972) 749-4500,Yes,No,No,(n/a),720,42,17.1,89,37,1,0,61,0,0,1,15.4
Daugherty Elementary,https://www.schooldigger.com/go/TX/schools/2034002020/school.aspx,Garland Independent School District,https://www.schooldigger.com/go/TX/district/20340/search.aspx,Garland,https://www.schooldigger.com/go/TX/city/Garland/search.aspx,75041,Dallas,(972) 926-2530,Yes,No,No,(n/a),722,43,16.7,89,6,1,0,88,0,1,4,15.4
Salado Intermediate,https://www.schooldigger.com/go/TX/schools/1785001559/school.aspx,East Central Independent School District,https://www.schooldigger.com/go/TX/district/17850/search.aspx,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78222,Bexar,(210) 648-3310,Yes,No,No,(n/a),753,44,17.1,73,12,0,0,79,0,2,8,15.4
Seagoville Elementary,https://www.schooldigger.com/go/TX/schools/1623001351/school.aspx,Dallas Independent School District,https://www.schooldigger.com/go/TX/district/16230/search.aspx,Seagoville,https://www.schooldigger.com/go/TX/city/Seagoville/search.aspx,75159,Dallas,(972) 892-7900,Yes,No,No,(n/a),653,40,16.3,87,14,0,0,62,0,0,24,15.3
Parkway Elementary,https://www.schooldigger.com/go/TX/schools/1591007073/school.aspx,Crowley Independent School District,https://www.schooldigger.com/go/TX/district/15910/search.aspx,Fort Worth,https://www.schooldigger.com/go/TX/city/Fort+Worth/search.aspx,76134,Tarrant,(817) 568-5710,Yes,No,No,(n/a),704,42,16.7,84,53,0,2,35,0,3,7,15.3
Kandy Stripe Academy,https://www.schooldigger.com/go/TX/schools/2364008617/school.aspx,Houston Independent School District,https://www.schooldigger.com/go/TX/district/23640/search.aspx,Houston,https://www.schooldigger.com/go/TX/city/Houston/search.aspx,77033,Harris,(713) 734-4909,Yes,Yes,No,(n/a),296,,,78,99,0,0,1,0,0,0,15.3
Alta Vista Elementary,https://www.schooldigger.com/go/TX/schools/4428005028/school.aspx,Waco Independent School District,https://www.schooldigger.com/go/TX/district/44280/search.aspx,Waco,https://www.schooldigger.com/go/TX/city/Waco/search.aspx,76706,McLennan,(254) 662-3050,Yes,No,No,(n/a),520,32,16.2,93,24,0,0,64,0,2,10,15.3
Mark Twain Leadership Vanguard,https://www.schooldigger.com/go/TX/schools/1623001376/school.aspx,Dallas Independent School District,https://www.schooldigger.com/go/TX/district/16230/search.aspx,Dallas,https://www.schooldigger.com/go/TX/city/Dallas/search.aspx,75232,Dallas,(972) 749-3000,Yes,No,Yes,(n/a),368,30,12.2,87,63,0,1,35,0,1,1,15.3
Jackson Elementary,https://www.schooldigger.com/go/TX/schools/1365006078/school.aspx,Chapel Hill Independent School District,https://www.schooldigger.com/go/TX/district/13650/search.aspx,Tyler,https://www.schooldigger.com/go/TX/city/Tyler/search.aspx,75705,Smith,(903) 566-3530,Yes,No,No,(n/a),411,30,13.7,94,25,0,0,63,0,2,10,15.3
Orange Grove Elementary,https://www.schooldigger.com/go/TX/schools/0771000081/school.aspx,Aldine Independent School District,https://www.schooldigger.com/go/TX/district/07710/search.aspx,Houston,https://www.schooldigger.com/go/TX/city/Houston/search.aspx,77093,Harris,(281) 985-6540,Yes,No,No,(n/a),934,56,16.6,91,5,0,0,94,0,0,1,15.2
Atwood McDonald Elementary,https://www.schooldigger.com/go/TX/schools/1970001878/school.aspx,Fort Worth Independent School District,https://www.schooldigger.com/go/TX/district/19700/search.aspx,Fort Worth,https://www.schooldigger.com/go/TX/city/Fort+Worth/search.aspx,76112,Tarrant,(817) 496-7445,Yes,No,No,(n/a),635,38,16.7,79,80,1,2,14,0,2,2,15.2
Waxahachie Family Faith Academy,https://www.schooldigger.com/go/TX/schools/0010512095/school.aspx,Waxahachie Faith Family Academy,https://www.schooldigger.com/go/TX/district/00105/search.aspx,Waxahachie,https://www.schooldigger.com/go/TX/city/Waxahachie/search.aspx,75167,Ellis,(972) 936-3998,Yes,Yes,No,(n/a),347,17,20.4,90,30,0,0,36,0,2,31,15.2
Stewart Elementary,https://www.schooldigger.com/go/TX/schools/2403002660/school.aspx,Huntsville Independent School District,https://www.schooldigger.com/go/TX/district/24030/search.aspx,Huntsville,https://www.schooldigger.com/go/TX/city/Huntsville/search.aspx,77340,Walker,(936) 293-2811,Yes,No,No,(n/a),697,39,17.8,67,17,0,1,48,0,2,31,15.2
Westwood Elementary,https://www.schooldigger.com/go/TX/schools/4110004704/school.aspx,Spring Branch Independent School District,https://www.schooldigger.com/go/TX/district/41100/search.aspx,Houston,https://www.schooldigger.com/go/TX/city/Houston/search.aspx,77043,Harris,(713) 251-2100,Yes,No,No,(n/a),672,46,14.6,63,4,3,2,84,0,1,7,15.1
Prairie Lea School,https://www.schooldigger.com/go/TX/schools/3570004042/school.aspx,Prairie Lea Independent School District,https://www.schooldigger.com/go/TX/district/35700/search.aspx,Prairie Lea,https://www.schooldigger.com/go/TX/city/Prairie+Lea/search.aspx,78661,Caldwell,(512) 488-2328,Yes,No,No,(n/a),163,14,11.6,80,10,1,0,45,0,1,44,15.1
Enge-Washington Intermediate,https://www.schooldigger.com/go/TX/schools/2181002201/school.aspx,Groesbeck Independent School District,https://www.schooldigger.com/go/TX/district/21810/search.aspx,Groesbeck,https://www.schooldigger.com/go/TX/city/Groesbeck/search.aspx,76642,Limestone,(254) 729-4103,Yes,No,No,(n/a),495,41,12,62,14,1,1,24,0,3,57,15.1
Dogan Elementary,https://www.schooldigger.com/go/TX/schools/2364002439/school.aspx,Houston Independent School District,https://www.schooldigger.com/go/TX/district/23640/search.aspx,Houston,https://www.schooldigger.com/go/TX/city/Houston/search.aspx,77026,Harris,(713) 671-4140,Yes,No,No,(n/a),642,39,16.4,88,37,0,0,62,0,0,1,15.1
Livingston Intermediate,https://www.schooldigger.com/go/TX/schools/2778007056/school.aspx,Livingston Independent School District,https://www.schooldigger.com/go/TX/district/27780/search.aspx,Livingston,https://www.schooldigger.com/go/TX/city/Livingston/search.aspx,77351,Polk,(936) 328-2150,Yes,No,No,(n/a),573,41,13.9,69,10,1,0,22,0,3,64,15.1
Kelso Elementary,https://www.schooldigger.com/go/TX/schools/2364002507/school.aspx,Houston Independent School District,https://www.schooldigger.com/go/TX/district/23640/search.aspx,Houston,https://www.schooldigger.com/go/TX/city/Houston/search.aspx,77033,Harris,(713) 845-7451,Yes,No,No,(n/a),436,27,16.1,92,39,0,1,60,0,0,0,15
Carroll Peak Elementary,https://www.schooldigger.com/go/TX/schools/1970001899/school.aspx,Fort Worth Independent School District,https://www.schooldigger.com/go/TX/district/19700/search.aspx,Fort Worth,https://www.schooldigger.com/go/TX/city/Fort+Worth/search.aspx,76104,Tarrant,(817) 814-0700,Yes,No,No,(n/a),610,36,16.9,94,49,0,0,47,0,2,2,15
Martin Weiss Elementary,https://www.schooldigger.com/go/TX/schools/1623001382/school.aspx,Dallas Independent School District,https://www.schooldigger.com/go/TX/district/16230/search.aspx,Dallas,https://www.schooldigger.com/go/TX/city/Dallas/search.aspx,75232,Dallas,(972) 749-4000,Yes,No,No,(n/a),515,35,14.7,94,24,1,0,74,0,0,1,14.9
Rufino Mendoza Senior Elementary,https://www.schooldigger.com/go/TX/schools/1970001849/school.aspx,Fort Worth Independent School District,https://www.schooldigger.com/go/TX/district/19700/search.aspx,Fort Worth,https://www.schooldigger.com/go/TX/city/Fort+Worth/search.aspx,76164,Tarrant,(817) 814-4700,Yes,No,No,(n/a),504,27,18.6,88,1,0,1,96,0,0,3,14.9
Ginger McNabb Elementary,https://www.schooldigger.com/go/TX/schools/4122010790/school.aspx,Spring Independent School District,https://www.schooldigger.com/go/TX/district/41220/search.aspx,Spring,https://www.schooldigger.com/go/TX/city/Spring/search.aspx,77373,Harris,(281) 891-8693,Yes,No,No,(n/a),704,49,14.3,73,23,3,5,56,0,2,10,14.9
Margil Elementary,https://www.schooldigger.com/go/TX/schools/3873004375/school.aspx,San Antonio Independent School District,https://www.schooldigger.com/go/TX/district/38730/search.aspx,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78207,Bexar,(210) 223-5187,Yes,No,No,(n/a),519,34,15.2,97,2,0,0,96,0,0,2,14.9
Briargate Elementary,https://www.schooldigger.com/go/TX/schools/1965001816/school.aspx,Fort Bend Independent School District,https://www.schooldigger.com/go/TX/district/19650/search.aspx,Missouri City,https://www.schooldigger.com/go/TX/city/Missouri+City/search.aspx,77489,Fort Bend,(281) 634-4560,Yes,No,No,(n/a),445,34,13,85,75,0,0,22,0,3,0,14.8
Southwest Elementary,https://www.schooldigger.com/go/TX/schools/0986000459/school.aspx,Belton Independent School District,https://www.schooldigger.com/go/TX/district/09860/search.aspx,Belton,https://www.schooldigger.com/go/TX/city/Belton/search.aspx,76513,Bell,(254) 215-3500,Yes,No,No,(n/a),391,31,12.6,89,5,0,0,68,0,3,23,14.8
Bradford Elementary,https://www.schooldigger.com/go/TX/schools/3870004301/school.aspx,San Angelo Independent School District,https://www.schooldigger.com/go/TX/district/38700/search.aspx,San Angelo,https://www.schooldigger.com/go/TX/city/San+Angelo/search.aspx,76903,Tom Green,(325) 659-3645,Yes,No,No,(n/a),431,28,15.3,88,4,1,1,79,0,1,15,14.8
Wester Elementary,https://www.schooldigger.com/go/TX/schools/2850010935/school.aspx,Lubbock Independent School District,https://www.schooldigger.com/go/TX/district/28500/search.aspx,Lubbock,https://www.schooldigger.com/go/TX/city/Lubbock/search.aspx,79414,Lubbock,(806) 219-7100,Yes,No,No,(n/a),498,33,15,86,20,1,1,56,0,3,18,14.7
Landis Elementary,https://www.schooldigger.com/go/TX/schools/0783006640/school.aspx,Alief Independent School District,https://www.schooldigger.com/go/TX/district/07830/search.aspx,Houston,https://www.schooldigger.com/go/TX/city/Houston/search.aspx,77072,Harris,(281) 983-8343,Yes,No,No,(n/a),913,65,14,95,25,1,3,70,0,0,1,14.7
Pleasant Valley Elementary,https://www.schooldigger.com/go/TX/schools/0813000172/school.aspx,Amarillo Independent School District,https://www.schooldigger.com/go/TX/district/08130/search.aspx,Amarillo,https://www.schooldigger.com/go/TX/city/Amarillo/search.aspx,79108,Potter,(806) 326-5000,Yes,No,No,(n/a),312,22,14.1,89,3,1,1,41,0,4,51,14.6
Oglesby School,https://www.schooldigger.com/go/TX/schools/3342003751/school.aspx,Oglesby Independent School District,https://www.schooldigger.com/go/TX/district/33420/search.aspx,Oglesby,https://www.schooldigger.com/go/TX/city/Oglesby/search.aspx,76561,Coryell,(254) 456-2271,Yes,No,No,(n/a),184,18,10.2,66,0,0,0,29,0,3,69,14.6
