School,School_URL,District,District_URL,Address,City,City_URL,Zip,County,Phone,Is_Title_I,Is_Charter,Is_Magnet,Is_Virtual,Number_Students,Number_Full-time_Teachers,Student_Teacher_Ratio,Percent_Free_Disc_Lunch,Percent_African_American,Percent_American_Indian,Percent_Asian,Percent_Hispanic,Percent_Pacific_Islander,Percent_Two_or_More_Races,Percent_White,Standard_Score
Insight School of Michigan,https://www.schooldigger.com/go/MI/schools/0107708627/school.aspx,Insight School of Michigan,https://www.schooldigger.com/go/MI/district/01077/search.aspx,526 S Creyts Rd,Lansing,https://www.schooldigger.com/go/MI/city/Lansing/search.aspx,48917,Eaton County,(517) 580-0020,Yes,Yes,No,Yes,785,40.3,19.4,79,18.6,0.8,1.3,9.6,0.4,7.1,62.3,14.2
Holton High School,https://www.schooldigger.com/go/MI/schools/1851005536/school.aspx,Holton Public Schools,https://www.schooldigger.com/go/MI/district/18510/search.aspx,6477 Syers Rd,Holton,https://www.schooldigger.com/go/MI/city/Holton/search.aspx,49425,Muskegon County,(231) 821-1725,No,No,No,No,248,11.6,21.3,61.7,1.2,0.4,1.2,3.2,0.4,5.2,88.3,14.1
Mayville Middle High School,https://www.schooldigger.com/go/MI/schools/2328006013/school.aspx,Mayville Community School District,https://www.schooldigger.com/go/MI/district/23280/search.aspx,6250 Fulton St,Mayville,https://www.schooldigger.com/go/MI/city/Mayville/search.aspx,48744,Tuscola County,(989) 843-6115,Yes,No,No,No,327,15.5,20.9,73.1,0,0.3,0,5.2,0,2.1,92.4,14.1
White Pigeon JrSr High School,https://www.schooldigger.com/go/MI/schools/3612007210/school.aspx,White Pigeon Community Schools,https://www.schooldigger.com/go/MI/district/36120/search.aspx,410 Prairie Ave,White Pigeon,https://www.schooldigger.com/go/MI/city/White+Pigeon/search.aspx,49099,St. Joseph County,(269) 483-7679,No,No,Yes,No,395,23,17.1,66.8,0,0,0.5,8.9,0,5.8,84.8,14
Deckerville Community High School,https://www.schooldigger.com/go/MI/schools/1170004628/school.aspx,Deckerville Community School District,https://www.schooldigger.com/go/MI/district/11700/search.aspx,2633 Black River St,Deckerville,https://www.schooldigger.com/go/MI/city/Deckerville/search.aspx,48427,Sanilac County,(810) 376-3875,No,No,No,No,254,12.7,19.9,50,0,0.4,0.8,7.9,0,0.4,90.6,13.8
Peck JrSr High School,https://www.schooldigger.com/go/MI/schools/2769006354/school.aspx,Peck Community School District,https://www.schooldigger.com/go/MI/district/27690/search.aspx,222 East Lapeer St,Peck,https://www.schooldigger.com/go/MI/city/Peck/search.aspx,48466,Sanilac County,(810) 378-5501,No,No,No,No,197,8.8,22.1,52.3,0.5,0,0,8.6,0,1,89.8,13.7
Riverside Academy West Campus,https://www.schooldigger.com/go/MI/schools/0029101941/school.aspx,Riverside Academy,https://www.schooldigger.com/go/MI/district/00291/search.aspx,6409 Schaefer Rd,Dearborn,https://www.schooldigger.com/go/MI/city/Dearborn/search.aspx,48126,Wayne County,(313) 624-3600,Yes,Yes,No,No,518,31.7,16.3,99.8,10,0,0,1.4,0,0,88.6,13.1
Bellevue JrSr High School,https://www.schooldigger.com/go/MI/schools/0465004150/school.aspx,Bellevue Community Schools,https://www.schooldigger.com/go/MI/district/04650/search.aspx,576 Love Hwy,Bellevue,https://www.schooldigger.com/go/MI/city/Bellevue/search.aspx,49021,Eaton County,(269) 763-9413,No,No,No,No,301,14.3,21,57.1,4,0,0.7,1.3,0.7,3,90.4,12.8
White Cloud High School,https://www.schooldigger.com/go/MI/schools/3606007207/school.aspx,White Cloud Public Schools,https://www.schooldigger.com/go/MI/district/36060/search.aspx,555 East Wilcox Ave,White Cloud,https://www.schooldigger.com/go/MI/city/White+Cloud/search.aspx,49349,Newaygo County,(231) 689-3301,No,No,No,No,320,10.8,29.4,68.4,6.6,0.9,0.6,3.8,0,0.9,87.2,12.8
Hamtramck High School,https://www.schooldigger.com/go/MI/schools/1752005421/school.aspx,Hamtramck School District of the City of,https://www.schooldigger.com/go/MI/district/17520/search.aspx,11410 Charest St,Hamtramck,https://www.schooldigger.com/go/MI/city/Hamtramck/search.aspx,48212,Wayne County,(313) 892-7505,Yes,No,No,No,1043,56.1,18.5,86.1,12.1,0,36,0.2,0,1.1,50.6,12.7
FlexTech High School,https://www.schooldigger.com/go/MI/schools/0098408257/school.aspx,FlexTech High School,https://www.schooldigger.com/go/MI/district/00984/search.aspx,7707 Conference Center Road,Brighton,https://www.schooldigger.com/go/MI/city/Brighton/search.aspx,48114,Livingston County,(810) 844-3366,Yes,Yes,No,No,223,15.5,14.3,33.6,0,0,0,0.9,0,2.2,96.9,12.7
Godwin Heights Senior High School,https://www.schooldigger.com/go/MI/schools/1611005261/school.aspx,Godwin Heights Public Schools,https://www.schooldigger.com/go/MI/district/16110/search.aspx,50 35th St SW,Grand Rapids,https://www.schooldigger.com/go/MI/city/Grand+Rapids/search.aspx,49548,Kent County,(616) 252-2050,Yes,No,No,No,726,37,19.6,89.4,25.2,0.1,1.5,54.5,0.1,7.2,11.3,12
Lincoln Park High School,https://www.schooldigger.com/go/MI/schools/2160005866/school.aspx,Lincoln Park School District of the City of,https://www.schooldigger.com/go/MI/district/21600/search.aspx,1701 Champaign Rd,Lincoln Park,https://www.schooldigger.com/go/MI/city/Lincoln+Park/search.aspx,48146,Wayne County,(313) 389-0234,No,No,No,No,1343,66.2,20.2,74,12.2,0.4,0.5,44.6,0.1,3.9,38.1,11.9
Carson CityCrystal High School,https://www.schooldigger.com/go/MI/schools/0813004383/school.aspx,Carson City-Crystal Area Schools,https://www.schooldigger.com/go/MI/district/08130/search.aspx,213 East Sherman St,Carson City,https://www.schooldigger.com/go/MI/city/Carson+City/search.aspx,48811,Montcalm County,(989) 584-3175,No,No,No,No,261,11.9,21.8,41.4,0.4,0.4,0,8,0,0.8,90.4,11.8
Eau Claire High School,https://www.schooldigger.com/go/MI/schools/1281004986/school.aspx,Eau Claire Public Schools,https://www.schooldigger.com/go/MI/district/12810/search.aspx,7450 Hochberger Road,Eau Claire,https://www.schooldigger.com/go/MI/city/Eau+Claire/search.aspx,49111,Berrien County,(269) 461-6997,No,No,No,No,208,9.7,21.4,88.9,29.8,0,0,29.3,0,5.8,35.1,11.4
Annapolis High School,https://www.schooldigger.com/go/MI/schools/1161004618/school.aspx,Dearborn Heights School District #7,https://www.schooldigger.com/go/MI/district/11610/search.aspx,4650 Clippert St,Dearborn Heights,https://www.schooldigger.com/go/MI/city/Dearborn+Heights/search.aspx,48125,Wayne County,(313) 203-3300,No,No,No,No,715,34.5,20.7,73.3,25.2,0.7,0.4,12.4,0.1,2.7,58.5,11.4
CA Frost Environmental Science Academy Middle High School,https://www.schooldigger.com/go/MI/schools/1644001634/school.aspx,Grand Rapids Public Schools,https://www.schooldigger.com/go/MI/district/16440/search.aspx,1417 Covell Ave NW,Grand Rapids,https://www.schooldigger.com/go/MI/city/Grand+Rapids/search.aspx,49504,Kent County,(616) 819-2550,Yes,No,No,No,384,19.4,19.7,74.7,19.5,0.3,0.5,29.9,0,7.6,42.2,11.3
Covert High School,https://www.schooldigger.com/go/MI/schools/1098004556/school.aspx,Covert Public Schools,https://www.schooldigger.com/go/MI/district/10980/search.aspx,35323 M 140 Hwy,Covert,https://www.schooldigger.com/go/MI/city/Covert/search.aspx,49043,Van Buren County,(269) 764-3711,Yes,No,No,No,108,5.5,19.6,100,14.8,0,0,72.2,0,7.4,5.6,10.8
Fennville Public High School,https://www.schooldigger.com/go/MI/schools/1423005062/school.aspx,Fennville Public Schools,https://www.schooldigger.com/go/MI/district/14230/search.aspx,4 Memorial Dr,Fennville,https://www.schooldigger.com/go/MI/city/Fennville/search.aspx,49408,Allegan County,(269) 561-7241,No,No,No,No,421,19.4,21.7,67.7,1.2,0,0,55.1,0,1.4,42.3,10.5
Genesee High School,https://www.schooldigger.com/go/MI/schools/1575005229/school.aspx,Genesee School District,https://www.schooldigger.com/go/MI/district/15750/search.aspx,7347 North Genesee Rd,Genesee,https://www.schooldigger.com/go/MI/city/Genesee/search.aspx,48437,Genesee County,(810) 591-1450,No,No,No,No,315,13.6,23,87.3,7.6,0.6,2.2,11.7,0,5.4,72.4,10.5
Lee M Thurston High School,https://www.schooldigger.com/go/MI/schools/3228006762/school.aspx,South Redford School District,https://www.schooldigger.com/go/MI/district/32280/search.aspx,26255 Schoolcraft,Redford,https://www.schooldigger.com/go/MI/city/Redford/search.aspx,48239,Wayne County,(313) 242-0600,No,No,No,No,989,52.3,18.8,60.7,79.1,0,0.5,3.5,0,4.2,12.6,10.4
Landmark Academy,https://www.schooldigger.com/go/MI/schools/0022001176/school.aspx,Landmark Academy,https://www.schooldigger.com/go/MI/district/00220/search.aspx,4800 Lapeer Rd,Kimball,https://www.schooldigger.com/go/MI/city/Kimball/search.aspx,48074,St. Clair County,(810) 982-7210,Yes,Yes,No,No,766,45.2,16.9,72.6,3.9,0.3,0.9,5.6,0,8.9,80.4,10.1
CarmanAinsworth High School,https://www.schooldigger.com/go/MI/schools/0789004373/school.aspx,Carman-Ainsworth Community Schools,https://www.schooldigger.com/go/MI/district/07890/search.aspx,1300 N Linden Rd,Flint,https://www.schooldigger.com/go/MI/city/Flint/search.aspx,48532,Genesee County,(810) 591-3240,No,No,No,No,1136,60.9,18.6,70.3,59.3,0.2,0.9,3.9,0,10.1,25.6,9.9
Wayne Memorial High School,https://www.schooldigger.com/go/MI/schools/0001503903/school.aspx,Wayne-Westland Community School District,https://www.schooldigger.com/go/MI/district/00015/search.aspx,3001 4th St,Wayne,https://www.schooldigger.com/go/MI/city/Wayne/search.aspx,48184,Wayne County,(734) 419-2206,No,No,No,No,1456,71.3,20.4,69.6,40.9,0.3,1.1,8.5,0,5.4,43.8,9.7
Morley Stanwood High School,https://www.schooldigger.com/go/MI/schools/2460006111/school.aspx,Morley Stanwood Community Schools,https://www.schooldigger.com/go/MI/district/24600/search.aspx,4700 Northland Dr,Morley,https://www.schooldigger.com/go/MI/city/Morley/search.aspx,49336,Mecosta County,(231) 856-4444,No,No,Yes,No,382,16.6,23,56.5,0.3,0.5,0,3.1,0,2.9,93.2,9.6
Hartford High School,https://www.schooldigger.com/go/MI/schools/1788005453/school.aspx,Hartford Public Schools,https://www.schooldigger.com/go/MI/district/17880/search.aspx,121 School St,Hartford,https://www.schooldigger.com/go/MI/city/Hartford/search.aspx,49057,Van Buren County,(269) 621-7100,No,No,No,No,363,19.2,18.8,85.4,1.7,0.3,0.3,51,0.3,3.3,43.3,9.6
Advanced Technology Academy,https://www.schooldigger.com/go/MI/schools/0025507882/school.aspx,Advanced Technology Academy,https://www.schooldigger.com/go/MI/district/00255/search.aspx,4801 Oakman Blvd,Dearborn,https://www.schooldigger.com/go/MI/city/Dearborn/search.aspx,48126,Wayne County,(313) 625-4700,Yes,Yes,Yes,No,1260,74,17,91.3,74.4,0.1,0.1,20.6,0.3,0.3,4.2,7.7
Lee High School,https://www.schooldigger.com/go/MI/schools/1608005260/school.aspx,Godfrey-Lee Public Schools,https://www.schooldigger.com/go/MI/district/16080/search.aspx,1335 Lee St SW,Wyoming,https://www.schooldigger.com/go/MI/city/Wyoming/search.aspx,49509,Kent County,(616) 452-3296,No,No,No,No,533,24.9,21.3,92.7,7.9,0,0,85.2,0,2.6,4.3,7.6
Vandenboom Alternative High School,https://www.schooldigger.com/go/MI/schools/0001301885/school.aspx,Marquette Area Public Schools,https://www.schooldigger.com/go/MI/district/00013/search.aspx,1175 Erie Strert,Marquette,https://www.schooldigger.com/go/MI/city/Marquette/search.aspx,49855,Marquette County,(906) 225-4321,No,No,No,No,128,8,15.9,55.5,0.8,6.3,0,3.1,0,10.2,79.7,7.4
Kelloggsville High School,https://www.schooldigger.com/go/MI/schools/2016005697/school.aspx,Kelloggsville Public Schools,https://www.schooldigger.com/go/MI/district/20160/search.aspx,4787 Division Ave SW,Wyoming,https://www.schooldigger.com/go/MI/city/Wyoming/search.aspx,49548,Kent County,(616) 532-1570,No,No,No,No,675,39,17.3,86.2,24.7,0,6.1,44.9,0,4.3,20,7.2
Roseville High School,https://www.schooldigger.com/go/MI/schools/3021006628/school.aspx,Roseville Community Schools,https://www.schooldigger.com/go/MI/district/30210/search.aspx,17855 Common Rd,Roseville,https://www.schooldigger.com/go/MI/city/Roseville/search.aspx,48066,Macomb County,(586) 445-5540,No,No,No,No,1208,58.4,20.6,62.6,39.4,0.6,2.2,2.5,0.2,6.5,48.8,6.8
South Lake High School,https://www.schooldigger.com/go/MI/schools/3222006751/school.aspx,South Lake Schools,https://www.schooldigger.com/go/MI/district/32220/search.aspx,21900 East 9 Mile Rd,Saint Clair Shores,https://www.schooldigger.com/go/MI/city/Saint+Clair+Shores/search.aspx,48080,Macomb County,(586) 435-1401,No,No,No,Yes,488,25.9,18.8,50.4,69.3,0,0.8,3.3,0,4.9,21.7,6.6
Fitzgerald Senior High School,https://www.schooldigger.com/go/MI/schools/1446005082/school.aspx,Fitzgerald Public Schools,https://www.schooldigger.com/go/MI/district/14460/search.aspx,23200 Ryan Rd,Warren,https://www.schooldigger.com/go/MI/city/Warren/search.aspx,48091,Macomb County,(586) 757-7070,Yes,No,No,No,875,46.3,18.8,76.7,47.4,0.5,23.1,2.7,0.1,3.2,23,6.3
Pontiac High School,https://www.schooldigger.com/go/MI/schools/2874006444/school.aspx,Pontiac City School District,https://www.schooldigger.com/go/MI/district/28740/search.aspx,1051 Arlene Ave,Pontiac,https://www.schooldigger.com/go/MI/city/Pontiac/search.aspx,48340,Oakland County,(248) 451-7315,Yes,No,No,No,963,51.8,18.5,75.2,46.2,0,3.4,45.2,0.1,1.1,3.9,6.3
Charlton Heston Academy,https://www.schooldigger.com/go/MI/schools/0102808329/school.aspx,Charlton Heston Academy,https://www.schooldigger.com/go/MI/district/01028/search.aspx,1350 N Saint Helen Rd,Saint Helen,https://www.schooldigger.com/go/MI/city/Saint+Helen/search.aspx,48656,Roscommon County,(989) 632-3390,Yes,Yes,No,No,743,43,17.2,85.2,0.5,0.8,0.1,1.2,0,2.2,95.2,5.8
Innovation Academy,https://www.schooldigger.com/go/MI/schools/1872008860/school.aspx,Howell Public Schools,https://www.schooldigger.com/go/MI/district/18720/search.aspx,861 E Sibley St,Howell,https://www.schooldigger.com/go/MI/city/Howell/search.aspx,48843,Livingston County,(517) 540-8300,No,No,Yes,No,137,1,137,52.6,0,0.7,0,8,0,1.5,89.8,5.6
Hazel Park High School,https://www.schooldigger.com/go/MI/schools/1803005475/school.aspx,Hazel Park School District of the City of,https://www.schooldigger.com/go/MI/district/18030/search.aspx,23400 Hughes Ave,Hazel Park,https://www.schooldigger.com/go/MI/city/Hazel+Park/search.aspx,48030,Oakland County,(248) 658-5100,No,No,No,No,450,37.4,12,74.4,42.7,0.4,0.9,4,0,2,50,5.5
Innovation Central High,https://www.schooldigger.com/go/MI/schools/1644008543/school.aspx,Grand Rapids Public Schools,https://www.schooldigger.com/go/MI/district/16440/search.aspx,421 Fountain St NE,Grand Rapids,https://www.schooldigger.com/go/MI/city/Grand+Rapids/search.aspx,49503,Kent County,(616) 819-2310,Yes,No,No,No,635,36.2,17.5,89.4,34,0.3,0.2,56.1,0,5.5,3.9,5.3
Cesar Chavez High School,https://www.schooldigger.com/go/MI/schools/0013901488/school.aspx,Cesar Chavez Academy,https://www.schooldigger.com/go/MI/district/00139/search.aspx,1761 Waterman St,Detroit,https://www.schooldigger.com/go/MI/city/Detroit/search.aspx,48209,Wayne County,(313) 551-0611,Yes,Yes,No,No,714,38,18.7,95.9,3.8,0.3,0,92.7,0,0.4,2.8,5.2
Clintondale High School,https://www.schooldigger.com/go/MI/schools/1008004491/school.aspx,Clintondale Community Schools,https://www.schooldigger.com/go/MI/district/10080/search.aspx,35200 Little Mack Ave,Clinton Township,https://www.schooldigger.com/go/MI/city/Clinton+Township/search.aspx,48035,Macomb County,(586) 791-6300,No,No,No,No,381,25.3,15,82.2,66.4,0.3,1,3.1,0,6,23.1,4.8
Muskegon High School,https://www.schooldigger.com/go/MI/schools/2484006152/school.aspx,Muskegon Public Schools of the City of,https://www.schooldigger.com/go/MI/district/24840/search.aspx,80 West Southern Ave,Muskegon,https://www.schooldigger.com/go/MI/city/Muskegon/search.aspx,49441,Muskegon County,(231) 720-2800,No,No,No,No,990,47.2,20.9,82.4,62.5,0.5,0.5,16.1,0.1,5.4,14.9,4.8
EA Johnson Memorial High School,https://www.schooldigger.com/go/MI/schools/2472006128/school.aspx,Mt. Morris Consolidated Schools,https://www.schooldigger.com/go/MI/district/24720/search.aspx,8041 Neff Rd,Mount Morris,https://www.schooldigger.com/go/MI/city/Mount+Morris/search.aspx,48458,Genesee County,(810) 591-2370,No,No,No,No,468,24.4,19.1,79.1,17.5,0.4,0.2,10.5,0,9.2,62.2,4.7
Romulus Senior High School,https://www.schooldigger.com/go/MI/schools/3012006606/school.aspx,Romulus Community Schools,https://www.schooldigger.com/go/MI/district/30120/search.aspx,9650 Wayne Rd,Romulus,https://www.schooldigger.com/go/MI/city/Romulus/search.aspx,48174,Wayne County,(734) 532-1000,No,No,Yes,No,673,34.5,19.5,66.3,76.4,0.1,1,3.9,0,3.3,15.3,4.5
Western International High School,https://www.schooldigger.com/go/MI/schools/0110304857/school.aspx,Detroit Public Schools Community District,https://www.schooldigger.com/go/MI/district/01103/search.aspx,1500 Scotten St,Detroit,https://www.schooldigger.com/go/MI/city/Detroit/search.aspx,48209,Wayne County,(313) 849-4758,Yes,No,No,No,2007,76,26.4,76.9,18.1,0.3,0.1,72.7,0,0,8.7,4.4
Frontier International Academy,https://www.schooldigger.com/go/MI/schools/0030101945/school.aspx,Frontier International Academy,https://www.schooldigger.com/go/MI/district/00301/search.aspx,13322 Conant St,Detroit,https://www.schooldigger.com/go/MI/city/Detroit/search.aspx,48212,Wayne County,(313) 462-6300,Yes,Yes,No,No,711,34.7,20.4,99.6,10.4,0.1,25,0.3,0,0,64.1,3.7
Battle Creek Central High School,https://www.schooldigger.com/go/MI/schools/0000503830/school.aspx,Battle Creek Public Schools,https://www.schooldigger.com/go/MI/district/00005/search.aspx,100 Van Buren St W,Battle Creek,https://www.schooldigger.com/go/MI/city/Battle+Creek/search.aspx,49017,Calhoun County,(269) 213-3500,Yes,No,No,No,1054,57.6,18.2,70.5,40.3,0.4,2,15,0,12.2,30.1,3.1
University Preparatory Academy PSAD High School,https://www.schooldigger.com/go/MI/schools/0095607842/school.aspx,University Preparatory Academy (PSAD),https://www.schooldigger.com/go/MI/district/00956/search.aspx,600 Antoinette St,Detroit,https://www.schooldigger.com/go/MI/city/Detroit/search.aspx,48202,Wayne County,(313) 874-4340,Yes,Yes,Yes,No,556,38.9,14.2,63.1,97.7,0.2,0,0,0,2,0.2,3.1
Madison Academy High School,https://www.schooldigger.com/go/MI/schools/0031708195/school.aspx,Madison Academy,https://www.schooldigger.com/go/MI/district/00317/search.aspx,3266 South Genesee Road,Burton,https://www.schooldigger.com/go/MI/city/Burton/search.aspx,48519,Genesee County,(810) 875-9050,Yes,Yes,No,No,211,21.5,9.8,87.7,73.9,0,0,4.7,0,1.4,19.9,3
Chandler Park Academy High School,https://www.schooldigger.com/go/MI/schools/0016807800/school.aspx,Chandler Park Academy,https://www.schooldigger.com/go/MI/district/00168/search.aspx,20254 Kelly Road,Harper Woods,https://www.schooldigger.com/go/MI/city/Harper+Woods/search.aspx,48225,Wayne County,(313) 499-3010,Yes,Yes,No,No,745,34.7,21.4,88.7,99.7,0,0,0,0,0.3,0,2.7
Cornerstone Health and Technology School,https://www.schooldigger.com/go/MI/schools/0103008322/school.aspx,Cornerstone Health and Technology School,https://www.schooldigger.com/go/MI/district/01030/search.aspx,17351 Southfield Road,Detroit,https://www.schooldigger.com/go/MI/city/Detroit/search.aspx,48235,Wayne County,(313) 486-4260,Yes,Yes,Yes,No,414,22.7,18.1,100,98.8,0.7,0,0.5,0,0,0,2.6
Lincoln High School,https://www.schooldigger.com/go/MI/schools/3468007048/school.aspx,Van Dyke Public Schools,https://www.schooldigger.com/go/MI/district/34680/search.aspx,22900 Federal Ave,Warren,https://www.schooldigger.com/go/MI/city/Warren/search.aspx,48089,Macomb County,(586) 758-8307,No,No,No,No,535,31.8,16.8,90.5,67.3,0,4.1,2.2,0,7.7,18.7,2.2
Eastpointe High School,https://www.schooldigger.com/go/MI/schools/1245004950/school.aspx,Eastpointe Community Schools,https://www.schooldigger.com/go/MI/district/12450/search.aspx,15501 Couzens Ave,Eastpointe,https://www.schooldigger.com/go/MI/city/Eastpointe/search.aspx,48021,Macomb County,(586) 533-3700,No,No,No,No,751,34.9,21.4,76.8,81.8,0.3,1.3,0.7,0,4,12,1.7
